,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,155,22,30,105,156,206,224,386,627,1154,1820,2415,3464,5709,11499,14022,20545,26799,24796,13082,3459,49
Se01 結核,0,0,0,0,0,0,0,0,0,1,0,0,4,2,12,12,30,49,42,16,1,0
Se02 悪性新生物＜腫瘍＞,2,5,10,7,10,21,38,84,160,382,695,1008,1493,2611,4891,5304,5990,5698,3519,1094,147,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,6,18,38,52,107,182,174,158,119,51,11,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,8,17,36,51,84,151,254,521,589,680,638,406,123,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,8,12,29,79,95,139,219,428,449,496,578,435,200,26,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,6,10,27,54,57,80,144,216,224,213,182,117,35,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,1,0,0,1,0,1,1,3,11,24,61,90,166,289,357,388,400,238,49,3,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,5,8,16,26,45,109,187,221,292,333,221,66,9,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,5,9,28,57,105,186,283,505,605,633,546,276,86,12,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,4,11,29,78,131,237,508,1165,1179,1284,1027,605,154,21,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,7,2,13,29,58,96,114,99,152,205,164,143,140,115,43,15,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,10,9,33,50,55,57,68,78,79,74,64,37,12,0,0
Se13 白血病,0,0,2,1,3,3,3,4,3,13,21,32,38,79,141,121,162,135,56,18,2,0
Se14 糖尿病,0,0,0,0,0,3,1,5,2,17,25,24,45,81,123,151,210,271,179,74,13,2
Se15 高血圧性疾患,0,0,0,0,0,0,1,2,0,4,11,11,17,41,55,71,120,170,195,147,41,0
Se16 心疾患（高血圧性を除く）,5,2,1,4,7,6,15,37,58,126,197,269,398,648,1318,1625,2682,3845,3955,2191,473,3
Se17 急性心筋梗塞,0,0,0,0,1,0,1,9,13,38,51,75,99,134,274,280,395,477,346,136,21,2
Se18 その他の虚血性心疾患,0,0,0,0,0,2,3,6,17,33,50,82,119,167,359,399,552,575,428,143,25,0
Se19 不整脈及び伝導障害,0,1,1,0,3,2,5,11,13,22,38,40,57,120,218,257,425,619,567,310,45,0
Se20 心不全,0,1,0,4,1,2,3,5,10,18,31,47,80,160,337,518,1014,1771,2158,1361,338,1
Se21 脳血管疾患,1,1,0,0,2,3,13,19,69,90,147,164,233,369,784,982,1450,1971,1710,800,161,0
Se22 くも膜下出血,0,0,0,0,1,1,10,9,28,41,52,41,44,58,129,126,146,124,100,28,3,0
Se23 脳内出血,0,0,0,0,1,2,3,9,33,44,80,91,137,176,323,372,475,573,353,139,21,0
Se24 脳梗塞,0,1,0,0,0,0,0,0,5,5,12,27,41,124,312,461,796,1225,1212,611,135,0
Se25 大動脈瘤及び解離,0,0,0,0,0,2,0,5,9,14,40,55,68,96,221,251,290,359,271,91,11,0
Se26 肺炎,3,1,0,0,0,2,0,1,8,7,16,40,75,121,359,544,1018,1598,1497,699,158,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,3,4,11,52,124,226,335,332,210,76,15,0
Se28 喘息,0,0,0,0,0,0,0,2,1,0,1,5,0,2,3,4,13,22,18,14,1,0
Se29 肝疾患,1,0,0,0,0,1,4,14,32,89,106,130,157,164,215,186,208,184,116,24,4,0
Se30 腎不全,0,0,0,0,0,0,1,3,1,9,12,25,35,67,177,250,420,634,605,260,42,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,7,29,139,395,1419,3354,5411,4293,1677,0
Se32 不慮の事故,7,2,0,15,27,20,13,18,35,45,66,71,96,131,294,365,575,677,536,260,56,3
Se33 交通事故,1,1,0,12,13,8,6,9,16,13,17,18,31,22,35,43,46,35,14,2,0,0
Se34 自殺,0,0,7,57,81,102,96,110,141,168,176,152,118,95,141,103,93,63,33,9,2,5
