,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,168,30,40,89,187,197,266,391,580,1141,1841,2469,3467,5615,11340,14870,20540,27142,25525,13416,3246,36
Se01 結核,0,0,0,0,0,0,0,0,0,2,1,2,1,5,4,9,18,37,23,11,2,0
Se02 悪性新生物＜腫瘍＞,3,9,12,13,13,21,39,80,137,348,626,929,1437,2476,4751,5277,5696,5350,3405,1072,126,4
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,6,17,36,59,106,178,170,174,113,55,11,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,4,6,30,54,66,129,255,444,541,614,592,384,121,5,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,1,3,6,20,26,53,102,127,241,432,437,517,542,413,154,12,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,4,6,21,52,59,108,123,221,199,186,174,118,26,3,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,4,5,25,43,74,145,294,325,382,383,205,68,8,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,4,7,14,35,79,175,245,287,298,206,64,11,1
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,3,29,50,106,178,297,569,615,611,509,288,95,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,3,6,12,38,63,121,232,494,1095,1245,1187,1047,592,181,21,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,7,12,21,70,77,104,108,131,203,148,115,128,113,61,12,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,10,12,24,60,54,59,56,67,71,78,60,29,11,2,0
Se13 白血病,1,1,3,2,3,3,6,2,4,17,15,18,41,66,141,155,162,118,52,14,3,0
Se14 糖尿病,0,0,0,0,1,1,0,4,4,19,27,38,52,91,135,184,264,281,212,76,15,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,5,6,15,21,35,61,105,132,213,220,158,38,0
Se16 心疾患（高血圧性を除く）,2,1,2,4,4,9,19,34,55,131,230,337,514,711,1407,2013,2952,4454,4568,2443,541,0
Se17 急性心筋梗塞,0,0,0,0,0,0,3,5,12,28,59,69,126,151,277,374,484,538,412,168,33,0
Se18 その他の虚血性心疾患,0,0,0,1,0,1,7,7,16,43,64,91,150,204,379,472,599,707,494,203,33,0
Se19 不整脈及び伝導障害,0,0,0,0,3,2,2,10,10,23,45,61,81,131,243,331,481,685,692,312,69,0
Se20 心不全,1,1,1,2,0,1,7,8,7,19,35,82,106,152,372,629,1101,2011,2480,1526,343,0
Se21 脳血管疾患,0,1,0,3,1,6,10,25,43,106,177,189,251,401,764,1068,1436,1982,1760,810,157,0
Se22 くも膜下出血,0,0,0,3,1,1,5,13,18,39,55,42,48,81,113,120,151,153,76,34,5,0
Se23 脳内出血,0,1,0,0,0,3,5,11,22,58,101,107,144,194,309,367,460,570,390,149,18,0
Se24 脳梗塞,0,0,0,0,0,1,0,1,2,6,15,33,50,109,314,543,789,1196,1248,608,128,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,2,12,20,41,48,59,99,209,265,302,365,285,118,9,0
Se26 肺炎,2,0,0,2,0,0,0,2,9,13,24,35,47,141,317,570,1001,1601,1511,734,147,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,3,5,22,45,139,225,342,324,243,89,10,1
Se28 喘息,0,0,0,0,0,0,0,1,0,1,2,3,2,3,5,5,11,17,19,8,2,0
Se29 肝疾患,1,0,1,0,1,2,9,15,28,57,102,111,144,169,227,204,213,204,123,20,3,0
Se30 腎不全,0,0,0,0,0,0,0,3,4,12,14,24,28,59,181,285,458,664,646,294,36,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,22,138,412,1304,3210,5167,4138,1459,0
Se32 不慮の事故,19,3,2,6,19,16,19,26,29,39,59,89,99,175,361,436,646,800,662,282,65,2
Se33 交通事故,2,0,0,3,9,6,6,8,8,14,11,19,22,22,31,21,45,38,18,0,1,0
Se34 自殺,0,0,10,46,108,109,118,127,144,180,208,183,151,104,136,121,98,72,32,3,1,3
