,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,194,28,33,67,164,190,292,430,742,1130,1640,2252,3654,7626,8885,12457,17633,21169,17560,8321,2210,37
Se01 結核,0,0,0,0,0,0,0,1,1,1,2,2,2,6,10,25,32,62,44,17,1,0
Se02 悪性新生物＜腫瘍＞,6,5,9,12,11,16,73,90,210,370,626,1065,1757,3794,4078,4977,5460,4883,2627,782,117,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,5,10,11,39,83,168,176,177,114,85,44,15,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,3,7,10,30,45,43,106,181,450,482,613,645,605,362,102,8,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,3,0,4,11,22,35,48,98,134,310,372,413,488,490,320,125,24,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,6,8,20,32,66,103,224,156,189,193,134,82,28,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,2,7,9,34,59,121,247,294,395,442,408,153,43,8,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,2,4,10,33,51,117,151,245,305,311,185,57,4,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,1,0,0,0,2,2,12,22,56,92,178,407,421,484,503,384,214,51,7,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,8,24,33,95,151,316,786,954,1129,1167,984,474,109,23,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,11,33,60,81,127,136,183,113,127,124,121,66,33,4,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,10,9,13,24,41,46,58,70,66,71,56,76,36,4,2,0
Se13 白血病,3,1,3,1,3,2,5,6,7,10,22,26,46,87,78,109,137,104,46,10,1,0
Se14 糖尿病,0,0,0,0,0,1,0,5,7,8,29,25,45,103,129,149,208,198,132,43,8,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,3,8,7,11,10,36,38,60,88,141,166,98,24,0
Se16 心疾患（高血圧性を除く）,6,1,1,5,10,16,16,44,85,158,189,234,390,777,979,1508,2458,3432,3194,1527,373,3
Se17 急性心筋梗塞,0,0,0,0,1,0,2,7,27,39,56,74,132,223,226,325,451,498,352,120,32,0
Se18 その他の虚血性心疾患,0,0,0,0,3,1,6,11,12,46,54,52,94,201,258,330,427,496,302,136,28,1
Se19 不整脈及び伝導障害,1,0,1,3,2,6,6,9,21,23,29,35,70,134,148,218,336,497,453,199,29,0
Se20 心不全,0,0,0,1,2,3,1,8,7,25,21,39,56,144,225,443,943,1508,1703,900,254,2
Se21 脳血管疾患,1,0,1,1,0,4,10,20,75,105,135,166,275,521,645,1044,1586,1974,1536,710,166,0
Se22 くも膜下出血,0,0,1,0,0,2,3,10,35,37,47,47,70,104,88,140,145,141,91,33,11,0
Se23 脳内出血,1,0,0,1,0,2,7,9,35,61,70,94,138,230,242,332,469,506,340,97,15,0
Se24 脳梗塞,0,0,0,0,0,0,0,0,3,7,14,21,57,171,300,549,934,1286,1067,558,137,0
Se25 大動脈瘤及び解離,0,0,0,0,0,2,1,4,10,15,20,30,35,115,129,158,272,300,193,62,3,0
Se26 肺炎,4,1,0,2,0,0,1,5,6,14,20,36,97,213,344,693,1387,2015,1824,858,209,2
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,1,0,5,2,25,61,120,205,322,399,223,69,12,0
Se28 喘息,0,0,0,0,0,0,2,1,0,2,4,4,1,10,6,7,19,24,33,17,4,0
Se29 肝疾患,2,0,0,0,1,1,5,11,36,49,72,104,128,167,157,209,222,149,80,15,6,0
Se30 腎不全,0,0,0,0,0,0,0,0,4,8,11,11,26,88,120,197,365,485,428,163,30,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,17,50,141,616,1594,2597,1947,829,0
Se32 不慮の事故,15,7,1,7,33,16,23,26,37,55,53,92,112,196,245,331,514,539,420,147,26,3
Se33 交通事故,4,5,0,5,18,13,12,12,13,21,12,21,23,27,51,39,50,39,15,1,0,1
Se34 自殺,0,0,9,28,89,100,108,152,140,159,196,143,135,201,143,137,99,53,30,11,4,10
