,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,189,31,45,104,173,184,271,388,629,1148,1561,2174,3489,6958,9228,12320,17260,21418,18029,8380,2167,47
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,0,5,6,12,20,35,61,53,11,6,0
Se02 悪性新生物＜腫瘍＞,7,5,10,9,11,15,36,77,199,402,585,974,1718,3509,4486,5032,5619,5237,2786,844,124,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,1,5,12,44,77,151,169,207,144,106,30,9,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,14,23,30,59,105,189,418,533,567,732,644,356,88,13,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,3,19,34,58,92,145,294,389,465,549,485,351,126,23,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,7,15,14,48,56,109,194,208,201,191,147,90,30,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,8,13,27,50,99,233,305,355,422,414,157,57,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,0,3,5,15,34,62,126,188,231,300,333,190,64,15,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,2,12,31,63,97,191,361,454,533,513,444,227,61,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,5,20,47,69,133,341,732,1029,1099,1120,1045,530,121,19,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,11,34,73,76,105,105,178,153,140,122,117,84,35,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,5,12,36,39,45,42,75,66,68,56,58,41,8,2,0
Se13 白血病,3,3,3,3,2,3,2,3,10,14,13,26,44,74,121,116,124,113,42,16,2,0
Se14 糖尿病,0,0,0,0,0,2,4,4,6,10,20,29,44,115,96,146,196,202,123,45,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,0,2,3,9,10,22,33,36,48,96,120,149,101,32,0
Se16 心疾患（高血圧性を除く）,6,2,2,2,5,11,18,37,76,120,191,250,385,748,1064,1472,2234,3188,3093,1558,370,7
Se17 急性心筋梗塞,0,0,0,0,1,1,0,8,15,35,58,67,98,218,249,299,366,418,320,117,22,1
Se18 その他の虚血性心疾患,0,0,0,1,0,0,5,8,20,31,57,81,112,197,285,354,414,460,346,129,26,4
Se19 不整脈及び伝導障害,1,1,1,1,2,6,4,9,18,23,27,31,56,104,137,211,353,437,439,200,43,0
Se20 心不全,2,1,1,0,0,1,3,5,15,20,28,42,63,134,262,456,813,1461,1609,940,244,1
Se21 脳血管疾患,0,2,1,1,2,3,21,28,47,113,124,132,198,402,599,916,1490,1802,1484,678,111,2
Se22 くも膜下出血,0,1,0,0,0,2,10,12,26,57,48,42,49,89,97,113,139,141,74,21,5,0
Se23 脳内出血,0,1,0,1,2,1,9,14,19,46,65,71,93,187,244,304,441,420,321,94,15,1
Se24 脳梗塞,0,0,1,0,0,0,1,2,1,6,11,15,47,120,245,479,859,1198,1059,550,89,1
Se25 大動脈瘤及び解離,0,0,0,0,0,1,0,6,0,15,18,28,44,86,112,145,263,301,197,61,7,0
Se26 肺炎,3,0,0,0,0,2,2,1,7,10,13,39,62,177,305,617,1174,1831,1748,788,206,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,0,0,3,9,17,48,120,192,328,417,275,54,12,0
Se28 喘息,0,0,0,0,1,0,0,0,1,1,2,7,5,4,4,13,21,24,22,15,1,0
Se29 肝疾患,2,0,0,0,0,1,5,12,25,64,80,95,110,144,155,191,178,158,97,29,4,0
Se30 腎不全,1,0,0,0,0,0,1,2,5,8,9,11,32,86,128,207,341,486,451,173,35,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,12,58,168,684,1759,2806,2106,847,0
Se32 不慮の事故,13,8,11,33,34,25,29,40,50,61,71,100,106,158,233,317,462,535,403,140,29,0
Se33 交通事故,3,2,5,17,15,8,13,17,21,18,26,25,18,22,46,48,48,29,6,2,1,0
Se34 自殺,0,0,14,39,83,92,101,108,114,148,158,112,114,121,111,125,100,70,23,10,1,4
