,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,222,48,34,89,204,242,278,508,737,1048,1594,2420,4778,6122,8205,11690,16368,17493,12430,5950,1538,48
Se01 結核,0,0,0,0,0,0,0,0,0,2,0,4,7,4,14,13,47,33,23,6,1,1
Se02 悪性新生物＜腫瘍＞,3,13,5,14,15,25,49,133,222,380,661,1132,2449,3187,3956,4853,5357,4135,1920,582,89,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,7,30,47,129,138,185,139,139,74,38,5,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,2,6,13,24,41,71,126,305,422,542,641,710,577,262,86,9,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,1,3,5,2,14,39,49,95,194,253,310,393,458,420,241,99,18,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,10,9,24,32,78,153,182,174,206,158,154,61,14,4,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,1,1,0,2,3,12,14,39,75,191,252,356,529,512,307,113,42,3,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,9,16,28,65,140,164,248,315,274,159,55,9,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,3,0,5,13,27,38,100,240,304,400,458,435,296,146,38,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,14,24,46,93,176,477,668,799,1031,1151,850,319,69,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,28,45,50,88,109,133,121,112,104,98,85,51,22,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,8,13,12,26,27,49,59,54,37,53,53,50,26,8,2,0
Se13 白血病,2,2,1,5,5,3,3,9,11,8,18,24,54,74,103,109,99,69,23,6,1,0
Se14 糖尿病,0,0,0,0,1,0,0,4,4,17,16,31,61,88,98,145,183,162,108,37,3,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,1,3,3,8,17,14,19,32,71,103,99,83,12,0
Se16 心疾患（高血圧性を除く）,8,4,3,4,4,13,19,50,90,128,192,248,498,598,845,1362,2136,2810,2263,1097,243,6
Se17 急性心筋梗塞,0,1,0,0,1,1,4,14,23,44,52,65,134,175,223,347,506,493,301,116,17,1
Se18 その他の虚血性心疾患,1,0,0,1,0,4,3,11,28,25,51,65,121,155,204,280,355,414,220,102,27,4
Se19 不整脈及び伝導障害,1,1,1,1,0,6,3,14,18,20,36,48,94,99,112,206,309,427,314,118,22,1
Se20 心不全,1,0,0,1,0,2,6,5,11,21,28,44,89,111,206,370,711,1161,1155,645,155,0
Se21 脳血管疾患,1,1,2,2,3,5,10,24,57,77,109,190,306,418,606,993,1649,1870,1316,637,131,1
Se22 くも膜下出血,1,0,1,1,2,1,7,18,30,28,48,68,75,82,86,96,126,128,59,18,2,0
Se23 脳内出血,0,0,1,1,1,2,3,5,22,42,47,98,145,174,240,312,452,439,218,100,17,0
Se24 脳梗塞,0,1,0,0,0,1,0,0,2,6,10,20,79,150,268,565,1030,1265,1011,509,110,1
Se25 大動脈瘤及び解離,0,0,1,0,1,0,1,5,10,10,13,30,44,73,105,138,217,236,160,46,6,0
Se26 肺炎,3,0,0,0,3,3,7,5,7,17,25,52,169,233,474,893,1663,2184,1746,826,200,3
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,2,9,30,46,99,185,302,328,152,56,9,1
Se28 喘息,0,0,0,0,0,1,2,1,0,2,2,2,6,6,9,17,25,23,18,15,4,0
Se29 肝疾患,1,0,0,0,1,2,3,10,30,43,79,89,119,117,160,199,154,111,61,13,0,2
Se30 腎不全,0,0,0,0,1,1,0,1,2,6,9,19,40,81,116,192,379,465,343,139,29,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,1,0,6,31,118,405,1022,1473,1190,514,0
Se32 不慮の事故,15,15,5,20,40,31,34,30,50,46,60,97,153,176,181,325,395,385,244,92,11,2
Se33 交通事故,3,9,3,17,26,17,18,10,23,18,17,27,40,38,39,67,43,19,13,0,0,0
Se34 自殺,0,0,13,42,103,114,114,162,157,171,197,188,210,178,172,141,125,80,35,3,0,5
