,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,290,47,38,97,259,293,366,611,887,1217,1843,2930,5960,6873,9730,14561,19603,20854,15123,7546,1804,37
Se01 結核,0,0,0,0,0,0,1,0,0,1,1,1,8,8,15,26,38,48,31,9,3,0
Se02 悪性新生物＜腫瘍＞,13,10,5,10,16,27,72,118,249,361,682,1305,2791,3169,4042,5009,5366,4121,1928,642,81,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,6,9,25,54,142,161,173,157,125,77,25,11,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,3,10,16,25,45,71,183,399,398,529,669,696,552,291,117,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,1,2,11,20,33,54,95,209,251,321,401,429,401,250,82,12,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,2,3,14,14,49,67,166,154,185,192,188,138,58,26,0,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,1,0,3,4,10,18,52,101,258,272,400,506,510,295,115,31,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,2,8,20,33,82,108,180,259,329,295,147,38,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,6,17,33,53,125,255,300,367,432,435,313,145,43,2,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,8,24,36,84,212,534,731,875,1066,1201,865,324,104,10,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,10,21,51,52,72,117,150,106,111,99,85,85,46,20,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,1,8,11,15,23,36,48,63,39,49,59,75,53,17,10,1,0
Se13 白血病,4,4,1,4,2,2,7,2,6,6,18,38,53,69,83,118,102,69,22,9,1,0
Se14 糖尿病,0,0,0,0,0,1,2,6,6,16,28,45,89,104,154,208,249,230,145,48,11,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,3,8,10,16,23,40,54,97,151,139,100,28,1
Se16 心疾患（高血圧性を除く）,15,1,2,2,12,20,18,71,117,164,236,380,754,906,1412,2245,3318,3887,3113,1525,333,2
Se17 急性心筋梗塞,0,0,0,0,2,0,3,15,32,55,82,120,239,276,378,586,765,728,490,184,30,0
Se18 その他の虚血性心疾患,0,0,0,0,0,3,5,17,31,35,52,99,193,240,345,528,674,656,421,178,23,1
Se19 不整脈及び伝導障害,4,0,2,2,3,8,5,15,21,28,36,56,109,131,204,302,468,539,428,183,33,1
Se20 心不全,2,0,0,0,4,4,3,19,17,26,38,61,144,154,334,628,1083,1530,1434,840,218,0
Se21 脳血管疾患,3,1,0,2,1,6,9,32,68,118,159,227,470,602,792,1473,2144,2416,1739,773,159,1
Se22 くも膜下出血,0,1,0,2,0,3,2,14,25,42,52,67,113,120,115,163,173,141,81,24,3,0
Se23 脳内出血,2,0,0,0,1,3,5,16,38,58,93,121,236,247,295,470,633,572,302,98,13,0
Se24 脳梗塞,1,0,0,0,0,0,0,0,4,15,11,34,104,216,355,801,1278,1652,1306,628,136,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,5,10,21,16,49,82,87,142,227,324,339,169,49,8,0
Se26 肺炎,8,4,2,1,6,4,6,7,9,13,40,68,194,255,602,1224,2203,2854,2280,1199,244,2
Se27 慢性閉塞性肺疾患,0,1,0,1,0,0,0,0,2,0,1,8,28,56,96,220,364,421,192,52,20,1
Se28 喘息,2,0,0,0,0,0,1,1,0,2,4,3,3,11,12,28,33,35,28,17,3,0
Se29 肝疾患,1,0,0,0,1,1,3,23,21,65,95,110,191,151,200,202,181,125,56,14,2,0
Se30 腎不全,0,1,0,2,1,0,0,1,7,4,16,19,68,106,163,270,421,536,440,193,36,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,16,33,121,434,1063,1594,1340,569,0
Se32 不慮の事故,25,10,6,24,37,27,56,62,60,81,82,128,224,230,327,570,659,602,356,175,23,7
Se33 交通事故,7,3,4,22,25,9,15,23,22,20,29,36,45,39,42,51,64,31,13,2,0,1
Se34 自殺,0,0,6,34,147,169,140,192,209,209,214,213,233,182,150,133,93,71,24,4,1,5
