,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,256,34,40,114,218,228,308,497,783,1047,1626,2356,4859,6399,8644,12054,16771,18464,13501,6444,1688,52
Se01 結核,0,0,0,0,0,0,0,0,0,0,2,1,4,6,11,25,44,53,23,9,0,0
Se02 悪性新生物＜腫瘍＞,6,8,10,13,18,24,49,121,238,362,713,1127,2534,3372,4248,5023,5531,4275,2095,643,94,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,5,32,52,110,148,181,174,121,75,38,6,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,8,30,40,61,161,334,453,563,634,663,628,312,75,10,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,3,6,13,18,28,64,97,222,304,340,430,515,436,246,100,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,4,8,16,47,59,138,162,194,192,182,136,60,17,8,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,1,0,1,0,2,1,4,12,16,50,76,187,251,385,482,499,351,120,30,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,6,6,11,22,91,121,194,239,330,272,187,56,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,1,0,0,0,1,4,14,36,67,87,217,312,392,467,483,348,151,58,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,11,28,41,95,199,529,719,937,1037,1175,823,377,106,13,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,15,40,55,100,110,153,140,124,114,107,80,45,22,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,15,19,23,40,30,64,67,47,58,66,44,27,6,2,0
Se13 白血病,3,1,3,6,7,4,8,6,10,16,16,31,52,76,88,115,98,87,23,8,0,0
Se14 糖尿病,0,0,0,0,0,0,0,1,5,6,12,26,63,70,132,132,188,189,108,36,1,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,1,0,5,10,15,24,21,26,69,117,111,63,23,0
Se16 心疾患（高血圧性を除く）,4,2,1,5,9,11,23,44,85,109,173,232,502,712,911,1355,2244,2794,2370,1149,281,6
Se17 急性心筋梗塞,0,0,0,0,1,1,4,10,28,27,59,67,155,218,231,360,458,483,341,108,11,0
Se18 その他の虚血性心疾患,0,0,0,1,0,3,5,13,24,29,46,62,128,196,215,288,390,382,257,100,30,5
Se19 不整脈及び伝導障害,0,0,0,2,5,1,5,9,13,22,18,33,78,98,138,200,322,423,323,162,34,0
Se20 心不全,2,0,1,2,2,3,6,6,10,20,29,44,91,126,219,356,807,1162,1196,668,180,1
Se21 脳血管疾患,0,2,1,2,3,9,9,24,55,91,135,185,320,429,597,1013,1656,2004,1429,636,132,1
Se22 くも膜下出血,0,1,0,0,1,6,4,16,18,35,51,60,72,90,90,116,151,139,69,24,5,0
Se23 脳内出血,0,1,0,2,2,3,2,8,32,46,68,88,169,177,219,309,420,452,260,88,15,0
Se24 脳梗塞,0,0,0,0,0,0,2,0,3,7,8,28,73,143,269,564,1055,1381,1081,512,108,1
Se25 大動脈瘤及び解離,0,0,0,0,0,1,0,3,8,11,9,26,49,81,111,167,252,274,135,35,8,0
Se26 肺炎,5,1,0,4,1,3,1,6,9,18,29,45,141,211,467,919,1728,2403,1775,877,220,1
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,0,2,2,0,7,20,45,99,190,327,330,163,57,7,0
Se28 喘息,3,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,16,25,29,6,2,0
Se29 肝疾患,2,0,0,0,0,2,0,10,35,55,68,94,122,151,152,162,155,123,49,10,4,0
Se30 腎不全,0,0,0,1,1,0,1,0,1,9,11,17,38,68,108,213,308,427,360,162,28,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,5,32,129,417,1181,1740,1374,594,0
Se32 不慮の事故,18,13,9,34,40,30,38,36,53,59,63,72,138,154,216,303,398,375,256,97,28,3
Se33 交通事故,4,8,2,21,30,17,22,15,27,24,23,28,38,30,48,64,55,35,16,4,0,0
Se34 自殺,0,0,10,38,114,115,135,162,176,159,184,168,210,174,174,150,101,72,24,8,0,9
