,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,185,21,41,122,155,210,290,435,764,1165,1645,2212,3579,7298,8660,12273,17351,20667,16797,7853,2090,52
Se01 結核,0,0,0,0,0,1,0,0,0,2,1,2,3,7,8,22,37,52,47,13,3,0
Se02 悪性新生物＜腫瘍＞,6,3,9,7,13,20,64,109,221,426,653,994,1795,3708,4233,5133,5727,4995,2758,802,112,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,7,10,14,37,79,168,188,192,136,86,37,13,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,14,29,39,63,98,185,454,543,644,761,638,343,85,13,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,11,15,46,61,72,150,358,372,449,503,501,373,109,22,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,4,10,28,46,62,92,191,197,190,198,165,77,25,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,3,9,23,31,61,135,215,307,397,525,404,191,41,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,5,10,19,37,56,143,161,250,326,300,200,71,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,11,21,44,107,172,368,419,539,488,423,200,74,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,9,19,34,81,142,342,789,941,1141,1188,984,450,133,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,14,36,65,92,103,121,176,139,127,113,84,74,31,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,2,8,13,19,34,42,43,54,74,63,50,71,69,36,16,1,0
Se13 白血病,0,1,1,1,3,3,3,8,10,18,20,19,40,86,106,125,131,82,43,13,1,0
Se14 糖尿病,0,0,0,0,0,0,2,4,8,12,16,35,59,98,115,135,196,183,128,51,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,3,3,5,10,9,17,37,41,52,90,135,160,83,29,0
Se16 心疾患（高血圧性を除く）,6,0,0,7,8,10,22,36,86,132,192,255,409,774,931,1440,2288,3131,2830,1391,365,2
Se17 急性心筋梗塞,0,0,0,0,0,1,0,7,24,42,64,69,114,225,241,306,398,472,323,97,23,1
Se18 その他の虚血性心疾患,0,0,0,1,1,0,2,5,17,34,41,60,100,193,213,316,440,404,300,113,33,0
Se19 不整脈及び伝導障害,0,0,0,2,3,3,9,11,15,21,29,38,65,111,139,216,310,475,391,197,44,0
Se20 心不全,0,0,0,3,1,4,7,10,16,22,33,51,79,141,225,418,839,1365,1472,835,233,1
Se21 脳血管疾患,0,1,1,1,2,5,10,23,73,100,131,150,222,479,509,904,1564,1752,1515,665,127,2
Se22 くも膜下出血,0,0,0,0,1,2,5,9,41,42,50,44,57,103,81,108,147,125,69,31,4,0
Se23 脳内出血,0,1,1,1,1,3,5,13,25,52,65,84,105,197,177,281,465,428,303,98,14,1
Se24 脳梗塞,0,0,0,0,0,0,0,1,3,6,15,13,51,160,237,497,914,1171,1108,520,106,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,4,11,14,21,30,41,103,124,171,230,288,179,51,7,0
Se26 肺炎,0,0,0,1,0,0,2,5,4,7,16,34,75,177,288,615,1262,1852,1655,801,191,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,2,1,6,22,67,105,197,308,378,218,73,13,0
Se28 喘息,0,0,0,0,0,1,1,1,2,1,3,1,3,9,10,16,20,23,33,9,3,0
Se29 肝疾患,1,0,0,0,0,1,6,14,35,57,96,103,99,163,147,170,174,153,70,16,4,0
Se30 腎不全,0,0,0,0,0,0,0,0,3,4,9,11,34,82,114,200,373,483,431,157,39,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,1,1,12,48,186,679,1655,2577,1878,770,0
Se32 不慮の事故,11,6,8,43,30,36,28,41,46,65,79,76,113,177,211,305,396,526,370,146,32,1
Se33 交通事故,1,1,3,20,17,19,18,10,17,27,25,23,17,35,36,55,41,37,20,2,0,0
Se34 自殺,0,0,12,42,78,95,100,125,145,163,158,132,114,152,141,98,106,67,31,11,0,4
