,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,294,82,72,147,277,319,430,674,949,1221,1890,2993,5752,6385,8828,12870,16649,16586,12097,5886,1454,245
Se01 結核,0,0,0,0,1,0,0,0,0,0,1,3,3,8,10,30,44,40,29,12,1,0
Se02 悪性新生物＜腫瘍＞,8,21,9,9,20,29,65,123,243,380,739,1330,2819,3052,3888,4983,5087,3630,1779,564,77,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,4,8,26,55,144,168,152,178,134,71,28,11,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,6,13,20,28,36,82,168,384,425,519,724,720,536,295,80,9,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,10,9,29,60,95,226,239,318,356,428,352,219,67,11,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,3,11,30,36,76,163,142,174,170,155,119,57,20,1,2
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,5,7,8,15,63,86,222,265,433,569,468,276,114,22,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,7,15,43,97,118,172,243,326,275,130,53,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,1,11,27,58,99,235,267,344,421,392,264,132,51,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,1,0,0,2,0,2,8,34,47,102,221,554,627,817,1049,1102,715,273,92,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,2,7,21,42,59,93,140,166,124,93,89,88,67,42,22,3,1
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,15,24,23,42,50,59,52,57,59,57,41,23,3,0,0
Se13 白血病,3,6,3,2,6,5,12,5,12,14,18,32,70,72,90,128,102,67,28,5,0,0
Se14 糖尿病,0,0,0,0,1,1,1,3,6,12,30,34,92,102,104,148,200,194,119,47,8,0
Se15 高血圧性疾患,0,0,0,0,0,1,2,0,2,2,4,10,18,22,34,52,66,113,95,66,17,0
Se16 心疾患（高血圧性を除く）,4,4,2,5,13,12,28,60,100,120,201,326,656,717,1063,1536,2448,2774,2281,1152,306,1
Se17 急性心筋梗塞,0,0,0,0,2,2,5,15,30,37,69,95,218,227,310,377,585,497,332,128,28,0
Se18 その他の虚血性心疾患,0,0,0,0,0,2,5,18,20,23,59,95,157,179,275,338,433,403,239,128,26,1
Se19 不整脈及び伝導障害,1,0,0,0,1,2,8,9,20,16,25,55,89,93,148,219,349,397,296,140,35,0
Se20 心不全,0,0,2,3,6,2,6,12,23,27,31,50,123,137,222,433,807,1141,1138,648,192,0
Se21 脳血管疾患,0,1,1,2,3,9,19,28,66,112,123,208,391,432,705,1150,1746,1910,1421,661,142,4
Se22 くも膜下出血,0,0,1,1,2,6,8,14,28,46,42,60,109,84,101,123,143,121,55,20,1,0
Se23 脳内出血,0,1,0,0,1,3,10,10,27,51,64,120,180,193,240,343,474,413,225,76,17,3
Se24 脳梗塞,0,0,0,0,0,0,1,2,8,9,9,24,92,143,341,661,1086,1347,1116,542,117,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,3,5,7,11,14,23,52,67,76,155,217,221,123,35,3,0
Se26 肺炎,10,3,1,1,0,3,4,12,9,17,27,60,165,282,517,1118,1863,2377,1894,961,229,1
Se27 慢性閉塞性肺疾患,2,0,0,0,0,0,0,1,4,0,0,8,14,54,94,231,347,311,176,57,12,0
Se28 喘息,0,0,0,1,1,0,2,1,1,2,2,2,3,8,11,21,21,43,30,14,6,0
Se29 肝疾患,3,0,2,0,1,0,5,19,36,52,82,116,150,166,173,174,163,122,46,14,1,0
Se30 腎不全,1,1,1,0,1,1,2,1,3,3,13,17,62,70,125,232,377,452,326,152,34,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,6,23,89,336,728,1129,959,391,0
Se32 不慮の事故,47,35,32,48,53,60,62,90,123,101,168,200,315,333,494,548,586,509,284,103,19,190
Se33 交通事故,2,4,0,19,24,15,18,20,27,15,29,29,34,37,54,63,54,21,8,1,0,0
Se34 自殺,0,0,5,59,152,163,166,230,225,242,251,258,283,235,192,181,115,52,27,7,0,9
