,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,174,23,30,111,168,178,235,366,569,1100,1755,2378,3462,5595,11445,14569,20835,27273,25846,13589,3575,41
Se01 結核,0,0,0,0,0,1,0,0,1,0,0,1,2,3,8,6,27,46,30,18,0,0
Se02 悪性新生物＜腫瘍＞,7,6,6,11,4,24,35,88,157,393,598,948,1517,2449,4767,5345,5818,5445,3398,1123,149,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,2,11,11,30,68,104,177,192,178,108,51,8,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,4,6,10,19,39,37,78,126,247,497,560,637,644,385,115,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,9,5,33,60,89,125,219,424,454,575,549,408,170,30,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,6,7,26,44,47,79,122,242,214,201,161,112,41,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,0,5,12,30,52,83,141,280,315,377,372,212,65,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,1,3,3,4,21,49,84,185,232,276,291,217,69,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,9,29,45,103,195,291,503,609,634,546,290,94,11,1
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,14,33,75,143,273,507,1064,1215,1169,1055,644,162,22,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,15,18,67,88,104,112,121,195,187,150,150,107,61,11,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,3,1,10,20,20,49,49,55,49,81,78,70,47,33,12,0,0
Se13 白血病,4,0,2,4,1,6,3,6,7,10,20,31,39,59,133,134,152,114,65,20,0,0
Se14 糖尿病,0,0,0,0,0,2,4,5,12,8,25,41,36,63,129,175,253,247,195,91,8,0
Se15 高血圧性疾患,1,0,0,0,0,0,0,0,0,4,9,14,10,35,58,85,116,221,221,143,52,0
Se16 心疾患（高血圧性を除く）,9,1,3,2,8,11,20,29,57,125,234,297,449,654,1390,1851,2904,4165,4279,2250,519,2
Se17 急性心筋梗塞,0,0,0,0,0,1,2,6,8,34,58,78,112,161,300,357,474,491,409,135,22,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,2,9,16,33,79,84,113,200,358,463,563,647,457,163,33,1
Se19 不整脈及び伝導障害,0,0,2,1,3,3,5,5,17,26,33,60,75,102,244,305,467,667,670,296,57,1
Se20 心不全,2,0,0,0,2,3,6,5,12,16,44,48,103,143,363,563,1085,1909,2263,1377,357,0
Se21 脳血管疾患,3,1,0,0,1,5,9,11,46,97,159,176,229,401,745,961,1420,1981,1762,804,168,3
Se22 くも膜下出血,0,1,0,0,0,1,2,6,15,41,56,46,64,73,108,119,154,142,92,27,6,0
Se23 脳内出血,2,0,0,0,1,4,7,3,23,44,82,97,116,197,301,360,443,536,393,121,24,1
Se24 脳梗塞,0,0,0,0,0,0,0,1,4,9,16,24,43,122,312,460,789,1253,1229,635,132,2
Se25 大動脈瘤及び解離,0,0,0,0,0,1,1,1,7,16,39,55,67,96,213,240,311,352,274,84,9,0
Se26 肺炎,2,0,1,0,1,1,0,4,5,9,17,25,49,114,331,578,1037,1599,1571,745,164,0
Se27 慢性閉塞性肺疾患,0,0,0,1,1,0,0,0,0,0,3,12,10,44,130,196,323,343,224,82,11,1
Se28 喘息,0,0,0,0,0,0,1,0,0,1,3,4,3,2,8,6,10,16,17,10,2,0
Se29 肝疾患,2,1,0,0,0,7,4,19,36,60,113,122,143,150,227,175,181,176,108,38,5,1
Se30 腎不全,0,0,0,0,0,0,1,1,2,7,10,24,39,77,188,267,447,661,588,269,30,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,6,29,165,399,1353,3196,5305,4240,1586,0
Se32 不慮の事故,11,1,0,24,22,15,16,29,24,45,48,63,91,175,298,406,608,760,631,276,68,2
Se33 交通事故,0,0,0,16,16,4,7,13,11,13,12,17,19,27,53,47,44,37,14,2,0,0
Se34 自殺,0,0,10,47,102,82,96,114,115,140,169,152,119,96,137,109,124,84,32,13,2,7
