,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,155,28,35,108,157,153,249,284,573,1012,1737,2248,3347,5583,11261,13282,19165,24785,22808,11806,3038,42
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,19,24,55,51,16,3,0
Se02 悪性新生物＜腫瘍＞,4,7,6,8,7,17,51,75,168,353,638,948,1488,2527,4942,4933,5728,5481,3262,1031,155,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,4,8,20,32,63,112,195,170,189,103,41,9,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,3,7,7,26,25,47,73,150,271,534,516,599,658,390,113,22,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,12,25,54,98,156,218,433,439,492,524,469,158,22,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,11,23,45,61,85,149,248,188,222,159,108,40,8,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,2,9,28,41,96,148,302,294,399,411,170,52,8,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,0,0,12,25,30,93,173,232,294,320,213,79,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,12,35,62,121,174,287,549,569,612,479,284,80,7,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,15,34,59,125,255,497,1129,1137,1207,1012,566,150,22,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,16,25,58,87,84,101,140,189,140,152,137,103,47,13,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,6,14,36,38,62,49,66,66,50,68,60,33,10,3,0
Se13 白血病,0,1,0,3,2,2,7,4,5,8,17,28,46,56,140,113,141,113,52,14,1,0
Se14 糖尿病,0,0,1,0,0,1,2,2,6,12,25,27,30,73,139,144,196,219,186,53,17,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,3,6,17,14,26,63,68,125,175,194,130,35,0
Se16 心疾患（高血圧性を除く）,3,0,0,5,8,14,24,24,59,139,225,278,462,675,1399,1735,2747,3881,4061,2181,479,2
Se17 急性心筋梗塞,0,0,0,0,0,0,4,2,8,35,70,63,110,155,300,344,477,525,403,144,25,0
Se18 その他の虚血性心疾患,0,0,0,0,1,1,4,10,11,37,68,87,126,177,374,444,566,595,441,199,35,2
Se19 不整脈及び伝導障害,0,0,0,5,2,6,8,6,16,29,37,51,73,131,211,302,419,640,627,284,59,0
Se20 心不全,0,0,0,0,4,2,4,4,13,17,29,52,111,143,385,481,993,1684,2101,1314,315,0
Se21 脳血管疾患,0,0,2,1,3,3,5,23,48,86,138,145,232,394,778,1026,1457,1973,1621,791,156,3
Se22 くも膜下出血,0,0,0,1,3,3,3,8,21,29,43,35,59,70,116,119,126,163,102,40,1,0
Se23 脳内出血,0,0,2,0,0,0,2,14,24,47,75,83,119,190,338,374,456,526,326,121,26,3
Se24 脳梗塞,0,0,0,0,0,0,0,1,2,8,13,23,44,122,303,507,819,1209,1150,613,126,0
Se25 大動脈瘤及び解離,0,0,0,1,0,0,2,2,7,16,45,43,63,127,233,243,306,371,271,92,11,0
Se26 肺炎,3,2,0,0,0,1,3,4,4,8,13,34,58,108,334,553,1085,1578,1473,730,154,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,1,4,4,12,43,123,203,270,327,248,75,9,0
Se28 喘息,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,11,10,20,19,13,4,0
Se29 肝疾患,0,1,0,0,2,0,4,14,28,60,102,125,131,189,189,186,207,173,92,28,3,0
Se30 腎不全,0,0,0,0,1,0,2,0,4,12,12,16,39,74,153,229,426,575,567,249,35,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,23,129,343,1051,2761,4511,3526,1412,0
Se32 不慮の事故,10,2,6,13,18,11,25,14,23,40,62,76,83,157,275,389,585,719,559,241,62,7
Se33 交通事故,1,0,3,8,11,5,8,8,9,10,14,22,18,19,36,43,61,42,14,2,0,1
Se34 自殺,0,0,9,59,88,76,85,72,120,138,145,142,103,100,126,89,83,67,21,4,3,1
