,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,223,36,32,98,162,217,258,455,794,1063,1640,2339,4063,7417,9258,12561,18491,21239,16758,7599,2100,60
Se01 結核,0,0,0,0,0,0,0,0,1,1,1,2,5,2,7,17,32,56,28,8,0,0
Se02 悪性新生物＜腫瘍＞,7,9,7,10,17,26,58,116,230,373,640,1068,2011,3737,4167,4860,5646,4684,2441,647,95,4
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,6,7,27,51,96,188,185,155,149,96,38,7,1,1
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,0,12,11,26,39,67,100,212,464,523,648,726,630,325,81,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,4,7,11,20,31,42,80,176,312,347,427,486,499,338,94,22,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,2,1,2,4,8,20,36,69,111,193,189,212,176,148,69,25,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,0,0,2,0,0,2,9,29,25,67,141,261,315,395,525,395,160,37,2,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,5,18,32,47,132,184,241,294,281,149,58,3,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,18,33,40,98,177,367,379,422,509,364,176,62,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,1,0,1,2,11,17,47,104,183,407,802,968,1065,1215,944,421,98,10,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,2,7,13,32,45,98,105,145,159,135,106,113,98,68,26,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,14,23,30,39,61,43,65,53,38,52,52,36,12,1,0
Se13 白血病,1,2,2,4,4,5,6,13,8,18,18,19,45,97,97,144,120,82,48,7,2,0
Se14 糖尿病,0,0,0,0,1,0,0,1,11,6,28,21,48,95,122,146,200,215,138,55,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,1,1,3,6,12,21,25,41,72,116,119,74,28,0
Se16 心疾患（高血圧性を除く）,5,1,2,9,4,10,16,44,91,145,210,269,500,840,1118,1615,2671,3557,3064,1408,350,1
Se17 急性心筋梗塞,0,0,0,0,0,1,0,9,28,39,59,86,144,256,291,356,534,593,375,143,26,0
Se18 その他の虚血性心疾患,0,0,0,1,0,2,3,7,20,32,55,62,126,203,251,358,502,516,380,123,28,1
Se19 不整脈及び伝導障害,1,0,1,2,3,2,7,14,17,30,35,44,87,138,172,253,440,603,428,186,48,0
Se20 心不全,0,0,0,1,1,4,2,4,12,21,37,43,94,149,285,457,846,1414,1526,818,221,0
Se21 脳血管疾患,0,1,1,0,3,6,6,24,73,86,140,174,256,526,689,1015,1680,2080,1565,666,146,3
Se22 くも膜下出血,0,0,0,0,2,4,4,7,36,44,49,58,76,92,109,113,179,172,71,21,4,1
Se23 脳内出血,0,1,1,0,1,1,2,11,33,36,80,91,129,244,256,356,508,519,277,87,16,2
Se24 脳梗塞,0,0,0,0,0,1,0,4,1,3,11,19,45,171,307,521,955,1334,1177,544,123,0
Se25 大動脈瘤及び解離,0,0,0,1,0,0,0,10,12,15,16,43,67,131,144,203,284,333,195,62,7,0
Se26 肺炎,5,4,0,4,4,3,3,5,8,18,38,53,128,285,495,938,1818,2564,2177,979,233,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,2,1,1,7,22,56,94,185,270,349,192,55,9,0
Se28 喘息,0,0,0,1,0,1,1,0,0,3,4,1,6,6,5,18,21,23,28,2,5,0
Se29 肝疾患,0,0,0,0,0,3,3,8,26,55,89,86,125,148,154,162,152,125,58,16,2,0
Se30 腎不全,0,0,0,0,0,0,1,0,3,8,10,20,33,89,142,227,394,492,415,155,33,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,18,41,192,663,1533,2429,1823,788,0
Se32 不慮の事故,14,4,8,18,26,21,29,30,56,50,71,77,133,202,299,410,629,545,409,139,29,5
Se33 交通事故,4,3,1,14,14,10,15,13,21,23,19,27,35,39,60,64,68,43,20,5,0,0
Se34 自殺,0,0,7,36,83,113,103,144,152,142,157,163,128,165,143,102,118,57,27,3,0,9
