,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,147,23,39,126,220,204,237,363,608,1131,1496,2172,3201,5606,9893,12536,16533,21386,18919,9342,2354,46
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,1,4,5,12,16,26,35,36,12,4,0
Se02 悪性新生物＜腫瘍＞,4,4,9,6,12,20,35,85,174,353,563,900,1472,2737,4658,5343,5514,5334,3137,920,133,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,9,20,30,49,96,158,179,130,107,47,13,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,1,9,9,19,34,46,86,138,305,493,600,649,666,384,97,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,2,4,9,29,26,44,58,132,236,423,481,504,555,393,136,30,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,2,12,25,29,54,101,161,239,201,201,181,94,34,6,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,0,4,4,20,27,45,94,179,301,350,387,432,216,47,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,0,3,13,30,44,101,183,245,271,308,206,66,15,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,6,11,24,59,112,157,304,495,592,531,484,267,70,11,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,2,0,0,4,12,40,66,138,276,590,1076,1193,1175,1003,547,140,10,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,9,22,48,70,103,111,143,145,138,133,110,85,45,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,12,14,35,43,43,49,52,64,60,64,58,30,11,2,0
Se13 白血病,0,1,2,1,2,3,2,2,2,8,17,33,24,65,128,158,121,107,68,11,2,0
Se14 糖尿病,0,0,0,0,0,1,1,2,3,19,6,28,37,63,108,128,183,224,161,46,5,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,2,2,14,14,14,37,56,53,89,138,149,97,43,0
Se16 心疾患（高血圧性を除く）,8,2,2,5,10,15,16,30,58,140,161,252,384,604,1078,1369,2070,3076,3236,1638,349,4
Se17 急性心筋梗塞,0,0,0,0,0,0,1,5,12,35,42,62,93,148,240,248,324,418,315,108,9,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,3,6,21,35,46,66,121,170,293,319,387,445,334,140,24,4
Se19 不整脈及び伝導障害,1,0,1,3,3,8,6,7,13,30,33,38,56,90,148,197,310,457,471,220,44,0
Se20 心不全,1,0,0,0,2,3,4,5,9,24,27,57,71,133,276,446,794,1373,1681,986,238,0
Se21 脳血管疾患,0,0,2,1,1,2,4,19,57,110,136,146,222,350,658,856,1274,1742,1510,690,126,0
Se22 くも膜下出血,0,0,1,1,0,1,4,10,21,44,45,55,59,56,114,98,120,138,86,27,3,0
Se23 脳内出血,0,0,1,0,1,0,0,8,34,58,74,73,111,173,254,323,402,462,293,120,20,0
Se24 脳梗塞,0,0,0,0,0,0,0,1,2,4,13,17,49,112,269,414,726,1098,1094,522,99,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,1,3,2,18,28,35,48,63,133,162,212,288,201,80,12,1
Se26 肺炎,2,0,0,0,1,1,1,3,6,13,16,29,52,114,294,517,888,1428,1339,660,152,0
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,0,2,2,4,6,18,51,122,181,272,303,210,78,7,0
Se28 喘息,0,0,0,0,0,0,0,0,1,2,6,0,1,4,8,7,9,12,15,10,3,0
Se29 肝疾患,0,0,0,1,0,3,5,18,35,66,73,107,129,151,180,190,186,167,82,20,1,0
Se30 腎不全,0,0,1,0,0,0,0,0,1,4,4,14,22,82,154,203,364,488,471,169,44,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,14,74,273,896,2180,3406,2673,1034,2
Se32 不慮の事故,6,7,3,21,24,13,27,23,31,49,54,65,83,142,246,276,364,492,405,171,40,3
Se33 交通事故,0,3,2,14,14,7,4,11,10,19,19,15,17,25,33,40,36,28,12,0,0,0
Se34 自殺,0,0,14,75,142,110,107,113,135,141,157,140,97,114,142,106,112,75,26,3,3,3
