,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,227,48,26,91,168,234,271,465,805,1222,1807,2575,4655,8303,10232,14031,20308,23676,18558,8425,2299,68
Se01 結核,0,0,0,0,0,0,0,2,1,1,0,1,3,5,11,19,40,44,27,10,1,0
Se02 悪性新生物＜腫瘍＞,5,11,5,10,10,44,48,114,261,405,653,1048,2174,3900,4342,5066,5884,5003,2615,716,120,5
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,2,8,20,46,80,187,171,168,124,108,37,7,4,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,1,5,4,9,21,44,64,97,272,461,571,659,723,672,353,76,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,17,26,34,62,90,170,331,327,443,546,508,336,96,19,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,3,7,15,25,38,52,119,188,198,199,194,160,99,35,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,1,0,0,4,17,35,57,159,323,362,435,526,381,148,36,3,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,5,7,37,78,152,188,242,312,312,186,54,12,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,4,8,31,56,99,216,353,395,476,483,434,190,58,10,2
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,1,12,37,38,104,176,404,834,978,1085,1286,1001,437,118,10,2
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,4,4,11,49,75,88,105,171,183,139,120,110,105,89,25,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,8,18,27,33,41,54,56,68,58,61,70,49,33,12,2,0
Se13 白血病,1,4,1,1,1,2,5,5,5,11,16,27,62,97,94,131,121,83,37,12,2,0
Se14 糖尿病,0,0,0,0,1,1,1,2,2,17,25,37,55,123,129,175,230,219,152,60,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,2,1,1,7,6,10,17,24,49,78,145,161,97,35,0
Se16 心疾患（高血圧性を除く）,9,2,1,3,4,16,14,39,87,149,238,331,633,1024,1359,2020,3272,4107,3438,1624,391,7
Se17 急性心筋梗塞,0,0,0,0,0,3,2,4,22,45,75,112,200,263,323,451,717,729,499,179,24,1
Se18 その他の虚血性心疾患,0,0,0,0,0,2,1,9,24,32,51,91,156,287,357,469,618,641,399,170,34,4
Se19 不整脈及び伝導障害,2,0,0,1,1,6,5,13,19,22,40,51,100,163,239,340,544,649,473,218,40,1
Se20 心不全,0,0,1,0,3,2,3,6,11,25,39,48,100,193,310,520,1062,1616,1679,892,260,1
Se21 脳血管疾患,0,1,2,1,2,6,8,31,62,118,165,219,346,589,816,1170,1828,2190,1703,746,174,2
Se22 くも膜下出血,0,0,1,1,0,3,4,15,29,44,54,67,98,108,138,138,165,167,91,17,5,0
Se23 脳内出血,0,0,1,0,1,1,4,14,28,64,93,124,170,280,315,408,532,534,349,108,22,1
Se24 脳梗塞,0,0,0,0,1,2,0,1,4,8,13,25,65,181,339,594,1079,1436,1227,602,143,1
Se25 大動脈瘤及び解離,0,0,0,0,1,0,2,3,7,24,43,48,77,168,190,201,370,371,235,61,9,0
Se26 肺炎,8,5,0,2,1,2,7,5,10,25,29,51,137,315,578,1057,1933,2874,2437,1053,248,1
Se27 慢性閉塞性肺疾患,0,0,0,0,1,0,0,0,1,1,7,5,26,57,118,201,337,402,193,55,12,0
Se28 喘息,0,0,0,0,0,0,0,1,1,0,3,2,3,12,11,12,19,27,25,18,4,0
Se29 肝疾患,0,0,0,0,0,3,3,5,37,63,99,117,146,183,183,191,210,164,65,25,3,1
Se30 腎不全,0,0,0,0,0,1,1,1,5,6,5,14,51,112,155,223,430,591,467,180,33,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,20,63,206,657,1692,2777,1953,863,0
Se32 不慮の事故,17,8,6,28,37,29,32,38,53,52,102,119,171,299,385,538,752,742,463,165,23,6
Se33 交通事故,4,4,2,22,20,12,13,16,15,23,26,24,22,52,71,74,88,49,16,5,0,0
Se34 自殺,0,0,3,28,81,90,101,124,136,164,155,157,142,184,135,109,93,56,26,11,2,10
