,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,129,28,30,117,155,212,255,355,656,1183,1663,2368,3240,5931,10689,13309,18229,24155,21436,10812,2602,31
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,11,27,25,50,16,1,0
Se02 悪性新生物＜腫瘍＞,4,4,8,5,7,20,42,88,169,377,587,992,1425,2785,4788,5059,5525,5319,3159,1025,120,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,1,13,21,48,52,108,170,159,151,94,55,14,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,0,7,8,11,39,50,82,149,313,532,562,640,635,371,128,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,14,15,31,47,78,135,238,404,408,470,507,383,147,18,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,3,0,2,8,22,41,59,93,162,234,206,198,167,123,20,8,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,1,2,1,5,11,23,58,101,186,330,316,418,391,190,39,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,7,12,25,42,125,180,242,275,318,182,64,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,9,27,59,121,165,275,511,519,589,490,281,92,10,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,11,15,39,57,133,256,590,1130,1181,1144,1070,545,175,16,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,10,28,50,80,111,93,130,185,168,113,102,102,45,15,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,9,17,36,50,48,36,53,76,59,63,57,42,13,2,0
Se13 白血病,1,1,3,0,2,5,0,4,9,15,9,27,32,52,113,155,137,119,57,15,1,0
Se14 糖尿病,0,0,0,0,1,1,1,3,9,17,23,32,44,73,132,153,188,244,176,58,14,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,1,1,5,13,17,27,33,50,69,98,175,192,123,39,0
Se16 心疾患（高血圧性を除く）,3,3,3,5,7,13,13,19,81,121,210,296,385,743,1287,1746,2536,3919,3777,2011,396,2
Se17 急性心筋梗塞,0,0,0,0,0,1,0,5,19,32,51,85,119,163,290,373,446,547,386,145,17,2
Se18 その他の虚血性心疾患,0,0,0,0,0,1,1,5,17,35,60,78,101,217,345,409,527,635,448,170,32,0
Se19 不整脈及び伝導障害,1,0,0,3,3,4,6,4,23,22,36,45,54,114,209,270,390,634,540,265,59,0
Se20 心不全,0,0,1,1,1,3,4,3,9,17,36,63,76,174,329,512,895,1649,1970,1202,244,0
Se21 脳血管疾患,0,0,0,0,3,5,11,15,56,119,141,175,252,399,732,955,1430,1935,1622,767,153,2
Se22 くも膜下出血,0,0,0,0,0,4,3,8,28,52,56,54,47,87,108,128,133,160,98,29,4,1
Se23 脳内出血,0,0,0,0,3,1,7,6,22,56,70,97,146,190,300,342,447,547,341,122,22,0
Se24 脳梗塞,0,0,0,0,0,0,1,0,3,5,13,21,49,107,307,458,824,1185,1150,596,121,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,5,8,19,38,49,54,109,210,181,350,376,261,88,14,0
Se26 肺炎,0,0,0,0,0,1,0,5,5,7,20,29,60,141,341,583,1055,1667,1568,768,141,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,0,1,4,4,16,39,140,195,289,371,215,72,4,0
Se28 喘息,0,0,0,0,0,0,0,0,1,1,4,1,0,2,3,10,12,18,16,15,3,0
Se29 肝疾患,2,0,0,0,1,0,1,17,44,77,75,109,126,178,197,178,162,162,84,24,3,0
Se30 腎不全,0,0,0,0,0,1,0,3,3,4,18,16,33,81,161,232,420,556,553,218,30,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,19,99,289,1021,2490,4022,3066,1189,1
Se32 不慮の事故,7,4,0,20,22,18,18,22,26,53,60,77,105,153,285,381,530,676,530,218,49,1
Se33 交通事故,0,3,0,14,11,11,7,8,9,20,13,17,24,27,35,47,55,42,19,3,0,0
Se34 自殺,0,0,11,66,90,121,123,112,153,170,175,143,117,108,148,117,101,61,25,6,1,2
