,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,231,27,34,88,193,243,318,475,802,1138,1662,2596,5099,7282,9836,13680,19458,21610,15832,7413,1974,32
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,0,2,9,14,25,29,44,25,9,1,0
Se02 悪性新生物＜腫瘍＞,7,4,8,6,16,26,57,117,222,379,591,1094,2236,3335,3958,4568,5182,4162,1932,635,57,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,1,5,7,19,54,99,142,170,142,104,97,35,6,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,3,6,18,22,39,55,111,296,443,523,625,705,590,255,78,6,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,1,0,2,2,4,12,21,33,40,74,188,269,282,393,460,405,233,84,4,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,4,10,23,38,55,116,166,175,187,146,139,72,17,1,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,1,0,0,2,1,7,6,13,40,74,156,254,358,427,492,313,126,35,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,5,3,13,29,87,122,164,205,308,255,150,52,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,12,29,46,112,226,337,360,382,421,310,154,50,4,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,30,53,80,214,442,702,851,971,1078,837,308,100,13,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,16,26,54,86,112,127,151,115,84,98,75,52,19,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,2,2,5,7,13,23,27,32,50,49,47,45,62,47,26,10,0,0
Se13 白血病,1,2,2,0,3,5,7,5,12,10,19,24,40,74,105,99,112,78,26,13,0,1
Se14 糖尿病,0,0,0,1,2,0,4,4,7,11,23,37,79,113,124,180,215,224,141,50,9,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,2,2,4,15,28,34,72,112,152,128,78,26,0
Se16 心疾患（高血圧性を除く）,7,1,1,7,5,11,26,47,111,173,273,375,752,1040,1510,2229,3386,4146,3267,1426,365,5
Se17 急性心筋梗塞,0,0,0,0,0,2,6,13,18,51,81,116,233,322,377,580,790,802,475,167,29,0
Se18 その他の虚血性心疾患,0,0,0,2,0,0,3,12,35,49,77,92,193,292,414,534,732,715,400,171,46,1
Se19 不整脈及び伝導障害,2,0,0,1,3,3,7,13,22,30,43,60,133,160,244,342,497,590,432,181,40,0
Se20 心不全,0,0,0,1,2,2,8,5,21,27,43,65,134,173,329,582,1048,1605,1581,775,218,4
Se21 脳血管疾患,2,0,3,0,3,5,16,22,74,86,142,205,368,558,826,1262,1937,2146,1627,731,150,2
Se22 くも膜下出血,0,0,1,0,1,3,6,8,38,32,50,57,105,104,125,154,195,141,86,16,4,0
Se23 脳内出血,1,0,2,0,2,2,8,11,29,45,71,107,161,240,317,427,558,521,322,102,12,0
Se24 脳梗塞,0,0,0,0,0,0,2,2,3,8,18,35,95,199,358,643,1127,1442,1176,595,127,1
Se25 大動脈瘤及び解離,0,0,0,0,0,1,1,5,10,12,29,33,77,113,162,222,318,312,167,48,6,0
Se26 肺炎,8,1,1,3,2,5,8,12,18,32,56,84,218,328,629,1197,2137,2848,2206,1084,265,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,1,0,1,1,1,2,8,27,50,119,228,329,363,177,63,12,0
Se28 喘息,0,0,0,0,0,1,0,2,3,2,3,4,8,8,9,14,20,28,33,12,3,0
Se29 肝疾患,0,0,0,0,1,0,0,14,32,54,77,94,140,158,188,182,177,145,68,26,4,0
Se30 腎不全,1,0,0,1,2,1,0,1,2,13,11,16,42,75,133,258,422,551,449,199,25,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,8,34,158,540,1317,2023,1500,686,0
Se32 不慮の事故,17,8,4,22,26,43,31,47,56,74,69,125,209,283,336,519,680,655,406,129,46,6
Se33 交通事故,0,4,1,12,13,20,13,15,16,21,27,29,40,40,35,47,46,37,7,1,0,0
Se34 自殺,0,1,3,29,101,114,113,114,144,141,167,145,153,133,142,85,73,47,29,5,0,7
