,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,204,28,35,107,164,176,267,377,701,1088,1570,2196,3619,6904,9015,12474,18167,21991,18592,8723,2247,25
Se01 結核,0,0,0,0,0,0,0,0,0,1,3,3,2,5,10,11,27,43,45,19,2,0
Se02 悪性新生物＜腫瘍＞,11,5,12,6,13,23,44,105,228,369,640,981,1734,3312,4105,4792,5476,4790,2679,744,108,1
Se03 食道の悪性新生物＜腫瘍＞,0,1,0,0,0,0,0,1,4,9,21,36,91,152,186,176,156,77,34,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,16,21,27,72,88,180,373,518,541,692,570,361,104,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,1,0,0,1,2,14,26,25,44,89,151,273,317,443,479,483,328,100,12,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,4,1,4,9,29,40,67,103,172,162,195,192,137,103,25,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,3,0,1,0,1,0,1,4,5,4,30,51,118,222,276,339,423,362,196,37,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,7,14,22,51,110,146,244,294,293,151,56,5,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,10,27,60,92,210,376,477,509,499,407,236,50,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,4,20,47,68,150,308,706,904,1078,1126,989,472,121,21,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,4,8,17,43,64,97,118,115,149,131,121,132,96,73,35,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,7,8,22,38,35,59,47,66,57,50,72,65,22,10,3,0
Se13 白血病,4,1,5,3,7,1,5,6,11,14,22,26,34,94,91,111,158,107,45,9,1,1
Se14 糖尿病,0,0,0,0,2,0,4,4,1,8,23,28,45,91,102,174,210,221,152,54,14,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,4,1,8,13,16,25,38,61,92,155,182,102,34,0
Se16 心疾患（高血圧性を除く）,6,1,0,4,4,9,16,39,73,126,198,255,439,832,1092,1607,2630,3697,3530,1705,374,4
Se17 急性心筋梗塞,1,0,0,0,0,0,3,7,18,39,51,71,125,216,268,305,469,532,357,119,17,2
Se18 その他の虚血性心疾患,0,0,0,0,0,1,3,9,16,34,57,68,116,220,272,398,490,562,408,148,29,2
Se19 不整脈及び伝導障害,3,0,0,2,2,5,3,9,12,21,30,41,67,105,175,229,405,576,540,232,51,0
Se20 心不全,0,0,0,0,1,2,6,9,15,19,28,43,75,187,262,475,976,1578,1776,1015,248,0
Se21 脳血管疾患,0,0,3,1,0,4,10,17,86,102,125,150,250,433,669,938,1580,1936,1597,667,141,0
Se22 くも膜下出血,0,0,2,1,0,3,5,10,36,40,42,41,73,87,104,113,154,145,75,20,5,0
Se23 脳内出血,0,0,1,0,0,0,2,5,46,52,64,81,127,189,263,348,505,500,326,111,17,0
Se24 脳梗塞,0,0,0,0,0,0,0,2,3,8,13,25,44,149,274,452,879,1241,1150,523,117,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,3,2,9,13,22,36,57,125,164,189,310,319,217,69,5,0
Se26 肺炎,4,0,0,1,4,2,1,3,7,7,16,43,81,231,332,657,1289,1898,1753,928,198,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,3,3,7,15,48,137,191,299,387,251,72,10,0
Se28 喘息,0,0,0,1,1,0,0,0,1,2,2,2,2,5,9,18,22,37,34,12,3,0
Se29 肝疾患,0,1,0,1,0,0,2,14,25,64,65,101,121,173,166,186,205,155,88,23,2,0
Se30 腎不全,0,0,0,0,1,0,1,2,4,3,11,14,32,88,137,219,393,549,490,180,37,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,14,46,182,805,1831,2831,2144,905,0
Se32 不慮の事故,6,3,5,22,26,18,33,26,31,51,60,76,107,181,269,392,525,581,439,194,35,3
Se33 交通事故,2,0,3,19,11,10,13,10,11,16,17,24,15,33,41,38,37,32,11,0,0,1
Se34 自殺,0,0,6,49,81,79,106,109,119,148,142,142,131,138,124,128,95,48,35,6,2,3
