,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,209,38,32,95,148,217,264,430,682,1103,1514,2162,3566,7223,8199,11736,16946,20178,16153,7447,2093,44
Se01 結核,0,0,0,0,0,1,0,2,0,0,0,0,3,5,7,23,30,56,37,13,1,0
Se02 悪性新生物＜腫瘍＞,10,8,5,9,9,33,42,121,210,406,642,1013,1891,3750,3971,4770,5558,4919,2612,746,109,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,10,25,42,97,156,176,156,154,89,34,11,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,6,12,24,41,60,103,209,451,472,579,701,667,343,107,13,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,0,5,15,22,32,58,84,176,317,321,407,489,486,355,115,14,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,7,11,21,34,70,124,219,201,183,205,163,76,32,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,0,1,5,21,29,63,135,267,338,395,510,344,181,33,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,4,5,3,17,28,62,128,138,251,322,317,193,57,12,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,4,13,29,46,104,158,350,432,510,463,372,185,51,11,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,1,0,0,2,2,6,18,36,68,140,317,776,897,1000,1153,1017,476,111,21,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,14,31,71,110,92,136,171,128,110,114,87,58,23,8,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,3,3,16,19,29,48,46,48,70,44,57,53,63,36,12,1,0
Se13 白血病,2,3,2,3,2,5,4,11,11,14,16,22,47,88,83,115,134,98,33,9,0,0
Se14 糖尿病,0,0,0,0,1,0,1,3,3,6,15,27,31,81,94,141,166,194,113,43,14,0
Se15 高血圧性疾患,0,0,0,0,0,0,2,0,0,2,3,4,9,28,20,29,70,93,115,73,22,0
Se16 心疾患（高血圧性を除く）,5,2,1,0,9,13,24,36,72,138,166,247,350,729,841,1310,2141,2957,2739,1278,349,5
Se17 急性心筋梗塞,0,0,0,0,0,1,4,5,23,46,51,79,98,211,214,304,375,465,347,126,26,0
Se18 その他の虚血性心疾患,0,0,0,0,2,1,4,6,12,35,42,58,106,193,199,266,381,414,285,132,30,2
Se19 不整脈及び伝導障害,0,0,0,0,4,5,6,11,15,26,24,38,54,112,128,193,380,454,421,158,43,0
Se20 心不全,1,0,0,0,0,1,5,7,13,13,26,39,55,127,210,391,722,1257,1349,728,223,3
Se21 脳血管疾患,0,2,2,0,1,5,8,29,63,94,125,159,216,442,586,913,1521,1775,1463,617,146,1
Se22 くも膜下出血,0,1,1,0,0,3,2,13,33,45,41,49,65,92,106,110,134,129,81,17,2,0
Se23 脳内出血,0,1,1,0,1,1,6,13,24,38,63,88,95,189,221,316,466,408,257,93,16,0
Se24 脳梗塞,0,0,0,0,0,0,0,2,5,10,13,18,50,149,243,464,888,1194,1092,495,124,1
Se25 大動脈瘤及び解離,0,0,0,0,1,0,1,2,9,9,22,30,40,97,112,166,246,299,188,61,5,0
Se26 肺炎,2,0,3,1,2,2,4,1,12,21,21,60,118,282,454,935,1689,2452,2017,928,235,4
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,1,2,1,5,16,50,97,190,296,304,212,51,8,0
Se28 喘息,0,0,0,0,0,0,1,3,0,3,1,0,2,8,6,7,17,17,21,13,5,0
Se29 肝疾患,0,0,0,0,1,2,4,10,29,52,82,81,130,167,114,164,166,126,75,14,3,1
Se30 腎不全,0,0,1,0,0,2,0,0,1,8,10,12,39,77,103,203,333,455,382,177,39,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,10,50,152,650,1542,2339,1791,800,0
Se32 不慮の事故,6,5,7,29,26,17,27,42,43,48,53,65,94,188,201,273,358,445,326,127,15,2
Se33 交通事故,1,2,2,21,14,8,17,17,19,18,15,17,24,43,49,50,65,27,7,2,0,0
Se34 自殺,0,0,5,42,67,102,102,122,119,151,135,133,119,153,114,120,101,56,24,5,1,5
