,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,139,31,44,98,186,204,246,392,646,1187,2137,2802,3988,6483,13460,17899,25969,34538,32380,17113,4309,13
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,1,1,2,14,14,19,35,45,6,1,0
Se02 悪性新生物＜腫瘍＞,4,7,9,8,13,11,39,96,150,324,681,991,1504,2520,4723,5461,5921,5581,3466,1039,118,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,1,10,21,32,49,116,176,189,160,115,53,17,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,2,8,13,14,17,48,84,130,255,451,557,610,617,421,115,9,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,0,4,8,22,32,64,84,126,211,422,477,526,519,412,145,20,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,9,5,18,43,65,109,129,233,221,210,191,119,25,9,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,8,26,41,79,152,306,323,392,403,221,57,7,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,2,4,13,21,40,92,185,234,323,345,216,62,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,11,23,68,118,163,328,504,566,653,504,301,88,10,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,6,7,29,90,137,299,503,1079,1330,1246,1024,569,162,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,10,26,54,92,105,107,148,196,175,153,162,95,58,11,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,13,17,23,50,53,59,44,73,63,63,68,23,13,4,0
Se13 白血病,1,1,4,0,4,3,2,5,6,5,12,27,32,61,139,137,186,126,65,22,0,0
Se14 糖尿病,0,0,0,0,2,1,1,5,6,21,26,35,70,111,179,240,287,349,241,95,15,0
Se15 高血圧性疾患,0,0,0,0,0,1,0,1,0,3,7,16,26,37,97,117,179,291,308,221,60,0
Se16 心疾患（高血圧性を除く）,1,0,0,4,5,8,15,27,64,141,319,415,588,909,1897,2643,3957,5690,5759,2959,618,1
Se17 急性心筋梗塞,0,0,0,0,0,0,2,5,11,37,81,93,144,206,420,455,629,779,594,199,20,0
Se18 その他の虚血性心疾患,0,0,0,1,1,1,2,5,15,29,86,129,174,245,509,664,901,1026,753,278,51,0
Se19 不整脈及び伝導障害,0,0,0,1,2,5,6,12,12,31,58,78,106,167,336,463,644,901,861,442,57,1
Se20 心不全,0,0,0,1,2,1,2,2,15,26,59,76,109,211,457,834,1399,2419,2883,1748,427,0
Se21 脳血管疾患,0,0,1,3,2,1,8,21,60,114,185,224,280,445,950,1246,1792,2382,2008,963,170,0
Se22 くも膜下出血,0,0,1,2,0,0,3,13,26,52,68,63,61,89,111,146,177,166,115,26,0,0
Se23 脳内出血,0,0,0,1,2,1,5,8,29,56,99,122,152,196,409,456,614,686,436,175,20,0
Se24 脳梗塞,0,0,0,0,0,0,0,0,5,2,13,30,58,142,393,593,945,1460,1401,735,140,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,6,9,27,41,67,71,116,254,297,388,455,311,105,16,0
Se26 肺炎,0,0,0,0,0,3,0,3,11,20,26,47,92,168,437,722,1357,1997,1990,905,182,1
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,1,0,1,4,13,22,43,156,236,397,347,270,112,15,0
Se28 喘息,0,0,0,0,0,0,1,1,0,1,8,3,3,5,5,9,12,27,28,15,4,0
Se29 肝疾患,2,0,0,0,1,1,5,15,41,67,126,145,148,174,255,217,255,194,100,26,4,0
Se30 腎不全,0,0,0,0,0,0,0,1,2,7,18,20,55,80,216,331,558,793,731,341,56,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,27,165,493,1566,3933,6126,4867,1850,1
Se32 不慮の事故,11,6,8,11,26,20,20,28,33,49,73,109,138,202,437,633,994,1120,849,362,74,3
Se33 交通事故,4,3,3,5,11,8,5,8,9,13,11,18,17,26,36,37,38,29,7,2,0,0
Se34 自殺,0,0,10,52,99,105,105,99,139,176,212,146,120,110,103,99,75,59,26,4,0,0
