,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,223,37,46,98,197,240,344,467,824,1189,1652,2395,4681,6988,9405,12731,18005,20483,15530,6804,1896,47
Se01 結核,0,0,0,0,0,0,0,0,0,0,2,7,5,3,11,16,38,52,35,7,0,1
Se02 悪性新生物＜腫瘍＞,10,8,14,8,18,31,77,99,231,411,682,1134,2338,3580,4387,5064,5690,4640,2375,642,86,5
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,6,6,23,51,108,154,223,168,145,63,33,5,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,7,10,7,22,40,66,132,295,458,562,716,739,650,312,84,13,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,1,6,9,28,41,61,105,214,289,364,428,474,464,320,92,14,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,16,28,40,67,152,186,189,193,190,160,70,19,3,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,1,0,0,1,3,5,28,28,80,171,285,357,494,536,354,145,47,5,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,1,4,8,18,23,70,125,180,252,337,321,177,45,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,6,12,31,63,100,217,354,423,422,465,366,167,44,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,10,18,41,98,182,440,774,963,1067,1216,919,425,97,8,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,3,23,38,67,84,96,139,148,130,127,107,93,59,29,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,3,9,9,28,35,29,51,62,56,61,65,61,47,35,10,1,1
Se13 白血病,5,3,4,2,5,7,8,6,11,16,24,21,51,99,121,127,122,78,32,10,0,0
Se14 糖尿病,0,0,0,0,3,2,1,1,4,13,11,23,44,77,119,156,194,192,135,47,7,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,3,4,4,6,12,16,20,46,64,121,125,81,27,0
Se16 心疾患（高血圧性を除く）,5,0,0,8,15,13,26,38,98,135,178,246,525,744,1114,1577,2410,3283,2706,1265,314,1
Se17 急性心筋梗塞,0,0,0,0,0,2,3,4,26,45,61,77,156,220,300,392,516,580,401,118,15,0
Se18 その他の虚血性心疾患,0,0,0,0,3,3,6,6,25,39,49,54,116,187,278,331,412,449,291,121,29,0
Se19 不整脈及び伝導障害,2,0,0,2,4,3,6,7,13,22,28,45,99,110,147,241,392,533,371,182,34,1
Se20 心不全,1,0,0,2,2,3,7,8,15,12,22,38,97,155,270,432,819,1326,1361,726,209,0
Se21 脳血管疾患,2,1,1,2,3,4,9,20,75,99,135,176,313,532,743,1071,1718,2076,1568,586,150,1
Se22 くも膜下出血,0,0,1,2,1,2,5,11,34,32,41,55,77,99,101,143,150,156,81,20,4,0
Se23 脳内出血,2,1,0,0,2,2,3,8,38,57,77,88,165,237,272,359,478,508,290,87,21,1
Se24 脳梗塞,0,0,0,0,0,0,1,1,2,7,13,28,61,179,346,549,1047,1362,1163,467,120,0
Se25 大動脈瘤及び解離,0,0,0,1,1,0,1,3,9,15,22,42,64,83,123,219,275,323,192,54,5,1
Se26 肺炎,5,3,4,0,3,1,0,6,8,19,20,44,133,248,512,939,1818,2563,2044,907,243,1
Se27 慢性閉塞性肺疾患,1,1,0,0,0,0,0,0,1,0,2,4,27,48,113,189,316,357,200,48,7,0
Se28 喘息,0,0,0,0,1,0,1,2,2,3,2,3,6,3,7,5,19,31,21,17,6,0
Se29 肝疾患,1,0,0,0,1,0,2,20,35,65,86,94,134,155,148,157,163,140,58,10,2,0
Se30 腎不全,0,0,0,0,0,0,3,3,2,3,13,24,58,76,131,226,375,479,362,142,31,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,8,47,171,583,1430,2173,1521,668,1
Se32 不慮の事故,13,6,7,30,32,22,29,37,54,62,65,80,146,177,268,379,543,517,319,126,36,3
Se33 交通事故,3,6,4,24,19,14,11,16,28,21,22,18,41,40,56,60,92,30,15,2,1,0
Se34 自殺,0,0,6,32,84,126,142,166,182,187,200,174,186,197,160,147,103,74,20,5,1,5
