,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,264,39,43,102,168,241,338,528,831,1147,1701,2705,5475,6809,9377,13820,19446,20843,15119,7261,1856,43
Se01 結核,0,0,0,0,0,0,0,0,0,2,0,1,7,6,10,16,25,39,31,9,2,0
Se02 悪性新生物＜腫瘍＞,10,4,7,12,11,20,56,131,232,404,675,1208,2610,3217,3968,4976,5564,4358,2008,621,97,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,1,12,23,44,155,156,170,158,137,80,36,7,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,3,14,24,33,81,154,350,425,565,698,733,637,300,101,6,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,7,12,18,36,54,93,210,222,336,421,474,475,254,109,13,2
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,6,9,20,31,66,137,145,188,183,210,127,61,18,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,9,11,26,49,97,213,274,324,546,538,330,113,20,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,7,24,34,89,117,182,254,324,307,169,46,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,5,17,36,43,117,231,332,347,386,423,315,137,45,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,6,9,33,58,99,195,491,687,830,1037,1214,866,338,97,20,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,15,35,54,76,102,143,157,99,122,96,102,46,26,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,16,18,25,32,27,69,45,48,48,66,42,31,8,2,0
Se13 白血病,5,0,2,2,0,3,7,12,8,13,25,36,51,73,85,105,121,80,20,4,1,0
Se14 糖尿病,0,0,0,0,0,0,1,7,9,14,15,33,90,90,128,176,222,168,138,51,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,3,5,3,12,21,32,50,75,138,151,86,29,0
Se16 心疾患（高血圧性を除く）,16,1,1,7,8,13,24,55,114,143,220,345,659,892,1277,1960,3269,3711,2951,1488,359,2
Se17 急性心筋梗塞,0,1,0,0,1,1,4,14,27,44,72,105,217,253,347,514,750,730,401,170,26,1
Se18 その他の虚血性心疾患,1,0,0,0,1,2,4,8,32,42,54,85,164,240,331,404,610,571,375,166,30,0
Se19 不整脈及び伝導障害,2,0,1,4,4,4,8,12,22,19,32,56,113,130,186,296,476,509,396,192,27,0
Se20 心不全,2,0,0,0,0,3,6,9,15,16,39,59,113,199,288,524,1092,1487,1455,815,242,0
Se21 脳血管疾患,0,1,4,2,2,8,12,29,80,98,148,229,449,509,781,1332,1941,2327,1666,824,152,0
Se22 くも膜下出血,0,1,2,0,2,4,8,13,37,42,51,68,100,96,106,139,197,161,69,24,3,0
Se23 脳内出血,0,0,2,1,0,3,4,13,35,48,80,114,217,235,301,427,575,566,311,111,15,0
Se24 脳梗塞,0,0,0,0,0,1,0,1,5,6,12,40,115,164,351,741,1123,1539,1247,671,132,0
Se25 大動脈瘤及び解離,0,0,0,0,1,0,4,6,7,11,10,33,99,107,132,217,326,335,163,40,4,0
Se26 肺炎,10,4,3,1,1,5,4,3,12,28,29,56,189,260,578,1171,2143,2797,2179,1025,245,1
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,0,0,2,2,5,18,46,124,175,382,347,191,58,13,0
Se28 喘息,0,0,0,0,1,2,1,1,4,2,1,3,7,7,6,18,27,41,29,12,4,0
Se29 肝疾患,1,0,0,0,0,0,4,11,26,52,75,97,150,140,166,193,189,160,60,17,4,0
Se30 腎不全,0,0,0,0,1,0,0,0,3,5,11,29,57,92,153,254,427,552,409,167,27,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,9,28,132,493,1179,1826,1467,592,0
Se32 不慮の事故,16,8,6,21,28,36,37,51,60,62,77,114,194,261,341,492,661,567,358,140,36,4
Se33 交通事故,2,3,2,16,23,25,18,16,19,20,35,35,51,57,66,77,80,35,14,1,0,1
Se34 自殺,0,0,7,42,91,119,134,134,167,156,179,176,211,172,162,130,100,65,26,4,0,5
