,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,207,28,31,100,156,200,249,404,706,1145,1605,2360,3907,7955,9085,13139,19333,23038,19216,8505,2328,46
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,0,1,7,9,14,26,36,38,14,2,1
Se02 悪性新生物＜腫瘍＞,7,6,6,12,9,25,47,100,214,373,611,986,1874,3890,4116,4895,5589,4957,2743,732,96,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,2,7,21,42,79,188,177,177,140,94,33,7,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,3,4,10,23,33,56,89,239,478,504,635,684,661,392,89,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,14,13,28,52,91,159,314,339,428,493,475,355,119,11,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,6,10,25,33,62,89,208,193,187,213,162,84,36,1,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,6,10,27,80,138,297,299,445,494,363,168,34,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,4,6,11,20,63,121,159,248,332,294,157,45,5,1
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,5,11,19,64,91,151,393,406,452,447,401,173,57,3,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,3,20,46,79,168,375,794,931,969,1170,967,476,96,14,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,7,19,27,57,82,87,112,183,120,122,120,107,82,22,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,7,24,27,34,40,37,60,69,61,67,60,35,11,2,0
Se13 白血病,3,0,0,3,2,2,4,3,12,20,20,22,50,89,92,118,121,97,47,7,1,0
Se14 糖尿病,0,0,0,0,0,0,1,3,10,7,20,32,46,95,103,142,214,240,160,61,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,2,7,8,11,23,23,48,96,128,160,91,24,0
Se16 心疾患（高血圧性を除く）,3,2,1,5,9,8,18,33,65,153,219,300,460,963,1105,1822,2880,3950,3590,1585,391,1
Se17 急性心筋梗塞,0,0,1,1,1,0,1,9,10,35,71,93,151,232,268,376,595,616,473,143,27,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,3,6,19,35,48,78,105,256,278,454,567,596,430,141,34,0
Se19 不整脈及び伝導障害,0,1,0,2,1,3,4,7,12,31,33,59,68,166,185,329,463,629,519,220,55,1
Se20 心不全,1,0,0,1,3,3,5,6,13,25,30,39,74,200,267,477,927,1647,1736,885,245,0
Se21 脳血管疾患,0,0,0,0,4,9,9,21,71,119,147,183,276,572,628,1042,1786,2076,1660,728,168,3
Se22 くも膜下出血,0,0,0,0,1,5,3,10,35,48,52,65,71,118,83,122,182,161,77,25,5,0
Se23 脳内出血,0,0,0,0,1,4,4,8,33,58,75,88,147,272,252,338,561,524,337,92,21,0
Se24 脳梗塞,0,0,0,0,2,0,0,3,0,9,14,25,49,168,277,555,1000,1339,1214,585,134,2
Se25 大動脈瘤及び解離,0,0,0,0,2,1,0,7,8,8,28,44,48,148,159,255,334,315,233,71,8,0
Se26 肺炎,2,2,0,2,3,3,5,4,8,20,32,72,143,324,509,1057,1943,2811,2393,1052,262,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,1,1,3,10,14,65,108,156,320,326,221,64,9,0
Se28 喘息,1,0,0,0,0,0,0,0,2,1,3,3,4,3,8,8,16,18,22,12,3,0
Se29 肝疾患,0,0,0,0,0,1,4,10,27,56,59,100,137,187,156,160,203,157,64,9,3,0
Se30 腎不全,0,0,0,0,0,1,2,2,10,8,8,26,35,83,128,222,399,557,460,180,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,9,55,191,751,1738,2794,2082,892,0
Se32 不慮の事故,21,3,2,19,31,40,25,34,49,65,71,106,130,231,263,424,580,628,435,150,33,4
Se33 交通事故,6,0,1,13,18,15,9,9,17,23,20,27,27,38,43,55,65,52,12,2,0,0
Se34 自殺,0,0,6,41,64,79,87,109,116,140,149,146,129,136,119,100,86,61,25,6,2,4
