,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,219,31,39,98,210,186,307,401,779,1224,1683,2377,4010,8307,9604,14019,20131,24265,20175,9500,2475,35
Se01 結核,0,0,0,0,0,0,0,0,1,2,3,1,3,12,10,10,45,54,47,16,4,1
Se02 悪性新生物＜腫瘍＞,5,7,9,11,15,24,66,98,257,416,640,1029,1821,3879,4238,4946,5716,4901,2715,763,110,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,0,7,12,21,54,98,184,186,186,135,88,34,8,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,2,11,14,33,42,57,113,210,460,522,613,655,656,336,87,14,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,8,17,39,58,100,166,334,344,435,523,479,324,117,20,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,0,17,16,48,63,114,186,191,184,212,165,102,23,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,1,0,0,2,3,7,19,28,60,99,286,324,427,511,391,162,39,2,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,3,8,17,16,64,144,186,244,337,280,196,63,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,4,11,28,64,117,192,412,403,502,489,399,179,62,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,24,38,89,161,323,790,902,1026,1196,1008,486,110,20,2
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,8,16,44,61,72,81,114,196,132,134,106,97,94,24,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,12,20,35,44,37,50,69,58,57,72,54,32,14,1,0
Se13 白血病,2,1,2,3,3,5,10,3,11,14,11,29,44,95,108,106,138,94,37,9,0,0
Se14 糖尿病,0,1,0,1,1,0,2,3,7,22,27,35,66,128,139,157,265,252,155,71,13,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,1,5,2,9,14,21,31,54,88,119,182,192,116,41,1
Se16 心疾患（高血圧性を除く）,2,0,2,8,8,10,25,38,86,140,216,292,478,1023,1255,2057,3149,4281,3817,1744,434,4
Se17 急性心筋梗塞,0,0,0,1,0,0,4,7,19,47,65,86,113,270,327,455,592,653,421,143,26,0
Se18 その他の虚血性心疾患,0,0,0,1,1,1,6,8,22,32,56,74,140,262,360,496,627,656,449,158,34,0
Se19 不整脈及び伝導障害,0,0,0,2,4,4,6,9,16,29,32,52,72,166,173,305,452,693,595,258,45,1
Se20 心不全,1,0,0,2,1,3,4,7,15,17,44,51,98,220,283,580,1071,1757,1879,990,290,2
Se21 脳血管疾患,0,0,0,1,2,6,4,23,71,117,158,191,303,581,663,1201,1764,2200,1780,756,151,4
Se22 くも膜下出血,0,0,0,1,1,3,2,12,31,42,46,59,77,114,114,142,177,174,89,32,4,1
Se23 脳内出血,0,0,0,0,0,3,1,10,36,64,94,102,147,276,270,444,601,591,371,113,19,1
Se24 脳梗塞,0,0,0,0,1,0,0,0,3,9,13,25,71,178,261,579,945,1381,1273,591,125,2
Se25 大動脈瘤及び解離,0,0,0,0,0,2,2,5,8,21,26,43,73,147,154,253,336,397,257,79,5,0
Se26 肺炎,1,1,0,2,1,1,4,3,9,11,22,37,103,243,372,860,1583,2390,2153,1049,233,1
Se27 慢性閉塞性肺疾患,0,0,0,1,0,0,0,0,0,0,2,9,21,67,143,227,383,450,283,86,14,0
Se28 喘息,0,0,0,0,0,0,0,1,1,2,0,2,4,7,6,13,20,32,43,19,6,0
Se29 肝疾患,0,0,0,1,1,0,4,15,22,46,76,108,157,217,192,189,225,184,87,29,1,0
Se30 腎不全,1,0,0,0,0,0,0,1,4,5,11,18,46,116,128,235,404,614,534,211,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,1,1,10,51,213,773,1864,3043,2285,929,0
Se32 不慮の事故,22,5,7,22,37,21,28,31,50,74,73,96,117,272,316,470,688,772,560,206,41,1
Se33 交通事故,4,2,1,8,21,13,11,22,18,29,18,21,17,44,38,40,53,32,7,2,0,0
Se34 自殺,0,0,6,31,115,85,117,116,133,168,172,144,146,168,133,118,88,63,27,8,0,2
