,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,319,47,42,125,222,285,369,645,954,1286,1990,3174,6555,7392,10450,15538,21014,21511,15645,7674,1902,102
Se01 結核,0,0,0,0,0,0,1,0,0,1,3,1,4,10,11,29,40,45,31,7,0,1
Se02 悪性新生物＜腫瘍＞,5,4,4,9,23,24,62,129,233,392,699,1395,2997,3316,4276,5305,5516,4080,2010,618,107,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,12,26,60,159,159,200,177,143,95,28,11,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,3,6,18,29,39,88,193,449,447,588,714,718,625,301,86,13,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,3,4,10,16,27,57,107,223,252,328,419,471,409,252,105,19,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,6,7,20,33,86,159,168,194,183,175,148,85,25,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,2,0,2,2,12,18,56,109,251,272,407,563,531,305,134,26,6,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,2,4,14,42,87,123,219,275,314,264,163,55,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,1,0,1,0,4,14,25,48,117,269,323,370,451,433,287,141,41,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,9,30,52,107,218,577,703,871,1147,1241,766,343,92,17,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,8,22,34,65,79,139,180,127,108,103,90,70,44,21,4,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,8,6,21,30,42,44,60,47,52,59,73,63,23,6,0,0
Se13 白血病,2,0,2,3,7,6,8,10,6,12,23,29,75,78,103,107,112,84,37,7,2,0
Se14 糖尿病,0,0,1,1,0,0,2,6,12,16,24,43,96,131,156,205,268,277,128,53,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,1,2,1,4,16,16,21,41,67,105,161,169,91,27,1
Se16 心疾患（高血圧性を除く）,7,4,1,4,9,10,32,67,105,162,269,386,900,1020,1476,2442,3687,4136,3397,1558,371,4
Se17 急性心筋梗塞,0,1,0,0,2,1,8,16,28,67,79,134,315,343,425,656,897,869,572,196,33,0
Se18 その他の虚血性心疾患,0,0,0,1,1,1,13,13,26,29,86,92,218,255,359,568,757,677,458,160,28,3
Se19 不整脈及び伝導障害,1,0,0,1,3,2,6,16,18,24,42,63,143,133,201,371,536,577,449,209,47,0
Se20 心不全,1,1,0,0,3,4,4,12,17,27,30,60,158,192,334,604,1138,1572,1560,854,243,1
Se21 脳血管疾患,0,0,1,3,4,7,8,46,96,123,186,237,536,592,873,1508,2220,2416,1751,837,130,1
Se22 くも膜下出血,0,0,0,0,1,5,5,21,45,50,66,71,137,111,125,173,190,158,68,29,3,0
Se23 脳内出血,0,0,0,3,3,1,2,20,44,59,98,119,272,266,329,481,583,529,331,115,11,1
Se24 脳梗塞,0,0,0,0,0,0,1,2,5,9,17,40,109,196,397,820,1378,1671,1322,674,111,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,2,6,11,15,31,57,114,113,169,241,336,341,194,55,6,0
Se26 肺炎,14,3,1,3,0,2,3,14,11,26,38,74,184,292,597,1356,2239,2946,2326,1206,280,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,3,0,1,10,29,56,122,235,410,394,228,74,7,0
Se28 喘息,0,0,0,0,0,0,2,1,3,5,2,7,5,7,10,28,30,38,31,26,5,0
Se29 肝疾患,3,0,0,0,0,2,4,18,32,61,81,112,193,180,222,191,180,136,69,19,2,1
Se30 腎不全,0,0,0,0,1,1,0,1,8,4,9,34,62,82,169,267,500,581,382,188,37,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,119,490,1066,1630,1373,589,1
Se32 不慮の事故,29,15,10,47,52,45,55,74,108,105,174,184,334,376,593,806,912,810,457,166,25,32
Se33 交通事故,6,7,4,27,24,13,16,23,29,28,43,41,53,64,65,79,74,52,11,4,0,1
Se34 自殺,0,0,6,32,104,148,145,179,187,170,188,187,216,157,127,94,84,47,23,3,1,16
