,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,243,34,41,71,147,219,263,451,815,1135,1687,2535,4454,7857,9561,13520,19850,22744,18236,8283,2280,22
Se01 結核,0,0,0,0,0,0,0,0,1,1,1,1,3,7,3,17,22,41,35,10,2,1
Se02 悪性新生物＜腫瘍＞,6,4,10,9,14,30,55,111,222,367,646,1072,2049,3580,3850,4705,5352,4544,2371,691,97,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,10,14,45,95,130,156,159,151,78,36,7,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,1,5,12,20,21,40,59,98,238,469,494,593,648,565,304,88,7,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,3,5,7,21,33,59,96,172,322,328,384,449,441,339,82,19,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,3,16,22,30,75,132,177,165,182,165,144,79,25,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,1,0,2,0,2,6,12,31,69,153,260,312,422,475,324,138,30,2,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,1,3,5,9,23,62,126,140,232,309,300,152,71,9,1
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,12,29,54,111,192,366,385,467,462,357,188,50,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,15,25,31,99,166,383,778,886,998,1133,946,407,108,16,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,8,22,34,65,91,108,128,163,105,113,103,105,66,21,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,8,18,25,39,34,59,65,47,61,64,43,19,12,1,0
Se13 白血病,1,0,1,4,3,1,6,4,11,19,17,22,50,74,92,124,127,88,42,13,1,0
Se14 糖尿病,0,0,0,0,1,2,1,7,9,16,23,42,56,102,124,192,252,217,153,53,13,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,1,0,3,8,7,14,21,35,48,104,119,154,94,24,0
Se16 心疾患（高血圧性を除く）,10,2,1,2,6,18,22,48,115,170,233,356,597,1103,1405,2055,3329,4030,3509,1660,382,2
Se17 急性心筋梗塞,0,0,1,0,1,2,8,8,33,49,81,116,173,313,330,488,714,670,484,179,26,0
Se18 その他の虚血性心疾患,0,0,0,0,0,3,4,8,24,40,48,86,150,285,358,511,667,635,409,163,34,2
Se19 不整脈及び伝導障害,1,0,0,1,3,6,6,7,26,29,40,57,111,199,250,317,549,659,530,216,40,0
Se20 心不全,0,0,0,0,2,2,2,10,18,26,38,53,96,184,316,521,1036,1549,1671,920,259,0
Se21 脳血管疾患,1,1,2,1,2,3,8,24,73,93,129,200,304,558,744,1094,1740,2192,1735,710,159,3
Se22 くも膜下出血,0,0,1,0,2,1,4,13,37,39,48,55,79,114,120,124,172,167,104,26,5,2
Se23 脳内出血,1,1,1,0,0,1,2,6,33,42,62,113,165,249,296,364,527,559,348,98,21,0
Se24 脳梗塞,0,0,0,1,0,0,0,4,2,11,14,29,48,173,312,581,989,1418,1244,567,129,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,2,8,14,23,43,77,144,170,215,355,321,227,64,9,0
Se26 肺炎,3,2,1,0,1,6,4,6,15,25,37,76,191,351,586,1138,2083,2893,2471,1101,264,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,1,1,8,24,82,112,207,313,368,220,65,13,0
Se28 喘息,1,0,0,0,0,0,0,1,3,1,2,3,4,4,8,19,25,21,21,11,2,0
Se29 肝疾患,2,0,1,0,0,0,7,12,31,50,79,121,153,201,157,170,204,141,85,19,5,0
Se30 腎不全,0,0,0,0,0,1,0,1,5,7,14,15,45,91,141,221,400,568,459,176,32,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,10,54,169,674,1640,2511,1865,827,0
Se32 不慮の事故,12,7,6,15,22,18,32,45,39,53,67,97,131,253,365,484,664,688,440,144,35,5
Se33 交通事故,3,5,3,7,14,7,10,18,16,17,10,27,22,43,39,48,53,26,10,3,0,0
Se34 自殺,0,0,5,21,73,94,89,121,136,157,155,137,143,131,129,104,77,45,21,3,1,6
