,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,142,32,39,102,182,192,210,346,557,1058,1607,2228,3188,5673,10713,13115,18490,24391,21803,10851,2696,21
Se01 結核,0,0,0,0,0,0,0,0,0,0,2,0,2,3,11,16,23,47,45,14,2,0
Se02 悪性新生物＜腫瘍＞,2,14,6,8,6,16,40,65,151,314,575,888,1323,2529,4462,4575,5025,4923,3019,895,120,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,1,4,20,31,58,89,184,127,137,85,52,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,1,8,4,19,24,50,88,134,277,500,506,580,586,344,111,15,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,2,3,1,10,32,45,74,117,229,399,379,453,478,369,135,17,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,6,7,16,28,43,75,130,216,189,173,147,74,25,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,0,1,1,4,6,24,37,64,138,267,297,369,369,179,41,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,1,6,14,18,38,98,167,218,259,303,204,75,11,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,8,5,29,58,97,153,287,533,501,478,417,257,74,10,1
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,9,32,55,138,221,529,1017,1096,1084,984,535,151,24,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,8,27,45,82,93,111,126,163,116,121,123,92,39,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,11,17,25,43,51,47,50,52,56,50,56,34,8,1,0
Se13 白血病,0,1,1,1,1,3,2,4,10,14,8,25,35,60,110,107,125,103,53,6,0,0
Se14 糖尿病,0,0,1,0,1,2,1,3,6,12,30,23,47,85,148,179,218,277,197,68,10,0
Se15 高血圧性疾患,0,0,0,1,0,0,0,0,0,7,12,10,22,24,69,86,125,198,221,136,25,0
Se16 心疾患（高血圧性を除く）,8,1,3,2,7,16,14,30,73,126,222,304,426,779,1437,1797,2806,4180,4066,2072,434,1
Se17 急性心筋梗塞,0,0,0,0,0,0,1,4,17,29,52,87,115,171,286,364,449,543,387,146,26,0
Se18 その他の虚血性心疾患,0,0,0,0,1,2,3,6,16,33,76,100,113,226,389,458,592,711,487,168,34,1
Se19 不整脈及び伝導障害,1,0,0,1,3,3,6,8,17,28,37,42,73,132,231,279,442,663,640,296,65,0
Se20 心不全,1,0,1,0,2,8,0,5,15,19,32,46,80,172,358,535,1003,1796,2082,1230,280,0
Se21 脳血管疾患,0,1,3,2,3,3,9,24,50,108,155,181,209,369,738,963,1405,1970,1603,790,156,0
Se22 くも膜下出血,0,0,2,1,2,3,2,14,12,38,53,57,52,63,99,98,130,164,101,27,6,0
Se23 脳内出血,0,1,1,1,0,0,5,10,34,61,91,93,105,182,320,377,465,559,338,128,19,0
Se24 脳梗塞,0,0,0,0,0,0,2,0,3,6,5,25,49,110,297,463,779,1191,1121,612,126,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,3,6,14,34,47,63,119,212,243,316,323,267,79,13,0
Se26 肺炎,2,0,0,0,0,2,2,2,7,13,23,31,62,141,338,570,1017,1586,1574,692,135,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,5,2,5,11,44,127,211,300,356,221,74,8,0
Se28 喘息,0,0,0,1,0,0,0,2,2,2,3,2,2,2,8,4,13,14,21,15,2,0
Se29 肝疾患,1,0,0,0,2,0,2,8,34,62,91,108,145,154,198,178,208,165,84,26,1,0
Se30 腎不全,0,0,0,0,0,0,2,3,1,5,11,32,38,77,168,258,375,632,609,251,49,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,13,92,299,928,2414,3804,3048,1167,0
Se32 不慮の事故,10,2,3,14,25,16,15,33,29,51,57,78,99,147,330,422,611,683,536,225,49,1
Se33 交通事故,2,1,1,11,11,8,4,11,3,13,15,18,11,19,33,34,39,26,10,3,1,0
Se34 自殺,0,0,11,48,113,109,92,105,112,165,141,127,102,108,129,92,70,61,19,11,1,1
