,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,232,37,39,131,184,273,327,543,895,1166,1664,2547,5088,6813,8927,12547,17166,18932,13288,6434,1674,68
Se01 結核,0,0,0,0,0,0,0,1,0,1,1,3,2,16,9,21,31,63,27,13,1,0
Se02 悪性新生物＜腫瘍＞,14,10,4,12,17,34,64,132,240,411,695,1192,2507,3475,4213,5048,5547,4530,2000,624,86,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,4,6,26,63,125,164,200,173,115,87,26,12,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,6,12,14,32,38,91,137,310,462,564,699,700,583,294,110,14,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,2,0,2,5,4,22,39,48,84,195,263,325,436,458,452,262,92,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,6,10,29,38,65,132,198,169,182,164,144,61,24,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,1,0,2,4,11,15,37,67,188,290,356,478,535,341,108,38,7,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,4,7,21,24,76,114,176,236,341,322,149,42,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,18,29,50,140,279,339,415,428,464,375,155,39,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,5,12,22,42,95,198,507,738,894,1058,1177,932,366,86,11,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,5,6,17,41,68,97,123,152,149,108,106,93,95,39,22,4,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,3,3,16,21,31,50,36,52,55,60,56,58,58,25,10,2,0
Se13 白血病,4,3,2,2,2,10,5,15,9,14,12,27,54,78,117,114,112,105,29,5,0,0
Se14 糖尿病,0,0,0,0,1,1,3,2,6,12,14,27,63,96,110,188,199,187,118,34,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,2,0,3,7,10,17,28,26,50,80,108,113,79,17,0
Se16 心疾患（高血圧性を除く）,10,1,2,9,7,16,22,48,107,133,213,314,609,737,1020,1480,2435,2964,2414,1228,272,4
Se17 急性心筋梗塞,0,0,0,2,1,2,4,7,32,42,74,85,181,220,258,344,486,515,282,120,18,0
Se18 その他の虚血性心疾患,0,0,0,0,1,4,4,13,19,29,51,87,168,194,295,343,463,467,310,111,19,4
Se19 不整脈及び伝導障害,2,0,1,3,3,2,5,17,24,22,39,49,95,94,127,234,358,422,329,150,35,0
Se20 心不全,2,0,0,4,0,5,5,8,18,23,27,53,101,160,224,395,843,1209,1240,720,174,0
Se21 脳血管疾患,0,2,0,0,2,3,9,35,60,74,126,185,318,445,666,1050,1626,1910,1429,589,130,1
Se22 くも膜下出血,0,1,0,0,2,0,4,15,27,28,41,60,74,96,105,127,150,141,75,9,5,0
Se23 脳内出血,0,1,0,0,0,3,5,12,32,34,69,88,152,185,233,323,425,382,229,88,9,0
Se24 脳梗塞,0,0,0,0,0,0,0,5,0,7,14,28,85,154,307,567,1011,1349,1099,472,112,0
Se25 大動脈瘤及び解離,0,0,0,0,0,2,2,4,10,13,9,19,49,70,82,147,224,233,108,44,5,0
Se26 肺炎,4,1,1,1,1,3,3,8,10,13,21,42,136,250,472,1004,1800,2343,1756,880,221,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,1,0,0,0,2,1,8,16,41,90,180,339,367,174,62,13,0
Se28 喘息,0,0,1,0,1,0,0,0,0,2,4,2,1,3,3,16,16,17,11,4,2,0
Se29 肝疾患,1,0,0,0,0,1,2,13,42,51,63,102,136,150,156,159,160,117,62,17,2,0
Se30 腎不全,1,0,0,1,0,0,0,2,5,6,11,22,47,76,145,201,346,484,329,144,30,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,4,25,138,467,1205,1680,1311,593,2
Se32 不慮の事故,17,14,9,38,39,38,42,39,70,66,98,108,195,201,295,381,476,509,298,130,26,8
Se33 交通事故,3,5,4,19,19,15,16,14,23,15,25,31,50,46,57,58,51,37,13,2,0,1
Se34 自殺,0,0,13,40,83,124,125,168,185,195,152,136,161,192,142,135,97,70,27,8,0,10
