,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,155,36,52,102,195,194,218,392,661,1175,1844,2482,3415,5762,11401,12784,18155,23297,21073,10693,2657,79
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,21,33,21,18,3,0
Se02 悪性新生物＜腫瘍＞,2,12,6,16,13,18,28,77,196,378,647,930,1507,2767,5165,5060,5803,5557,3344,1059,111,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,5,12,17,32,56,113,194,196,163,114,51,13,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,2,6,10,20,28,50,70,147,284,544,508,620,643,401,117,20,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,20,37,75,91,124,266,420,455,513,580,383,175,21,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,1,15,23,49,65,86,148,250,201,187,168,93,33,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,4,14,22,51,99,146,339,303,404,404,217,60,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,5,10,16,40,98,205,224,286,331,183,75,10,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,4,9,28,68,113,164,322,534,539,579,503,302,95,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,22,32,82,121,263,557,1226,1205,1267,1054,590,154,13,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,15,28,63,74,102,117,146,175,155,137,131,89,45,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,7,19,32,40,48,52,69,78,64,59,67,38,19,0,0
Se13 白血病,0,2,1,4,2,2,3,4,7,12,13,25,45,74,150,133,153,119,62,15,1,0
Se14 糖尿病,0,1,0,0,1,1,2,3,2,11,20,34,50,71,141,157,205,230,159,58,8,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,5,6,8,13,19,36,57,65,103,150,153,108,45,1
Se16 心疾患（高血圧性を除く）,5,2,1,1,3,18,10,33,63,130,223,325,415,653,1265,1456,2221,3394,3525,1859,398,7
Se17 急性心筋梗塞,0,0,0,0,0,1,3,3,14,35,53,83,107,148,265,279,355,411,285,116,20,0
Se18 その他の虚血性心疾患,1,1,0,0,0,1,0,6,10,29,63,93,130,179,343,344,405,525,390,146,34,7
Se19 不整脈及び伝導障害,0,0,0,0,1,7,3,14,17,23,45,58,58,107,188,218,307,491,480,269,37,0
Se20 心不全,0,1,0,0,1,3,3,4,13,28,36,61,85,150,343,464,920,1559,1955,1108,282,0
Se21 脳血管疾患,1,0,3,1,0,1,7,26,47,84,161,191,201,311,701,878,1348,1776,1487,748,150,2
Se22 くも膜下出血,0,0,1,0,0,0,5,10,22,35,61,59,53,66,110,93,121,134,85,30,4,0
Se23 脳内出血,1,0,2,1,0,0,0,12,22,42,75,101,103,138,282,295,384,471,284,111,23,2
Se24 脳梗塞,0,0,0,0,0,0,0,0,3,3,15,27,34,98,287,471,812,1126,1079,586,118,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,3,4,13,19,30,40,77,127,186,226,265,221,58,7,0
Se26 肺炎,2,0,0,0,0,3,2,2,6,12,20,36,62,139,364,500,987,1512,1490,649,164,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,4,8,12,41,131,226,300,330,232,91,11,0
Se28 喘息,0,0,0,0,0,0,0,0,0,1,2,0,4,3,5,8,7,14,13,9,1,0
Se29 肝疾患,1,0,0,0,1,1,4,10,40,78,84,109,126,147,184,172,201,171,94,25,2,1
Se30 腎不全,0,0,0,0,0,0,1,1,0,10,10,22,33,65,170,209,380,578,495,213,34,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,24,127,316,959,2406,4007,3188,1194,0
Se32 不慮の事故,14,6,7,16,20,14,20,28,32,39,63,85,93,129,247,316,421,553,432,215,36,3
Se33 交通事故,1,1,3,9,12,5,4,4,11,14,13,25,20,18,31,36,32,23,6,2,0,0
Se34 自殺,0,0,16,48,109,99,91,127,136,151,145,128,81,91,143,94,91,74,32,8,1,7
