,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,149,31,42,123,215,183,225,364,591,1085,1778,2298,3294,5338,10845,12788,18479,23381,21492,10901,2842,76
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,9,27,36,27,14,1,0
Se02 悪性新生物＜腫瘍＞,2,9,14,13,12,25,31,70,173,357,634,910,1484,2484,4862,5143,5773,5495,3330,1082,141,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,10,18,30,66,108,202,162,151,117,52,14,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,6,17,26,42,74,127,244,488,499,622,611,401,123,12,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,9,18,22,61,79,169,213,422,452,498,530,408,148,27,2
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,2,4,12,13,40,60,80,114,248,206,202,179,102,38,2,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,0,0,3,2,9,23,53,98,145,311,309,408,361,211,49,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,4,2,11,23,34,78,194,253,283,330,214,71,11,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,2,14,25,64,98,163,299,521,621,597,535,279,81,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,2,19,33,69,121,273,496,1061,1198,1240,1024,566,173,25,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,11,24,87,87,79,106,137,203,136,180,140,91,56,12,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,7,18,27,43,53,57,60,70,65,65,50,30,10,1,0
Se13 白血病,1,3,3,4,2,3,3,4,10,11,15,21,26,68,120,157,152,105,65,14,3,0
Se14 糖尿病,0,0,0,0,1,1,1,3,8,7,20,38,44,67,148,137,204,216,160,62,8,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,5,13,11,26,29,72,71,95,132,180,114,43,3
Se16 心疾患（高血圧性を除く）,6,2,3,3,7,11,22,30,57,122,234,304,418,648,1184,1469,2398,3455,3549,1856,420,5
Se17 急性心筋梗塞,0,0,0,1,0,2,2,5,13,29,63,85,108,132,234,255,339,420,320,128,16,2
Se18 その他の虚血性心疾患,0,0,0,0,0,3,6,5,17,34,73,87,120,194,329,384,510,524,375,135,19,2
Se19 不整脈及び伝導障害,0,0,1,0,2,3,5,8,10,25,39,47,54,109,186,234,357,499,469,249,62,0
Se20 心不全,0,0,0,1,0,1,8,6,9,23,37,57,95,139,311,462,916,1583,1960,1143,282,1
Se21 脳血管疾患,0,0,0,1,2,3,8,11,43,83,130,155,211,280,632,887,1329,1699,1488,699,182,1
Se22 くも膜下出血,0,0,0,1,0,0,2,8,20,29,46,45,60,55,97,116,120,132,83,30,3,0
Se23 脳内出血,0,0,0,0,1,1,5,2,19,43,59,81,104,132,249,313,401,453,330,115,37,1
Se24 脳梗塞,0,0,0,0,0,1,0,0,3,8,14,23,37,83,262,435,770,1069,1044,540,139,0
Se25 大動脈瘤及び解離,0,1,0,0,0,0,0,2,7,25,33,32,50,60,133,156,215,248,234,72,3,0
Se26 肺炎,4,1,0,1,0,1,1,1,2,7,17,36,61,108,296,482,873,1318,1281,600,134,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,1,1,3,21,39,111,202,324,323,206,62,7,0
Se28 喘息,0,0,0,0,0,0,0,1,1,0,2,1,2,0,2,7,6,18,12,9,1,0
Se29 肝疾患,2,0,1,0,1,1,7,18,40,66,99,97,115,154,185,150,176,184,95,21,3,1
Se30 腎不全,0,0,0,1,0,0,0,2,2,2,6,15,25,72,160,221,407,501,518,191,39,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,18,120,288,1075,2598,4191,3254,1314,1
Se32 不慮の事故,6,5,5,20,28,29,15,24,30,50,73,79,83,162,268,326,479,601,485,225,37,6
Se33 交通事故,1,2,2,7,13,14,7,8,5,17,20,17,14,18,29,35,38,23,7,2,0,0
Se34 自殺,0,0,5,61,126,82,87,129,122,148,180,157,109,101,143,123,111,66,26,4,1,3
