,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,266,55,53,138,172,246,328,551,823,1197,1737,2451,5025,6532,8724,12432,16894,18145,13260,6321,1653,43
Se01 結核,0,0,0,0,0,0,0,0,2,5,2,4,5,3,13,17,41,50,26,9,0,0
Se02 悪性新生物＜腫瘍＞,9,11,15,18,11,26,54,148,255,393,716,1143,2637,3405,4165,5054,5438,4249,2062,657,104,4
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,1,0,0,0,1,4,14,21,59,117,156,169,166,118,78,31,6,1,1
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,1,13,10,37,53,82,138,344,459,532,664,715,597,314,88,11,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,1,4,10,23,21,42,94,209,247,353,446,492,414,270,102,23,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,5,12,16,47,66,156,161,194,179,175,141,62,25,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,1,0,0,0,2,2,4,5,22,48,84,194,254,352,510,525,289,130,36,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,4,6,13,39,92,131,178,267,314,304,137,65,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,1,0,2,2,9,9,37,60,90,258,347,398,444,438,307,145,49,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,13,24,49,106,178,492,738,928,1067,1181,857,360,92,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,8,20,30,57,93,118,155,127,120,109,95,85,54,24,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,21,15,29,32,41,76,59,50,51,43,57,20,3,1,1
Se13 白血病,2,3,6,5,4,8,2,9,14,16,27,23,65,80,90,104,104,77,27,5,0,0
Se14 糖尿病,0,0,1,0,1,1,0,6,3,7,16,30,65,75,104,173,205,175,105,39,5,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,1,5,6,5,13,18,21,44,70,109,121,65,16,1
Se16 心疾患（高血圧性を除く）,14,4,1,5,7,16,37,57,80,138,199,298,532,718,961,1453,2396,2943,2369,1215,284,1
Se17 急性心筋梗塞,0,0,0,0,0,1,1,17,17,47,68,110,171,200,252,355,505,494,304,113,17,0
Se18 その他の虚血性心疾患,0,0,0,0,2,3,10,8,18,32,53,74,147,220,248,324,412,459,251,128,27,1
Se19 不整脈及び伝導障害,2,0,0,1,4,3,14,11,14,25,29,45,69,91,133,220,360,426,359,169,30,0
Se20 心不全,1,0,1,0,0,5,4,13,18,21,30,45,98,128,223,407,838,1225,1214,704,195,0
Se21 脳血管疾患,1,0,2,1,2,8,9,19,59,113,120,169,286,412,638,1087,1640,1958,1440,580,144,0
Se22 くも膜下出血,0,0,1,1,1,5,3,10,31,55,37,48,60,79,94,129,138,133,64,17,5,0
Se23 脳内出血,1,0,1,0,1,3,5,7,23,51,71,86,139,186,220,346,448,447,267,76,19,0
Se24 脳梗塞,0,0,0,0,0,0,0,1,5,3,10,31,73,134,306,586,1012,1334,1076,475,116,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,1,11,11,27,24,53,62,111,150,208,232,127,38,5,0
Se26 肺炎,7,4,1,0,1,3,0,6,10,13,27,54,138,238,489,980,1743,2273,1814,907,202,2
Se27 慢性閉塞性肺疾患,1,0,0,0,1,1,0,0,0,0,3,9,20,51,91,175,315,313,191,39,12,0
Se28 喘息,1,0,0,0,0,0,0,3,2,4,3,1,5,4,7,18,24,28,18,18,7,0
Se29 肝疾患,1,0,1,1,0,0,0,13,30,66,75,88,129,133,138,176,157,117,53,18,3,3
Se30 腎不全,0,0,1,0,0,0,0,1,4,10,13,18,42,70,113,214,345,465,349,165,21,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,9,32,127,467,1083,1605,1276,572,0
Se32 不慮の事故,12,13,8,45,23,32,37,39,54,70,84,95,179,202,252,350,438,418,257,109,22,0
Se33 交通事故,5,3,3,31,12,13,14,16,19,22,20,20,52,44,45,56,48,21,11,2,0,0
Se34 自殺,0,0,7,49,100,123,143,167,189,167,198,151,175,176,153,158,110,82,37,6,1,5
