,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,189,17,28,94,161,161,234,358,633,1083,1512,2042,3191,6105,8721,11973,16204,20315,17666,8477,2182,40
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,2,5,5,11,15,17,48,34,18,2,0
Se02 悪性新生物＜腫瘍＞,4,4,9,11,17,23,40,87,192,360,599,941,1556,3111,4220,4948,5370,4870,2882,804,97,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,4,11,15,34,62,115,157,177,144,89,37,9,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,1,3,4,7,20,32,50,99,186,376,490,535,644,562,381,106,7,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,3,4,7,20,29,58,73,122,273,348,403,508,474,366,130,23,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,12,21,44,65,100,162,210,200,185,143,91,16,6,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,10,15,21,39,79,217,291,369,425,371,180,42,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,0,2,5,12,23,48,109,155,207,286,303,186,72,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,7,8,32,63,78,151,320,461,544,491,484,241,76,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,3,8,34,73,143,297,634,976,1196,1067,990,527,118,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,13,27,49,87,115,106,167,141,121,125,97,74,29,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,0,5,14,21,34,32,55,52,61,54,58,72,52,35,6,1,0
Se13 白血病,1,1,4,4,3,6,1,7,9,10,14,14,47,72,90,120,162,95,40,7,2,0
Se14 糖尿病,0,0,0,0,0,1,1,3,5,15,17,26,35,78,100,135,166,197,122,43,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,0,0,3,8,12,19,41,29,47,76,112,146,91,31,0
Se16 心疾患（高血圧性を除く）,4,1,0,4,5,7,20,27,70,145,167,230,363,650,919,1416,2098,3103,3108,1548,364,3
Se17 急性心筋梗塞,0,0,0,0,0,1,1,5,15,44,38,68,111,159,189,279,344,401,284,125,18,0
Se18 その他の虚血性心疾患,0,0,0,0,1,2,3,9,17,39,44,70,94,156,218,304,378,432,302,126,21,0
Se19 不整脈及び伝導障害,1,0,0,3,0,0,5,9,16,30,30,36,49,101,148,212,308,468,446,191,45,0
Se20 心不全,0,0,0,1,1,2,6,2,14,20,35,34,69,159,253,442,820,1426,1711,931,257,3
Se21 脳血管疾患,0,0,2,0,1,2,11,26,46,94,124,126,193,357,618,891,1340,1718,1433,639,135,0
Se22 くも膜下出血,0,0,0,0,1,2,4,13,21,35,42,42,59,74,105,99,112,128,93,19,1,0
Se23 脳内出血,0,0,2,0,0,0,6,12,23,45,69,61,93,168,256,317,451,466,311,98,15,0
Se24 脳梗塞,0,0,0,0,0,0,0,1,0,13,10,21,40,106,241,449,746,1084,990,510,116,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,7,5,16,29,28,39,82,134,167,217,300,196,47,19,0
Se26 肺炎,5,0,1,3,0,1,2,1,4,11,20,31,70,179,303,613,1057,1691,1559,777,167,1
Se27 慢性閉塞性肺疾患,0,0,0,0,1,0,0,0,1,0,3,5,15,61,106,226,274,334,221,61,9,0
Se28 喘息,0,0,0,0,0,0,0,0,0,1,1,0,3,5,7,9,16,25,20,10,2,0
Se29 肝疾患,0,0,2,0,1,0,8,13,29,57,84,96,103,133,166,173,152,138,74,24,4,0
Se30 腎不全,0,0,0,0,0,0,0,0,2,6,6,12,25,56,122,199,339,495,485,189,33,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,9,57,213,732,1831,2870,2299,892,0
Se32 不慮の事故,15,1,1,11,26,15,18,20,23,32,61,54,96,149,190,270,396,447,367,142,35,0
Se33 交通事故,4,0,0,5,19,9,10,6,5,12,19,13,20,23,29,31,36,23,10,0,0,0
Se34 自殺,0,0,6,46,89,74,85,105,137,159,150,131,93,121,109,98,99,57,24,6,0,3
