,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,217,39,39,89,186,231,301,509,799,1139,1709,2694,5439,6942,9661,14195,19875,21458,15551,7706,1909,22
Se01 結核,0,0,0,0,0,0,1,0,0,0,2,1,9,7,7,20,41,57,30,5,1,0
Se02 悪性新生物＜腫瘍＞,7,7,8,11,14,25,45,106,202,348,654,1185,2534,3102,3846,4681,5058,3963,1794,568,65,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,9,28,61,120,146,164,157,123,95,37,6,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,14,16,27,84,124,351,389,530,646,657,587,255,93,9,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,4,7,13,23,27,54,92,201,220,331,434,415,411,207,79,10,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,10,10,18,41,73,137,149,175,165,187,124,59,15,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,1,0,0,1,1,1,0,9,19,32,83,214,263,349,509,467,273,104,32,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,2,4,18,24,81,121,168,224,307,243,154,56,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,5,13,21,56,86,223,301,336,410,405,287,111,30,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,9,25,41,103,204,488,664,821,917,1098,804,326,87,13,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,0,4,8,25,62,77,116,155,136,107,84,91,70,40,18,4,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,1,0,2,6,11,18,23,28,41,53,44,43,53,43,49,32,4,0,0
Se13 白血病,3,1,1,5,3,3,4,4,9,9,13,29,63,58,96,104,100,73,26,9,0,0
Se14 糖尿病,0,0,0,0,2,2,2,4,8,10,20,28,103,88,130,189,232,219,151,47,4,0
Se15 高血圧性疾患,0,0,0,0,0,1,0,1,5,5,4,8,15,24,52,60,116,133,150,93,32,0
Se16 心疾患（高血圧性を除く）,12,4,3,5,7,17,25,58,93,166,250,361,760,1014,1494,2217,3545,4131,3251,1603,351,3
Se17 急性心筋梗塞,1,0,0,0,1,3,7,10,29,62,83,122,230,296,392,560,815,833,481,168,26,2
Se18 その他の虚血性心疾患,0,1,0,0,2,5,2,20,18,38,68,78,204,253,383,522,744,667,465,174,32,1
Se19 不整脈及び伝導障害,3,0,1,1,2,4,5,12,24,23,38,55,124,166,242,323,541,581,442,189,33,0
Se20 心不全,2,0,2,2,1,5,3,8,14,26,30,65,124,202,317,584,1095,1610,1556,924,241,0
Se21 脳血管疾患,0,2,2,2,3,7,11,28,68,103,145,228,392,501,790,1331,2020,2357,1676,741,156,2
Se22 くも膜下出血,0,1,1,1,1,4,8,16,32,49,43,82,80,99,119,125,164,149,69,15,4,0
Se23 脳内出血,0,0,1,1,2,1,2,11,31,43,80,111,205,213,310,482,543,539,288,66,10,2
Se24 脳梗塞,0,0,0,0,0,1,0,0,3,5,16,28,87,175,343,688,1249,1613,1278,637,139,0
Se25 大動脈瘤及び解離,0,0,0,0,1,1,3,7,15,8,26,42,83,107,141,193,272,297,171,62,7,0
Se26 肺炎,8,3,1,0,3,5,4,5,12,25,37,89,179,331,550,1287,2299,2956,2303,1176,278,2
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,3,1,5,2,8,25,61,102,225,341,394,193,64,11,0
Se28 喘息,0,0,0,1,0,1,1,2,3,1,0,2,5,8,11,24,33,24,21,12,2,0
Se29 肝疾患,3,0,0,1,0,3,6,12,33,55,70,98,173,145,178,215,170,121,59,20,2,0
Se30 腎不全,0,0,0,0,1,0,1,0,4,10,10,20,51,70,122,272,437,590,453,188,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,10,42,136,540,1221,1891,1538,622,0
Se32 不慮の事故,16,5,2,21,38,35,32,43,52,75,79,95,212,262,402,582,703,665,358,152,24,3
Se33 交通事故,3,3,1,13,14,18,13,16,14,26,15,21,38,47,60,67,55,29,5,3,0,0
Se34 自殺,0,0,7,28,92,102,107,161,193,180,183,168,179,168,170,142,88,63,18,4,1,5
