,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,227,39,36,103,166,200,291,416,756,1371,1826,2635,4119,8056,11364,16132,22633,28649,24374,11458,2914,22
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,2,3,7,10,17,40,54,63,18,3,0
Se02 悪性新生物＜腫瘍＞,7,8,7,12,23,19,44,94,201,423,625,1039,1649,3381,4504,5334,5672,5223,3038,872,111,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,6,27,53,89,146,200,228,159,107,53,6,3,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,3,7,11,27,31,44,94,186,366,461,646,682,645,380,104,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,1,0,7,16,33,70,89,142,280,372,435,457,490,384,129,13,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,6,27,23,70,102,185,217,216,191,163,105,39,8,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,1,2,17,29,53,104,218,300,376,428,376,187,41,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,1,6,18,30,52,114,177,283,346,285,186,51,12,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,2,1,2,13,37,57,100,174,325,454,542,528,449,227,54,4,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,6,20,50,86,148,309,738,1060,1189,1207,1088,534,154,15,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,13,36,66,100,116,108,201,160,131,131,99,85,42,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,10,4,16,43,41,54,50,58,64,60,62,58,46,11,1,0
Se13 白血病,3,0,3,6,8,3,4,4,3,8,16,22,28,75,98,125,120,99,54,12,1,0
Se14 糖尿病,0,0,0,1,0,2,0,7,12,21,24,42,61,126,174,212,272,279,191,64,7,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,5,15,9,25,52,65,113,176,259,239,128,56,0
Se16 心疾患（高血圧性を除く）,9,1,1,4,10,10,24,42,93,199,256,420,642,1164,1703,2542,3917,5284,4792,2242,506,1
Se17 急性心筋梗塞,0,1,1,0,2,0,2,9,25,42,77,117,155,303,381,503,761,823,555,174,31,0
Se18 その他の虚血性心疾患,1,0,0,1,0,0,4,5,16,54,65,132,197,331,472,682,848,926,585,228,31,1
Se19 不整脈及び伝導障害,2,0,0,1,3,3,6,14,24,36,33,63,99,193,277,411,598,764,692,302,52,0
Se20 心不全,1,0,0,0,0,4,6,6,16,45,57,62,137,242,398,710,1324,2149,2446,1316,349,0
Se21 脳血管疾患,0,1,0,1,1,1,14,20,64,138,147,212,313,554,798,1240,1933,2361,1917,856,168,1
Se22 くも膜下出血,0,0,0,1,0,1,6,11,26,58,56,66,70,93,134,161,188,192,114,34,4,0
Se23 脳内出血,0,1,0,0,1,0,8,8,38,63,74,110,148,265,317,462,625,658,436,136,18,1
Se24 脳梗塞,0,0,0,0,0,0,0,1,0,12,15,27,83,179,314,581,1058,1453,1334,659,141,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,3,4,13,14,41,46,72,148,205,257,363,412,253,96,11,0
Se26 肺炎,5,0,0,0,0,2,1,7,21,21,41,82,134,317,523,1013,1803,2797,2498,1148,270,2
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,5,6,6,16,91,180,279,407,495,277,79,7,0
Se28 喘息,0,1,0,0,0,1,0,0,1,7,3,2,4,8,13,15,28,42,37,13,5,0
Se29 肝疾患,0,0,0,0,2,3,3,8,40,65,102,123,143,190,205,244,243,172,94,30,1,0
Se30 腎不全,0,0,0,0,0,0,0,1,6,12,16,17,55,104,153,272,466,669,595,233,35,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,18,80,267,959,2393,3718,2862,1126,1
Se32 不慮の事故,12,7,4,15,30,26,30,30,44,61,84,89,155,273,405,681,873,1025,701,249,49,3
Se33 交通事故,3,1,1,10,16,6,10,7,11,17,14,14,27,28,35,44,64,36,16,1,1,0
Se34 自殺,0,0,10,50,71,103,119,112,124,158,133,110,109,121,117,83,84,41,20,4,0,2
