,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,174,28,45,100,171,196,245,384,646,1314,2063,2791,4168,6649,13905,17789,25264,33289,30846,16341,4130,71
Se01 結核,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,8,20,33,34,19,7,0
Se02 悪性新生物＜腫瘍＞,2,6,4,11,13,17,41,74,165,384,668,948,1555,2543,5158,5654,6265,5860,3637,1122,147,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,0,1,6,20,36,62,94,212,190,174,129,44,15,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,11,12,31,57,66,123,253,537,617,690,653,401,131,14,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,4,4,4,20,43,64,83,138,225,447,480,565,603,478,156,24,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,2,10,27,34,50,83,146,248,245,219,201,125,48,8,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,0,1,0,3,14,27,53,88,156,301,308,406,381,227,65,7,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,5,7,26,53,69,181,219,295,319,244,55,12,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,1,10,30,65,117,181,289,578,631,669,558,311,91,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,6,11,29,71,123,280,526,1188,1319,1331,1122,600,169,18,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,21,26,54,111,106,101,139,206,162,178,155,108,42,14,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,5,17,36,42,71,60,55,92,78,79,65,28,11,2,0
Se13 白血病,0,1,2,1,0,2,3,1,3,10,19,29,54,72,139,154,169,144,67,15,2,0
Se14 糖尿病,0,0,0,0,0,2,5,5,11,25,40,37,80,95,195,230,315,340,257,91,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,2,2,11,11,18,31,41,99,114,187,292,264,174,50,1
Se16 心疾患（高血圧性を除く）,8,1,3,7,9,16,21,30,74,165,283,405,594,934,1983,2618,3875,5533,5412,2893,625,5
Se17 急性心筋梗塞,0,0,0,0,0,1,3,3,18,40,88,92,139,199,428,479,633,719,529,222,35,1
Se18 その他の虚血性心疾患,0,0,0,0,1,1,5,7,18,35,77,131,182,257,552,710,876,984,707,239,42,4
Se19 不整脈及び伝導障害,2,0,2,3,3,8,4,7,18,36,48,68,91,190,311,423,650,890,820,393,89,0
Se20 心不全,0,0,0,1,3,3,5,10,12,35,39,83,119,207,510,780,1333,2342,2798,1724,409,0
Se21 脳血管疾患,1,1,3,2,6,3,7,21,65,129,156,203,319,482,959,1264,1774,2326,1910,875,196,3
Se22 くも膜下出血,0,0,1,1,4,2,5,7,27,58,50,67,66,89,138,166,193,169,120,40,10,0
Se23 脳内出血,1,1,2,1,1,1,2,13,34,62,90,107,160,233,388,453,614,686,431,146,28,1
Se24 脳梗塞,0,0,0,0,1,0,0,0,3,6,11,20,75,138,400,607,908,1400,1291,660,147,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,3,6,22,40,79,105,112,261,300,403,428,322,125,10,1
Se26 肺炎,1,1,1,2,0,1,2,1,5,8,26,41,67,147,401,654,1209,1731,1775,908,161,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,1,0,7,7,18,44,151,256,342,356,282,92,8,0
Se28 喘息,0,0,0,0,0,0,0,0,0,0,1,4,2,4,8,12,12,23,24,11,4,0
Se29 肝疾患,2,0,0,0,0,0,5,16,31,61,101,151,158,189,244,205,261,210,106,31,0,0
Se30 腎不全,0,0,0,0,0,0,0,3,3,8,14,21,48,100,218,303,523,742,674,295,40,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,25,182,463,1522,3808,5948,4734,1821,0
Se32 不慮の事故,8,2,5,10,21,16,13,18,37,73,109,108,144,231,470,678,960,1138,857,333,57,6
Se33 交通事故,2,1,1,5,9,8,7,9,9,18,22,18,28,29,38,50,60,32,23,5,0,0
Se34 自殺,0,0,9,45,90,97,85,114,110,168,180,143,129,98,122,92,81,77,27,5,0,13
