,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,165,27,38,107,167,222,250,343,615,1185,1920,2536,3636,6121,12748,14868,21320,28050,25016,12855,3354,66
Se01 結核,0,0,0,0,0,0,0,0,0,0,3,1,6,1,11,11,19,28,41,19,0,0
Se02 悪性新生物＜腫瘍＞,3,4,9,18,20,21,37,71,162,393,652,951,1468,2632,5209,5313,5914,5885,3538,1103,155,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,2,12,23,32,62,80,193,207,155,134,52,11,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,2,6,8,9,31,57,68,164,289,567,578,624,658,390,152,17,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,3,3,7,21,35,57,88,111,229,442,439,556,583,467,160,30,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,5,33,34,65,83,141,248,204,211,207,105,31,3,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,2,2,7,30,50,88,138,333,334,395,399,217,48,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,0,2,2,18,16,46,94,212,234,346,332,198,73,16,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,1,5,27,61,92,180,281,576,607,640,542,322,81,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,3,11,44,76,137,253,586,1150,1248,1232,1113,618,174,21,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,4,8,23,57,99,106,94,129,196,148,130,147,96,46,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,7,16,27,45,67,53,42,74,61,84,57,35,15,0,0
Se13 白血病,1,3,2,2,3,1,3,3,12,16,13,29,39,73,129,140,141,86,51,10,2,0
Se14 糖尿病,0,0,0,0,0,2,1,5,7,17,26,47,43,85,197,155,233,278,178,71,11,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,2,13,12,23,34,90,95,137,211,214,163,50,0
Se16 心疾患（高血圧性を除く）,4,1,3,2,6,11,20,29,56,140,275,361,552,849,1713,2182,3375,4917,4785,2513,534,6
Se17 急性心筋梗塞,0,0,0,0,0,0,4,7,10,40,69,92,142,196,349,406,588,591,492,181,30,1
Se18 その他の虚血性心疾患,0,0,0,0,1,1,1,4,12,32,90,104,167,237,509,566,761,845,610,219,34,2
Se19 不整脈及び伝導障害,0,0,0,0,4,1,7,11,17,26,36,64,96,157,271,368,572,805,673,346,53,1
Se20 心不全,3,0,1,1,1,2,4,3,7,27,58,67,91,171,421,620,1121,2104,2434,1470,374,2
Se21 脳血管疾患,0,0,0,1,1,4,9,16,61,85,184,206,251,449,862,1099,1702,2175,1855,899,195,4
Se22 くも膜下出血,0,0,0,0,1,1,3,5,28,31,55,59,52,89,108,134,170,159,112,31,5,2
Se23 脳内出血,0,0,0,0,0,3,6,8,29,47,103,113,137,210,370,421,553,628,421,171,29,0
Se24 脳梗塞,0,0,0,1,0,0,0,2,4,4,23,30,47,129,366,506,935,1334,1268,675,154,1
Se25 大動脈瘤及び解離,0,0,0,1,0,1,0,7,6,17,38,48,81,126,264,272,378,434,321,115,20,0
Se26 肺炎,2,1,0,0,0,0,0,1,3,13,21,41,48,134,381,615,1136,1740,1608,775,151,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,2,1,1,4,19,37,169,236,336,360,240,89,12,0
Se28 喘息,1,0,0,0,1,0,0,0,1,3,3,1,3,4,13,9,14,17,18,12,6,1
Se29 肝疾患,0,0,0,1,1,0,3,17,41,71,110,136,147,169,254,190,237,202,92,32,2,0
Se30 腎不全,1,0,0,0,0,0,2,2,2,11,16,18,34,85,205,251,491,669,645,274,55,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,6,27,135,346,1182,3075,4812,3721,1536,0
Se32 不慮の事故,8,4,4,18,27,23,22,27,33,51,68,92,131,208,437,577,758,936,655,303,51,4
Se33 交通事故,0,3,1,11,16,14,6,7,12,20,11,20,27,27,41,48,47,46,18,4,1,0
Se34 自殺,0,0,7,48,83,115,99,102,124,160,156,151,113,87,120,105,76,51,24,8,2,6
