,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,213,42,39,90,189,195,325,421,834,1076,1674,2372,4205,7115,9055,11808,16981,19419,14617,6709,1863,38
Se01 結核,0,0,0,0,0,0,0,0,0,1,0,1,3,4,10,13,26,52,33,13,1,0
Se02 悪性新生物＜腫瘍＞,9,10,10,17,16,24,55,119,257,402,684,1104,2141,3665,4420,4954,5535,4693,2354,683,97,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,7,24,54,125,164,204,136,132,82,45,9,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,1,6,7,9,29,49,69,133,255,467,565,667,714,618,328,105,12,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,2,0,4,18,38,33,51,81,171,309,370,418,477,478,306,98,18,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,3,2,0,13,18,45,71,129,166,210,204,177,167,80,34,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,9,21,45,67,159,285,381,461,521,323,146,37,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,4,9,10,28,82,130,174,227,335,312,159,47,11,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,8,31,52,90,185,376,395,450,466,388,172,53,4,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,2,0,2,9,25,51,91,167,385,772,999,1027,1165,975,422,109,16,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,20,38,67,95,104,140,158,123,105,94,103,56,19,11,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,8,11,19,26,36,41,66,69,67,71,57,67,25,12,0,0
Se13 白血病,3,5,5,4,1,4,5,9,10,11,22,27,51,77,106,130,119,88,25,7,0,0
Se14 糖尿病,0,0,0,0,2,0,1,2,11,8,19,27,46,73,100,141,214,198,106,43,9,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,1,3,8,9,17,21,22,35,66,98,110,60,17,0
Se16 心疾患（高血圧性を除く）,9,4,1,3,4,7,24,46,95,133,205,242,466,831,1026,1447,2363,3058,2611,1262,310,4
Se17 急性心筋梗塞,0,0,0,1,0,0,4,9,29,38,62,67,132,228,267,342,458,501,321,115,15,1
Se18 その他の虚血性心疾患,0,0,0,0,2,2,4,9,20,33,64,63,120,249,260,349,414,451,311,130,32,2
Se19 不整脈及び伝導障害,0,1,1,1,1,2,7,9,16,31,30,39,73,112,153,225,386,491,389,151,36,0
Se20 心不全,2,0,0,0,0,2,5,9,19,16,26,40,83,143,226,360,811,1237,1294,735,211,1
Se21 脳血管疾患,0,1,0,1,0,3,11,21,67,81,122,159,273,423,594,920,1543,1884,1474,625,144,0
Se22 くも膜下出血,0,1,0,1,0,1,7,9,41,35,48,55,52,89,81,115,115,109,72,25,5,0
Se23 脳内出血,0,0,0,0,0,2,2,9,21,34,56,77,157,174,226,290,468,465,249,90,24,0
Se24 脳梗塞,0,0,0,0,0,0,2,3,4,10,13,19,53,146,272,494,933,1273,1117,504,110,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,4,9,12,12,25,43,79,94,136,194,253,139,51,3,0
Se26 肺炎,3,1,2,1,1,2,4,6,8,9,29,36,102,259,441,871,1637,2260,1839,811,225,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,0,0,5,5,19,50,109,174,310,331,171,57,12,0
Se28 喘息,1,0,0,0,0,0,0,1,2,2,4,1,3,7,5,13,14,27,14,10,4,0
Se29 肝疾患,1,1,0,1,0,2,5,6,29,45,86,76,114,144,152,144,125,102,70,18,3,1
Se30 腎不全,0,0,0,0,0,0,0,1,5,7,10,18,33,70,127,199,353,495,350,148,26,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,135,529,1293,1963,1469,680,0
Se32 不慮の事故,12,7,11,27,40,20,39,42,41,57,81,109,145,203,232,308,465,478,301,117,23,3
Se33 交通事故,3,3,5,15,18,8,18,28,17,15,24,34,27,39,40,51,51,31,10,3,0,0
Se34 自殺,0,0,5,30,94,96,128,101,165,161,173,173,156,179,171,113,114,64,29,9,1,4
