,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,238,44,45,94,199,257,370,576,907,1254,1785,2865,5548,7958,10967,15327,21690,24387,18045,8310,2225,35
Se01 結核,0,0,0,0,0,0,0,1,0,0,0,1,2,6,10,19,34,53,28,15,1,0
Se02 悪性新生物＜腫瘍＞,4,9,6,8,16,28,73,139,244,415,674,1209,2516,3623,4521,5036,5594,4604,2270,629,112,6
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,0,4,9,24,48,105,194,191,147,138,90,36,5,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,4,12,20,36,39,62,143,350,433,595,669,764,596,330,77,14,2
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,2,3,8,23,35,69,86,224,288,342,426,472,504,304,86,11,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,7,15,23,38,68,142,190,197,189,171,165,80,14,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,2,3,11,25,35,100,211,256,385,517,531,345,135,40,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,2,7,14,37,72,117,188,239,341,304,147,41,11,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,5,10,34,54,107,235,368,428,450,464,356,165,38,7,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,17,29,56,93,208,468,767,968,1048,1137,945,377,108,21,2
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,8,21,24,61,82,105,163,148,170,111,84,89,56,24,0,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,10,11,18,27,40,52,63,74,59,53,57,47,26,9,1,0
Se13 白血病,3,1,5,0,6,4,6,9,14,17,12,19,45,94,119,127,124,69,35,5,2,1
Se14 糖尿病,0,0,1,0,0,1,2,11,17,21,27,45,68,118,139,202,276,228,156,63,8,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,2,5,2,7,17,27,43,76,122,154,162,99,31,0
Se16 心疾患（高血圧性を除く）,6,2,3,5,11,13,36,62,127,186,264,423,804,1126,1613,2452,3772,4803,3685,1684,399,2
Se17 急性心筋梗塞,0,0,0,0,0,1,9,14,35,46,73,136,259,332,462,640,871,937,549,177,32,1
Se18 その他の虚血性心疾患,1,0,1,0,3,0,6,14,30,49,73,108,195,291,406,549,751,808,466,161,42,0
Se19 不整脈及び伝導障害,1,2,2,3,2,6,8,9,19,33,51,70,138,167,253,354,568,753,523,227,55,1
Se20 心不全,0,0,0,0,3,2,8,19,21,27,43,67,133,217,335,665,1229,1785,1710,959,239,0
Se21 脳血管疾患,0,1,1,1,2,8,7,28,84,102,168,223,430,576,913,1447,2134,2519,1813,799,167,0
Se22 くも膜下出血,0,1,1,1,0,5,4,20,32,45,65,66,118,115,144,158,219,166,108,22,5,0
Se23 脳内出血,0,0,0,0,2,3,2,8,45,44,83,119,198,270,334,491,641,623,324,111,11,0
Se24 脳梗塞,0,0,0,0,0,0,1,0,6,6,17,30,105,181,411,767,1215,1668,1331,643,144,0
Se25 大動脈瘤及び解離,0,0,0,1,0,2,3,3,16,17,26,46,74,139,163,230,368,348,225,52,9,0
Se26 肺炎,8,0,3,0,2,2,1,7,14,32,47,97,224,359,689,1360,2458,3347,2606,1196,286,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,1,0,0,0,2,2,5,21,61,135,194,367,392,216,72,8,0
Se28 喘息,0,0,0,0,0,1,2,1,2,0,2,3,6,8,9,18,30,27,39,18,3,0
Se29 肝疾患,0,0,0,1,0,2,7,22,28,56,84,117,164,193,206,201,209,146,64,14,5,1
Se30 腎不全,1,1,0,0,0,0,2,1,2,7,11,27,68,86,166,280,500,648,466,186,37,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,12,49,204,639,1475,2306,1683,769,0
Se32 不慮の事故,17,9,8,22,30,25,46,44,72,63,87,141,216,325,437,627,848,794,492,179,28,6
Se33 交通事故,3,5,2,15,18,12,19,16,17,14,25,36,35,43,56,59,80,32,14,1,1,0
Se34 自殺,0,0,8,39,93,120,125,147,167,186,148,152,162,185,122,105,89,48,20,7,0,8
