,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,206,31,34,104,157,200,278,452,767,1076,1551,2191,3958,6956,8675,11636,17006,19445,14703,6832,1933,46
Se01 結核,0,0,0,1,0,0,0,0,2,0,1,0,5,8,5,14,28,33,39,10,2,0
Se02 悪性新生物＜腫瘍＞,5,7,10,8,16,26,51,107,263,349,613,1056,2008,3623,4272,4772,5514,4696,2328,691,89,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,4,7,19,61,98,156,176,182,157,104,29,12,0,1
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,0,7,13,24,31,58,115,236,433,550,587,707,658,356,99,17,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,3,4,13,27,25,57,93,163,279,380,432,469,476,293,94,10,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,3,10,22,45,64,116,182,181,185,206,145,74,25,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,10,11,31,76,120,284,355,406,495,375,139,34,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,6,17,29,62,141,160,239,318,313,175,53,3,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,4,17,28,37,83,201,341,395,446,472,367,187,41,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,9,25,39,95,146,376,830,983,1016,1155,925,374,113,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,3,6,17,52,56,80,113,135,152,123,112,104,93,57,26,4,1
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,15,32,38,46,52,61,73,62,54,48,24,11,0,0
Se13 白血病,1,3,1,3,4,8,11,2,15,8,13,29,47,86,92,127,116,86,33,8,2,0
Se14 糖尿病,0,0,0,0,0,0,4,2,5,10,11,28,38,81,73,145,178,178,105,36,9,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,3,1,4,5,12,22,27,27,74,110,99,70,23,0
Se16 心疾患（高血圧性を除く）,9,0,0,3,4,8,17,43,82,129,177,246,457,775,926,1351,2203,2941,2487,1222,300,4
Se17 急性心筋梗塞,0,0,0,0,0,0,4,11,21,39,47,68,148,225,254,308,452,491,318,111,23,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,2,8,20,39,45,71,108,184,205,284,412,430,272,117,25,3
Se19 不整脈及び伝導障害,0,0,0,0,1,6,6,7,20,21,33,44,60,128,128,216,317,464,355,155,33,0
Se20 心不全,1,0,0,0,2,1,2,6,13,17,29,36,90,156,232,370,732,1191,1269,705,193,1
Se21 脳血管疾患,1,1,2,1,0,5,14,21,59,88,130,143,267,426,635,961,1572,1832,1486,637,125,0
Se22 くも膜下出血,0,1,2,0,0,2,7,15,32,39,53,46,64,93,106,123,172,137,71,23,3,0
Se23 脳内出血,1,0,0,0,0,2,6,4,21,39,63,76,141,189,223,326,459,425,262,83,15,0
Se24 脳梗塞,0,0,0,1,0,1,1,1,5,7,13,18,55,139,288,491,901,1231,1114,510,104,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,3,10,16,14,21,53,88,122,162,250,269,197,43,7,0
Se26 肺炎,7,1,0,1,1,1,4,5,5,22,26,42,116,278,449,864,1744,2372,1842,825,236,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,3,3,7,14,45,100,148,280,323,153,69,15,0
Se28 喘息,0,0,0,0,0,1,1,0,1,1,3,4,2,6,8,15,14,24,10,12,3,0
Se29 肝疾患,0,0,0,2,1,2,6,18,29,58,82,89,139,145,136,165,181,132,53,18,1,0
Se30 腎不全,0,0,0,0,0,0,0,3,3,5,12,13,40,77,108,197,347,405,364,139,31,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,12,40,161,578,1415,2090,1572,723,0
Se32 不慮の事故,12,7,4,29,34,24,29,38,49,55,68,101,101,182,218,303,413,428,305,110,26,4
Se33 交通事故,3,1,2,21,18,14,17,15,20,26,20,25,28,46,39,57,55,39,14,0,0,0
Se34 自殺,0,0,10,34,72,98,105,130,139,167,174,111,148,162,148,127,105,64,26,4,0,4
