,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,209,39,36,112,179,222,269,434,819,1270,1767,2553,4277,8679,10018,14254,21446,25224,20473,9452,2559,79
Se01 結核,0,0,0,0,0,0,1,0,0,2,0,0,2,6,7,13,32,47,46,10,1,0
Se02 悪性新生物＜腫瘍＞,4,8,13,13,11,23,49,105,222,425,636,1060,1848,3890,4202,5033,5792,5083,2748,751,114,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,10,10,21,37,81,177,201,166,146,96,34,10,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,10,24,56,66,124,183,463,542,612,749,632,366,85,9,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,2,4,12,18,35,47,79,157,311,337,437,493,530,352,109,22,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,8,11,15,35,81,110,199,200,227,214,168,79,25,2,2
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,3,4,12,15,36,48,137,293,303,387,556,391,185,32,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,1,0,0,0,0,5,10,11,23,57,135,148,235,324,329,174,58,10,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,5,11,30,49,103,188,429,420,461,475,402,209,62,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,8,18,41,78,157,313,806,939,1044,1195,1027,521,134,15,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,6,12,37,65,88,102,120,164,148,132,116,105,94,31,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,12,10,21,33,42,41,57,63,65,62,63,72,34,5,2,0
Se13 白血病,1,0,7,4,0,2,4,3,7,18,21,33,51,88,82,141,119,93,40,9,1,0
Se14 糖尿病,0,0,0,0,1,0,2,4,10,21,27,35,59,124,124,186,246,235,166,57,9,0
Se15 高血圧性疾患,0,0,0,0,0,0,2,0,2,3,5,8,16,36,35,50,110,161,187,91,24,1
Se16 心疾患（高血圧性を除く）,5,2,1,5,7,14,23,48,108,167,246,350,574,1229,1399,2136,3535,4508,3944,1794,429,8
Se17 急性心筋梗塞,0,0,0,0,0,4,1,9,30,48,73,90,149,328,362,489,756,779,565,167,32,2
Se18 その他の虚血性心疾患,0,0,0,0,0,1,4,10,27,45,68,78,150,328,368,536,664,730,508,162,32,5
Se19 不整脈及び伝導障害,0,1,0,2,5,4,11,9,22,20,39,73,109,215,213,339,578,741,569,266,51,0
Se20 心不全,0,0,0,0,1,2,4,6,12,29,37,66,104,238,309,556,1110,1750,1850,1028,267,1
Se21 脳血管疾患,0,0,1,4,0,7,5,33,79,112,179,208,337,591,775,1188,1984,2322,1853,788,164,5
Se22 くも膜下出血,0,0,0,3,0,4,2,14,44,52,68,58,87,109,129,131,204,179,97,19,2,0
Se23 脳内出血,0,0,1,1,0,2,3,15,32,50,90,121,165,262,293,423,643,598,386,112,10,3
Se24 脳梗塞,0,0,0,0,0,1,0,3,3,3,18,25,72,201,327,594,1090,1482,1318,633,146,2
Se25 大動脈瘤及び解離,0,0,0,0,1,1,3,1,6,19,32,53,86,165,166,266,366,422,258,82,9,1
Se26 肺炎,5,1,1,2,1,1,5,4,13,20,31,47,153,378,565,1051,2132,2953,2508,1180,282,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,2,0,5,8,17,65,127,172,390,382,216,71,19,0
Se28 喘息,0,0,0,0,0,0,1,1,0,3,1,1,4,6,6,14,21,25,27,16,4,0
Se29 肝疾患,1,2,0,0,2,2,4,15,33,61,81,108,153,200,166,212,197,147,60,27,1,1
Se30 腎不全,0,0,0,0,0,0,1,0,1,7,10,15,38,106,127,235,425,648,493,197,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,18,62,203,794,1944,3073,2307,954,0
Se32 不慮の事故,19,9,2,32,33,21,28,41,57,61,75,123,165,302,351,547,825,822,523,193,52,4
Se33 交通事故,1,6,1,20,18,8,13,22,25,22,16,29,24,60,54,59,97,49,21,3,0,0
Se34 自殺,0,0,4,32,79,104,88,99,142,149,142,125,125,141,112,89,86,47,17,3,0,8
