,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,198,29,40,102,140,167,219,371,630,1120,1634,2130,3553,6407,10038,14173,18928,23923,21540,10378,2651,57
Se01 結核,0,0,0,0,0,0,0,0,1,0,1,0,5,2,10,13,27,67,49,20,2,0
Se02 悪性新生物＜腫瘍＞,9,6,6,17,12,21,32,88,181,378,590,927,1599,2894,4474,5334,5501,5193,3111,925,122,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,4,6,14,45,71,112,197,201,146,101,40,10,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,3,7,12,15,42,52,73,166,306,520,606,657,602,384,100,14,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,2,2,4,19,36,45,91,159,263,379,429,477,532,397,149,17,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,3,4,33,41,51,97,157,186,201,190,163,112,32,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,1,6,7,23,43,110,194,307,378,424,390,179,46,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,1,7,13,25,42,103,183,234,282,347,204,62,9,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,6,11,34,51,91,165,330,477,561,561,457,236,70,12,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,5,17,40,80,137,284,583,1025,1224,1145,987,560,146,19,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,2,1,15,42,61,90,109,100,155,161,131,127,113,84,40,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,13,15,25,41,59,46,58,71,71,70,48,39,10,4,0
Se13 白血病,2,1,0,5,0,3,2,9,9,11,15,21,31,62,110,118,149,113,52,19,1,0
Se14 糖尿病,0,0,0,0,1,0,3,1,8,9,23,25,55,90,131,140,207,238,161,60,6,1
Se15 高血圧性疾患,1,0,0,0,0,0,0,2,3,4,6,13,14,28,49,72,106,167,195,100,37,1
Se16 心疾患（高血圧性を除く）,8,0,5,0,5,12,12,43,60,125,222,257,442,793,1230,1806,2725,3780,3869,1924,417,3
Se17 急性心筋梗塞,0,0,1,0,0,0,2,10,14,29,54,76,121,167,284,398,433,535,406,134,24,0
Se18 その他の虚血性心疾患,0,0,0,0,1,2,0,10,15,29,65,78,123,226,334,417,557,598,432,157,38,2
Se19 不整脈及び伝導障害,1,0,2,0,1,2,4,9,18,32,36,41,70,150,205,278,413,631,569,263,51,0
Se20 心不全,2,0,1,0,1,4,4,8,5,23,36,31,80,169,293,499,995,1578,1984,1159,271,1
Se21 脳血管疾患,1,1,1,1,0,5,11,24,64,103,158,152,247,495,702,1098,1610,1927,1735,746,160,1
Se22 くも膜下出血,0,0,0,1,0,3,4,12,31,47,47,42,62,98,111,131,155,158,102,30,3,0
Se23 脳内出血,1,1,0,0,0,2,4,10,29,48,94,87,131,217,300,373,501,517,370,131,16,1
Se24 脳梗塞,0,0,0,0,0,0,1,2,2,7,14,17,48,160,272,550,921,1209,1222,564,135,0
Se25 大動脈瘤及び解離,0,0,0,0,1,0,1,1,7,18,32,52,73,116,168,266,338,373,248,82,9,0
Se26 肺炎,1,1,0,0,2,2,7,7,5,10,16,25,72,190,370,774,1381,2048,2007,956,212,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,1,5,6,16,48,126,248,324,408,295,67,9,0
Se28 喘息,2,0,0,0,0,0,0,1,0,2,2,3,2,2,4,13,18,26,28,10,6,0
Se29 肝疾患,3,1,0,1,0,0,3,12,26,52,92,105,149,158,176,209,194,153,84,15,2,0
Se30 腎不全,0,0,0,0,0,1,2,1,1,8,14,13,30,94,156,217,357,572,518,211,32,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,18,77,281,940,2264,3586,2839,1098,0
Se32 不慮の事故,8,4,5,23,13,11,20,24,28,60,54,68,116,192,291,434,576,661,508,223,42,5
Se33 交通事故,3,2,1,16,9,4,8,9,10,18,18,28,28,51,54,57,57,45,21,4,0,0
Se34 自殺,0,0,7,36,77,78,95,95,123,160,147,124,110,103,131,114,89,56,19,3,1,1
