,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,243,36,34,101,202,265,322,513,787,1091,1559,2539,5219,6005,8216,11867,15939,16668,11828,5951,1510,40
Se01 結核,0,0,0,0,0,0,0,0,0,0,1,4,7,6,19,23,40,54,27,9,3,0
Se02 悪性新生物＜腫瘍＞,12,10,8,4,16,35,56,128,237,397,647,1208,2753,3111,3820,4739,5132,3867,1875,586,91,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,13,28,57,133,156,154,158,101,77,27,11,2,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,2,6,16,31,47,67,181,380,381,553,611,691,522,296,89,7,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,4,5,7,23,33,55,89,203,228,296,411,434,414,228,77,19,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,8,12,23,46,63,167,144,198,185,175,121,76,20,1,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,1,0,0,1,2,0,4,8,17,42,95,232,266,320,487,452,277,133,24,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,1,1,5,10,9,31,97,120,157,234,326,272,149,57,9,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,4,12,20,55,112,246,277,353,409,422,303,125,41,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,15,20,56,81,194,500,696,801,1025,1154,758,309,90,15,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,4,5,17,37,51,78,109,158,131,122,97,78,72,45,18,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,2,17,25,30,38,37,71,64,55,43,56,52,29,7,0,0
Se13 白血病,6,2,2,2,5,9,7,8,8,12,9,36,54,85,79,98,107,71,22,5,2,0
Se14 糖尿病,0,0,1,0,0,0,0,3,4,8,13,42,56,91,125,164,186,180,118,37,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,3,3,6,2,11,11,24,48,60,91,105,66,23,1
Se16 心疾患（高血圧性を除く）,8,3,1,6,9,11,20,60,93,136,196,264,557,626,895,1439,2192,2681,2207,1121,283,2
Se17 急性心筋梗塞,0,0,0,0,1,2,1,13,25,47,78,72,167,178,244,372,487,487,327,109,18,0
Se18 その他の虚血性心疾患,0,0,0,0,3,2,4,15,20,30,35,76,150,151,201,300,376,376,272,105,19,1
Se19 不整脈及び伝導障害,2,0,0,3,3,2,8,12,20,25,32,43,85,94,153,228,344,391,295,127,39,0
Se20 心不全,3,0,0,2,2,3,5,14,12,16,36,43,101,119,193,387,754,1125,1095,666,189,1
Se21 脳血管疾患,0,0,1,1,1,5,8,31,48,88,118,181,350,417,677,1087,1634,1908,1374,708,133,0
Se22 くも膜下出血,0,0,0,1,0,0,4,9,29,35,46,51,74,80,95,109,183,120,64,25,2,0
Se23 脳内出血,0,0,1,0,1,4,4,19,16,45,56,90,184,189,254,373,435,417,217,95,12,0
Se24 脳梗塞,0,0,0,0,0,0,0,3,2,6,15,32,80,139,310,580,980,1337,1074,574,116,0
Se25 大動脈瘤及び解離,0,0,0,0,1,2,0,3,13,12,17,26,52,65,87,138,257,224,121,49,2,0
Se26 肺炎,5,3,1,4,6,4,5,9,11,20,22,72,127,237,486,972,1687,2231,1673,849,193,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,0,3,3,8,26,45,81,197,321,282,134,56,12,0
Se28 喘息,0,0,0,0,0,0,2,3,3,1,1,0,4,6,8,14,24,34,18,5,3,0
Se29 肝疾患,1,0,0,0,0,0,4,12,25,48,62,81,146,134,130,162,171,112,40,8,5,1
Se30 腎不全,1,0,0,0,1,0,0,3,4,6,8,21,44,59,115,210,364,430,310,147,30,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,8,27,99,344,844,1245,1100,460,0
Se32 不慮の事故,19,7,8,29,34,36,33,43,46,46,64,91,134,158,234,331,409,399,226,114,28,3
Se33 交通事故,4,2,3,23,24,18,9,16,22,18,18,18,36,29,45,62,48,29,12,0,0,0
Se34 自殺,0,0,6,36,106,118,146,141,180,182,171,181,222,189,161,138,119,58,20,8,0,6
