,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,217,31,33,111,180,205,285,413,754,1153,1537,2282,3849,7770,8810,12851,18737,21781,17762,8389,2275,32
Se01 結核,0,0,0,0,0,0,0,0,0,1,1,1,0,7,6,14,41,47,37,21,2,0
Se02 悪性新生物＜腫瘍＞,10,13,7,7,17,33,60,94,211,408,602,1043,1951,3939,4155,5053,5846,5046,2706,756,127,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,10,9,14,44,92,183,180,170,137,108,31,12,3,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,3,5,12,14,34,50,121,236,489,471,595,735,665,349,93,21,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,4,6,19,41,46,74,174,337,305,409,503,492,340,107,17,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,2,3,3,9,17,35,51,133,206,193,201,206,167,88,20,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,0,3,2,7,17,33,83,150,298,331,434,496,387,158,37,10,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,0,3,8,10,25,64,133,166,245,320,311,188,54,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,7,7,31,46,87,178,376,422,527,508,427,220,56,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,1,0,1,0,0,3,3,9,21,46,76,149,346,837,958,1097,1229,976,474,132,12,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,5,14,42,61,78,123,113,197,146,128,123,95,76,25,4,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,2,2,13,18,30,38,42,45,78,49,66,51,50,31,5,3,0
Se13 白血病,3,5,1,3,4,6,3,5,8,17,17,27,42,83,120,127,140,96,47,17,1,0
Se14 糖尿病,0,0,0,0,1,0,2,0,10,11,23,36,35,98,107,140,189,233,145,53,11,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,0,6,1,5,10,19,26,40,69,112,123,82,30,0
Se16 心疾患（高血圧性を除く）,6,1,0,1,18,12,16,41,89,150,158,243,418,841,1029,1491,2540,3312,3085,1447,347,2
Se17 急性心筋梗塞,0,0,0,0,0,0,5,7,21,53,35,73,136,231,274,353,488,536,332,140,19,1
Se18 その他の虚血性心疾患,0,0,0,0,2,4,2,11,16,38,43,57,107,209,259,313,472,477,354,135,38,0
Se19 不整脈及び伝導障害,0,0,0,0,4,1,3,12,18,26,28,44,75,139,160,237,428,539,457,206,36,0
Se20 心不全,3,0,0,0,6,3,2,3,13,23,32,36,67,164,219,424,844,1334,1560,853,225,0
Se21 脳血管疾患,1,0,1,0,2,1,9,20,61,106,127,161,265,533,591,1118,1642,1969,1613,723,164,0
Se22 くも膜下出血,0,0,0,0,1,0,4,10,24,48,44,50,76,122,73,122,152,148,88,35,4,0
Se23 脳内出血,1,0,1,0,1,1,3,9,29,49,62,96,122,234,231,396,483,480,323,99,21,0
Se24 脳梗塞,0,0,0,0,0,0,2,0,5,9,20,12,57,161,273,577,969,1291,1163,574,138,0
Se25 大動脈瘤及び解離,0,0,0,1,0,1,0,4,13,7,18,38,59,133,153,211,308,340,200,76,10,0
Se26 肺炎,5,2,0,1,2,4,3,9,12,13,25,49,107,313,446,965,1854,2549,2256,1033,268,2
Se27 慢性閉塞性肺疾患,0,0,0,0,1,0,1,0,0,1,2,3,19,61,101,196,284,348,191,62,8,0
Se28 喘息,0,0,0,0,0,1,0,4,2,3,4,4,2,3,5,8,24,20,18,10,2,0
Se29 肝疾患,1,0,0,2,0,1,3,8,33,61,84,105,124,165,140,171,196,139,66,19,4,0
Se30 腎不全,0,0,1,1,1,0,1,2,2,5,13,16,36,90,124,228,371,536,402,173,29,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,16,46,160,673,1637,2767,2086,884,0
Se32 不慮の事故,13,5,5,28,26,26,27,38,45,42,63,85,105,190,239,372,499,509,356,150,28,3
Se33 交通事故,2,4,3,18,16,17,10,17,22,16,24,28,32,43,51,62,71,38,17,2,2,0
Se34 自殺,0,0,7,42,84,96,111,120,164,155,138,150,124,151,121,122,97,72,25,2,0,5
