,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,216,26,44,101,179,197,257,409,769,1064,1528,2199,3798,7463,8231,11559,16780,19318,15759,6905,2018,42
Se01 結核,0,0,0,0,0,0,0,0,0,1,1,0,4,9,7,20,34,50,23,10,0,0
Se02 悪性新生物＜腫瘍＞,3,8,5,9,15,23,53,99,256,372,661,1033,1935,3965,4005,4877,5677,4823,2567,683,118,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,5,8,20,54,88,178,178,178,128,96,39,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,3,1,13,31,36,58,111,211,455,461,620,702,618,315,100,15,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,10,17,44,53,95,188,353,351,413,503,523,340,101,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,3,12,22,39,61,122,187,179,206,179,152,75,16,6,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,10,21,32,64,131,311,323,402,505,383,174,51,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,5,8,16,31,59,144,139,222,320,333,189,46,7,1
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,2,12,21,57,103,204,387,385,494,528,394,187,56,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,9,17,37,75,150,327,825,898,1044,1158,949,448,99,19,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,12,13,51,57,103,104,136,178,141,127,122,100,79,30,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,6,20,21,45,46,49,76,55,49,58,45,29,8,1,0
Se13 白血病,0,1,1,3,4,3,7,6,13,7,21,22,39,112,87,117,131,101,30,4,2,0
Se14 糖尿病,0,0,0,0,0,1,0,1,3,8,14,13,54,87,96,138,189,184,123,37,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,0,2,5,5,6,19,20,39,71,102,94,70,30,0
Se16 心疾患（高血圧性を除く）,10,2,3,6,11,21,23,32,84,125,177,266,437,782,889,1320,2276,2915,2734,1237,341,6
Se17 急性心筋梗塞,0,0,0,0,0,1,1,9,22,30,59,78,121,205,206,265,449,438,343,98,19,1
Se18 その他の虚血性心疾患,0,0,0,0,4,2,6,5,19,37,42,78,114,213,219,304,407,425,294,114,29,5
Se19 不整脈及び伝導障害,3,1,0,2,3,8,7,5,16,20,30,38,60,143,136,211,358,479,406,142,45,0
Se20 心不全,0,1,1,2,1,7,4,7,12,18,22,40,92,144,201,371,799,1196,1367,729,222,0
Se21 脳血管疾患,0,1,1,4,3,2,12,21,54,80,108,149,243,446,578,919,1447,1775,1461,583,154,2
Se22 くも膜下出血,0,0,1,2,2,2,7,10,28,37,43,54,62,105,96,120,158,134,73,21,6,0
Se23 脳内出血,0,1,0,2,1,0,4,11,22,34,55,70,115,172,217,280,420,420,285,77,9,0
Se24 脳梗塞,0,0,0,0,0,0,1,0,2,5,5,24,59,155,250,490,837,1167,1078,471,133,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,0,4,8,20,20,28,42,116,100,154,209,271,159,46,4,1
Se26 肺炎,10,1,1,0,1,0,2,4,7,7,30,42,100,232,437,827,1549,2144,1832,825,193,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,1,6,12,52,100,176,260,323,207,49,10,0
Se28 喘息,0,0,0,0,0,0,0,0,2,1,2,4,4,3,5,10,13,25,29,9,2,0
Se29 肝疾患,2,0,0,0,0,0,5,6,27,52,66,91,106,171,117,161,161,107,61,19,0,0
Se30 腎不全,0,0,0,0,0,0,0,4,2,6,9,17,33,95,100,191,327,439,375,151,26,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,12,40,150,544,1419,2291,1650,764,0
Se32 不慮の事故,12,5,10,35,33,33,20,35,46,57,61,89,107,206,204,280,396,454,318,125,33,2
Se33 交通事故,2,1,4,20,18,19,6,13,19,17,21,25,21,48,37,36,47,34,12,0,0,0
Se34 自殺,0,0,7,28,95,88,107,128,141,157,137,124,123,176,125,106,102,70,30,2,3,6
