,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,180,34,27,92,177,154,223,327,591,1147,1600,2314,3541,6984,9667,13711,19236,23900,20983,9932,2442,24
Se01 結核,0,0,0,0,1,0,0,0,0,1,1,1,4,5,8,13,22,41,39,13,1,0
Se02 悪性新生物＜腫瘍＞,7,9,6,11,15,15,41,63,176,375,596,966,1559,3037,4023,4746,5259,4775,2744,807,95,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,3,12,16,40,73,111,166,179,151,107,36,13,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,4,2,6,21,31,41,91,158,322,461,520,684,563,332,103,6,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,6,17,29,56,92,145,272,337,416,479,457,349,118,10,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,9,16,35,66,105,175,199,192,179,160,88,24,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,0,0,0,0,1,0,9,10,17,52,93,204,270,342,434,364,168,39,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,1,7,12,31,51,110,176,233,262,296,202,68,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,5,6,26,62,111,172,328,442,524,515,426,206,63,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,3,13,44,78,141,277,601,915,1053,1077,925,470,126,18,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,11,34,65,82,111,118,175,145,128,106,106,86,25,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,1,0,1,4,9,21,29,35,52,48,66,65,64,53,53,23,8,1,0
Se13 白血病,1,4,1,5,4,2,6,1,10,11,17,21,26,71,99,118,115,87,43,8,1,0
Se14 糖尿病,0,0,0,1,0,0,1,3,8,15,25,30,41,111,116,175,213,236,154,55,4,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,2,5,3,14,21,39,73,77,137,189,193,131,39,0
Se16 心疾患（高血圧性を除く）,3,2,1,4,7,9,11,33,72,143,229,304,468,913,1277,2020,3100,4266,3873,1932,392,3
Se17 急性心筋梗塞,0,0,0,0,1,1,2,6,15,37,43,71,117,248,305,437,545,624,424,173,20,0
Se18 その他の虚血性心疾患,0,0,0,0,1,1,2,6,15,38,67,100,137,243,353,510,647,715,450,151,29,2
Se19 不整脈及び伝導障害,0,0,0,3,2,1,2,7,18,25,37,47,80,151,194,296,472,656,568,241,41,0
Se20 心不全,0,0,0,0,1,5,2,7,13,25,52,51,92,179,311,580,1093,1794,2013,1142,264,1
Se21 脳血管疾患,1,2,1,0,1,3,7,23,44,104,132,174,261,489,696,1062,1619,2059,1702,764,138,0
Se22 くも膜下出血,0,0,0,0,1,3,3,12,25,37,49,51,57,110,110,142,148,152,94,19,6,0
Se23 脳内出血,0,1,0,0,0,0,4,11,16,58,66,90,142,218,277,387,523,572,365,126,9,0
Se24 脳梗塞,0,0,0,0,0,0,0,0,2,5,11,22,51,147,283,492,899,1277,1207,592,119,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,2,2,5,20,23,51,56,121,194,223,293,329,235,85,5,0
Se26 肺炎,2,0,1,0,1,0,3,3,9,20,28,45,105,225,436,833,1468,2192,2203,970,239,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,1,2,0,8,25,48,131,228,300,393,235,79,7,0
Se28 喘息,0,0,0,0,0,0,0,1,0,2,2,2,0,5,12,10,32,34,31,12,3,0
Se29 肝疾患,1,0,0,1,0,1,6,12,20,67,89,112,139,174,195,180,208,172,84,24,6,0
Se30 腎不全,0,0,0,0,0,0,2,2,2,4,10,15,36,97,136,243,419,589,531,229,35,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,19,61,193,793,2009,3320,2436,985,2
Se32 不慮の事故,14,2,1,5,15,26,19,22,36,46,69,86,122,233,302,501,655,764,522,187,35,2
Se33 交通事故,0,1,0,4,4,12,3,3,13,13,20,15,16,37,41,42,39,26,15,2,0,0
Se34 自殺,0,0,6,56,98,64,87,102,105,169,142,115,110,121,115,83,67,61,22,6,0,2
