,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,257,44,46,117,213,253,327,578,898,1160,1705,2662,5427,6725,9171,13376,18179,19461,13994,6730,1773,56
Se01 結核,0,0,0,0,0,0,0,0,1,0,1,3,3,2,14,24,49,38,36,5,3,0
Se02 悪性新生物＜腫瘍＞,14,5,11,14,14,23,50,129,268,396,694,1267,2731,3492,4277,5225,5633,4379,2095,630,106,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,1,5,10,28,64,119,162,187,163,149,94,34,11,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,4,4,15,30,36,83,170,339,450,617,728,764,626,318,120,14,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,9,19,32,50,102,236,284,328,409,463,461,272,87,17,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,12,23,33,58,153,188,173,198,202,134,59,26,7,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,0,0,1,1,2,2,10,19,37,84,247,280,395,565,507,325,107,29,3,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,2,12,13,44,100,133,182,246,328,298,165,59,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,3,16,31,60,112,277,334,408,414,452,314,164,28,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,9,31,51,100,202,508,746,932,1114,1241,834,370,84,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,3,22,42,49,95,127,156,130,122,105,92,90,47,16,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,0,3,14,23,23,36,38,63,50,51,54,74,58,29,14,3,0
Se13 白血病,5,2,5,4,3,3,4,10,13,8,16,25,53,92,103,118,116,69,30,7,0,0
Se14 糖尿病,0,0,1,1,1,1,0,11,11,14,25,31,62,93,120,183,207,187,116,48,6,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,0,0,8,7,21,16,30,45,68,111,136,79,19,0
Se16 心疾患（高血圧性を除く）,7,3,3,5,14,16,18,43,98,123,191,278,608,733,1034,1703,2557,3164,2660,1213,288,6
Se17 急性心筋梗塞,1,0,0,0,0,0,1,13,24,37,61,88,205,211,291,404,553,562,394,158,19,2
Se18 その他の虚血性心疾患,0,1,0,1,2,3,3,6,20,27,39,53,148,189,231,327,467,473,310,129,25,4
Se19 不整脈及び伝導障害,0,0,0,1,4,6,6,9,22,13,32,58,98,103,156,260,375,485,364,122,26,0
Se20 心不全,1,0,0,0,3,3,5,8,20,25,34,47,99,146,247,511,876,1272,1314,675,199,0
Se21 脳血管疾患,1,0,3,2,6,5,13,44,80,106,151,232,399,467,713,1246,1901,2098,1538,704,154,2
Se22 くも膜下出血,0,0,1,1,4,2,8,14,37,42,71,75,96,93,86,147,171,147,65,25,2,0
Se23 脳内出血,1,0,2,1,0,2,3,25,37,55,63,115,209,188,288,404,526,439,266,87,17,1
Se24 脳梗塞,0,0,0,0,1,1,1,2,4,7,15,31,82,175,322,669,1157,1458,1180,572,128,1
Se25 大動脈瘤及び解離,0,0,0,0,0,2,1,6,11,17,16,29,74,90,135,215,281,275,172,39,4,0
Se26 肺炎,6,2,1,2,1,4,4,7,13,19,36,47,173,253,496,1068,1917,2525,1872,936,237,0
Se27 慢性閉塞性肺疾患,0,1,0,0,0,0,0,0,0,0,2,4,27,48,83,196,347,339,155,80,15,0
Se28 喘息,0,0,0,0,0,0,0,3,4,5,2,6,4,10,4,14,26,36,20,11,4,0
Se29 肝疾患,0,0,0,0,0,2,6,12,36,45,64,92,149,143,148,159,148,111,46,22,2,1
Se30 腎不全,0,0,0,0,0,0,0,3,2,8,10,22,55,69,133,234,410,510,367,155,38,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,6,35,122,467,1138,1645,1352,570,1
Se32 不慮の事故,18,12,2,22,35,33,36,58,58,63,63,89,178,214,279,414,519,516,307,123,29,4
Se33 交通事故,3,5,2,17,25,20,18,25,22,22,24,26,44,52,66,93,71,44,14,4,0,0
Se34 自殺,0,0,8,55,106,122,138,171,183,200,194,194,225,182,163,145,106,84,30,10,1,8
