,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,308,37,57,102,219,284,369,582,889,1250,1846,2984,5989,7636,10714,15752,21642,23654,16738,8171,2069,81
Se01 結核,0,0,0,0,0,0,0,1,1,1,0,0,6,5,10,29,34,44,25,5,3,0
Se02 悪性新生物＜腫瘍＞,8,7,14,16,16,31,57,120,239,385,682,1272,2659,3420,4341,5421,5741,4500,2152,632,81,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,2,12,27,54,97,157,183,174,136,76,36,6,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,0,5,7,17,25,40,74,163,358,451,550,727,753,660,316,91,12,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,1,1,1,3,5,14,21,36,60,106,196,277,332,449,542,451,293,108,15,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,6,12,24,54,79,164,148,213,184,197,160,76,34,7,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,3,13,14,37,102,213,325,402,588,585,355,145,24,1,1
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,7,15,29,71,118,212,273,321,286,171,65,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,6,33,49,103,244,311,429,495,443,322,153,31,1,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,3,11,15,46,99,202,527,762,938,1191,1167,866,349,110,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,2,16,30,52,80,113,155,143,130,105,102,90,53,15,3,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,12,25,25,27,41,62,48,54,64,64,48,27,7,0,0
Se13 白血病,4,2,6,7,8,8,9,3,12,9,24,30,54,77,113,123,119,70,36,9,1,0
Se14 糖尿病,0,0,0,0,2,3,2,4,7,17,30,45,79,117,154,212,282,244,161,55,7,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,2,1,6,11,34,16,35,58,104,157,169,119,41,1
Se16 心疾患（高血圧性を除く）,13,1,5,4,12,9,55,53,120,174,268,432,875,1084,1559,2563,3832,4660,3413,1733,346,6
Se17 急性心筋梗塞,0,0,0,0,0,0,7,11,24,51,80,129,290,344,422,628,846,915,525,174,28,0
Se18 その他の虚血性心疾患,0,0,1,0,5,1,13,7,41,41,77,114,218,286,391,609,740,807,446,208,25,4
Se19 不整脈及び伝導障害,2,0,0,2,2,2,17,9,19,33,46,75,135,141,237,397,589,677,454,209,29,1
Se20 心不全,3,1,0,0,1,2,8,13,22,29,38,77,158,208,356,676,1253,1758,1641,986,235,1
Se21 脳血管疾患,1,0,3,3,5,5,16,38,61,110,143,264,465,603,902,1490,2130,2531,1833,762,163,0
Se22 くも膜下出血,0,0,0,2,3,5,7,20,33,43,49,87,107,117,141,168,190,156,76,32,2,0
Se23 脳内出血,1,0,2,1,1,0,7,15,17,59,75,130,237,268,343,489,604,591,320,78,17,0
Se24 脳梗塞,0,0,1,0,0,0,2,2,8,7,11,38,104,203,389,776,1281,1711,1383,629,139,0
Se25 大動脈瘤及び解離,0,0,0,1,1,0,2,4,11,11,23,52,92,129,177,249,356,344,166,53,7,0
Se26 肺炎,7,2,3,2,5,7,2,12,11,25,29,63,195,310,673,1260,2407,3224,2412,1240,303,2
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,0,2,1,4,9,26,55,102,203,371,395,220,83,6,0
Se28 喘息,0,0,0,1,0,0,0,2,3,2,3,2,4,9,7,20,34,43,23,28,5,0
Se29 肝疾患,0,0,0,0,0,2,6,28,43,73,93,109,184,194,189,202,213,137,58,20,1,0
Se30 腎不全,1,0,0,0,2,0,1,0,4,7,12,27,64,94,164,278,463,631,464,200,31,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,7,44,168,581,1328,1966,1572,691,3
Se32 不慮の事故,17,3,13,25,42,47,38,49,65,75,99,151,249,325,477,681,885,810,414,163,36,12
Se33 交通事故,3,2,8,21,27,26,16,21,24,22,31,40,47,50,99,94,77,48,16,3,1,0
Se34 自殺,0,0,9,33,84,129,128,172,166,170,175,170,218,154,128,107,86,51,22,7,0,16
