,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,169,35,42,112,173,181,221,399,627,1156,1673,2383,3573,6489,9764,13201,17516,22098,19279,9127,2206,51
Se01 結核,0,0,0,0,0,0,0,0,1,0,1,0,3,7,7,17,31,38,41,23,0,1
Se02 悪性新生物＜腫瘍＞,7,9,11,13,10,24,31,112,176,393,638,981,1651,3050,4511,5307,5566,5109,3155,898,95,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,4,8,14,32,76,143,175,201,149,95,53,9,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,1,0,1,3,5,9,26,39,56,87,191,341,527,600,658,639,418,120,13,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,7,12,43,58,91,153,288,374,390,497,536,394,141,12,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,8,9,23,39,60,109,185,227,218,196,157,97,34,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,0,3,6,6,18,46,114,218,296,364,392,369,174,47,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,2,4,16,27,50,98,167,231,314,318,207,65,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,6,35,65,98,188,292,504,550,564,436,239,65,12,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,20,47,75,157,259,632,1037,1276,1160,967,579,132,17,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,21,26,51,101,101,108,166,156,161,113,95,108,24,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,12,15,33,57,52,53,63,76,67,59,50,35,10,2,0
Se13 白血病,3,2,2,1,2,8,5,6,11,17,14,22,39,60,116,131,136,107,45,12,0,0
Se14 糖尿病,0,0,0,1,0,1,1,2,4,12,21,30,40,114,132,152,199,219,147,56,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,0,8,9,14,17,36,50,68,106,146,172,104,30,0
Se16 心疾患（高血圧性を除く）,6,3,2,7,10,9,17,34,71,141,221,297,467,739,1137,1529,2337,3326,3257,1611,352,1
Se17 急性心筋梗塞,0,0,0,0,0,1,1,7,17,39,62,76,115,192,263,278,357,407,314,112,21,0
Se18 その他の虚血性心疾患,0,0,0,1,1,2,4,6,27,41,65,94,132,194,300,409,496,492,349,116,26,1
Se19 不整脈及び伝導障害,1,1,0,4,5,2,3,10,12,27,30,33,85,118,161,240,369,497,463,192,39,0
Se20 心不全,2,0,0,1,1,4,2,5,8,20,39,56,88,148,304,432,865,1575,1735,1013,232,0
Se21 脳血管疾患,1,0,1,0,2,7,13,27,47,92,108,159,200,401,625,924,1359,1800,1510,703,140,0
Se22 くも膜下出血,0,0,1,0,0,5,6,17,22,39,45,49,58,68,106,113,139,133,91,28,7,0
Se23 脳内出血,1,0,0,0,2,1,7,8,20,45,49,84,94,185,244,293,403,474,340,122,19,0
Se24 脳梗塞,0,0,0,0,0,1,0,0,2,6,11,22,42,129,251,497,783,1143,1052,538,109,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,1,2,10,16,20,30,41,89,118,148,203,283,230,66,3,0
Se26 肺炎,5,0,1,1,0,1,2,1,7,7,13,44,68,167,338,686,1208,1909,1855,824,159,0
Se27 慢性閉塞性肺疾患,0,0,0,0,1,0,0,0,0,0,1,6,26,50,121,234,351,349,227,56,12,0
Se28 喘息,0,0,0,0,0,0,0,0,0,2,1,1,3,5,10,5,12,33,20,9,7,0
Se29 肝疾患,1,0,0,1,0,1,3,11,35,58,81,115,138,156,149,186,163,174,80,29,1,1
Se30 腎不全,0,0,0,0,0,0,1,2,2,2,14,19,40,73,135,224,368,538,447,159,33,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,13,78,229,759,1986,3169,2463,926,0
Se32 不慮の事故,22,8,4,38,30,27,20,33,40,76,96,110,146,201,295,397,537,608,430,178,33,4
Se33 交通事故,7,1,1,21,15,14,8,12,6,18,21,23,21,24,38,55,51,24,5,2,0,0
Se34 自殺,0,0,8,38,91,77,81,104,124,142,131,131,99,106,110,117,96,54,26,7,0,2
