,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,204,35,42,84,182,175,262,411,698,1288,1819,2544,3867,7037,11198,15352,20726,26155,22888,11057,2704,78
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,2,1,2,8,23,26,45,43,13,7,0
Se02 悪性新生物＜腫瘍＞,2,4,8,5,11,25,38,95,194,412,620,1037,1609,3105,4738,5550,5877,5424,3274,969,113,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,0,12,18,58,86,115,177,213,165,112,44,12,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,1,1,1,1,1,16,16,31,41,88,150,326,564,604,664,657,425,126,12,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,0,4,12,13,39,52,93,123,269,376,495,518,563,418,157,13,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,13,16,41,72,104,174,217,202,213,189,98,33,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,11,14,31,50,97,186,327,356,417,380,191,49,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,1,0,0,0,3,8,7,26,50,102,188,249,335,341,211,77,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,0,10,32,54,110,184,341,506,573,579,429,260,66,12,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,1,14,51,68,155,232,664,1071,1251,1216,1055,574,151,13,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,8,12,27,78,96,93,133,157,181,176,133,98,98,29,9,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,6,22,22,51,62,52,60,62,71,82,59,37,12,1,0
Se13 白血病,0,2,2,1,2,4,0,7,7,13,12,17,42,71,116,132,156,107,56,13,0,0
Se14 糖尿病,0,0,0,0,0,1,3,5,7,22,18,30,60,98,111,212,269,250,182,72,9,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,2,3,5,16,21,18,44,57,86,142,206,210,127,31,0
Se16 心疾患（高血圧性を除く）,9,1,2,1,10,13,25,39,73,169,266,350,540,951,1537,2141,3248,4374,4291,2044,446,6
Se17 急性心筋梗塞,0,0,0,0,0,0,5,6,13,34,70,74,129,223,357,436,548,584,385,159,23,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,3,11,22,65,85,110,151,245,447,586,704,748,521,165,39,4
Se19 不整脈及び伝導障害,1,0,0,1,4,6,10,6,11,34,40,60,96,173,227,317,492,684,652,268,60,1
Se20 心不全,3,0,1,0,2,5,7,8,14,17,46,69,105,213,355,585,1141,1872,2217,1242,294,1
Se21 脳血管疾患,0,1,3,4,2,4,15,26,62,141,169,173,297,451,769,1176,1607,2217,1819,819,150,0
Se22 くも膜下出血,0,1,2,2,0,2,6,14,26,60,55,49,81,89,121,155,165,177,85,35,5,0
Se23 脳内出血,0,0,1,2,1,2,7,11,33,73,95,96,152,211,314,417,524,608,419,127,12,0
Se24 脳梗塞,0,0,0,0,1,0,1,1,1,6,15,21,57,129,299,565,873,1386,1264,638,126,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,2,3,13,21,47,44,84,139,212,297,382,409,284,80,14,1
Se26 肺炎,1,0,0,1,1,2,3,4,6,15,30,47,91,196,405,836,1393,2211,2024,1021,209,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,1,2,2,7,26,55,146,258,308,385,279,79,9,1
Se28 喘息,0,0,0,0,1,0,2,0,1,1,6,0,6,4,7,8,15,34,28,15,1,0
Se29 肝疾患,2,0,0,0,0,1,4,19,35,63,100,117,132,187,213,235,193,186,85,24,5,0
Se30 腎不全,0,0,0,0,0,0,0,2,1,3,14,23,43,83,160,245,441,651,580,240,28,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,22,87,277,993,2565,3916,2944,1165,1
Se32 不慮の事故,11,5,5,20,33,17,15,30,42,55,81,105,146,260,407,611,780,828,610,236,41,5
Se33 交通事故,3,2,2,14,21,8,5,12,8,14,29,15,32,43,45,58,71,38,18,4,1,0
Se34 自殺,0,0,4,31,79,82,95,118,129,147,140,116,104,93,111,104,78,39,23,6,0,10
