,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,309,41,43,123,207,287,368,638,940,1291,2024,3406,6611,7774,10498,16307,21836,22008,15954,7849,1845,32
Se01 結核,0,0,0,0,0,1,1,0,2,1,2,7,9,9,10,30,43,61,28,6,0,0
Se02 悪性新生物＜腫瘍＞,9,7,8,19,16,25,69,150,238,382,734,1362,2901,3343,3947,5193,5509,4008,1929,648,59,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,2,7,29,56,160,159,177,147,147,73,27,6,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,4,7,20,28,35,107,168,354,466,553,751,742,580,314,119,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,1,4,12,17,27,51,109,222,266,310,440,468,413,234,85,5,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,16,15,37,88,172,162,173,174,166,141,74,25,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,0,0,1,2,5,3,9,19,50,127,286,319,433,603,524,293,119,26,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,2,1,6,21,45,94,120,158,289,325,261,161,66,5,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,14,29,55,121,273,296,322,441,407,311,118,36,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,18,31,46,109,194,561,699,816,1085,1201,817,330,105,5,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,22,36,65,75,138,157,130,96,90,98,67,45,17,8,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,12,22,37,30,44,64,54,53,53,81,57,23,7,3,0
Se13 白血病,2,2,3,4,7,5,6,9,7,15,12,30,60,78,93,116,133,67,22,6,3,0
Se14 糖尿病,0,0,0,0,0,1,1,7,15,22,31,63,119,121,162,276,296,250,138,59,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,0,3,7,6,22,27,44,77,137,187,176,102,26,0
Se16 心疾患（高血圧性を除く）,12,4,2,10,11,19,30,74,134,193,325,520,1005,1273,1701,2851,4138,4609,3505,1661,376,5
Se17 急性心筋梗塞,0,0,0,0,0,3,7,13,29,49,96,156,314,390,503,825,1031,989,606,216,38,0
Se18 その他の虚血性心疾患,0,0,2,0,1,3,2,12,33,45,81,128,250,316,399,614,801,773,487,174,36,2
Se19 不整脈及び伝導障害,3,0,0,3,4,6,10,22,28,36,60,89,157,191,272,394,608,673,463,211,32,0
Se20 心不全,1,0,0,4,3,5,7,17,30,39,54,93,184,266,366,747,1290,1691,1609,914,250,2
Se21 脳血管疾患,0,0,2,1,0,6,12,50,77,121,195,307,551,650,952,1623,2367,2553,1883,886,172,0
Se22 くも膜下出血,0,0,1,0,0,2,4,31,40,60,82,93,129,113,137,200,193,198,72,27,5,0
Se23 脳内出血,0,0,0,0,0,4,7,17,29,50,85,159,280,279,384,487,683,563,324,90,18,0
Se24 脳梗塞,0,0,0,1,0,0,1,1,7,7,19,44,120,226,402,892,1425,1735,1446,737,142,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,7,6,15,29,44,83,123,166,265,342,318,188,73,9,0
Se26 肺炎,11,4,3,2,3,14,13,11,22,25,53,115,240,359,732,1417,2576,3046,2565,1263,303,3
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,5,9,24,49,114,270,421,425,211,71,14,0
Se28 喘息,0,0,0,0,1,0,0,0,2,0,3,3,9,12,14,29,44,60,51,20,1,0
Se29 肝疾患,3,0,0,0,0,1,4,16,41,59,87,147,193,200,194,215,183,132,53,20,3,1
Se30 腎不全,0,0,0,1,0,1,1,2,0,2,11,16,54,104,146,324,476,569,412,204,36,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,1,0,0,7,21,120,421,975,1511,1308,520,0
Se32 不慮の事故,12,6,4,27,32,50,42,41,66,92,103,154,266,298,450,708,938,769,455,163,26,7
Se33 交通事故,1,3,0,21,18,19,19,12,17,17,28,46,44,33,56,61,57,38,20,1,0,0
Se34 自殺,0,0,7,37,101,118,132,171,181,173,189,212,225,147,142,103,66,48,21,4,0,7
