,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,251,48,43,127,205,270,318,515,806,1075,1549,2496,5079,5936,8240,12113,16049,17050,12423,6097,1620,59
Se01 結核,0,0,0,0,0,0,0,0,0,1,1,2,5,4,17,27,34,48,31,13,1,0
Se02 悪性新生物＜腫瘍＞,5,10,12,13,18,24,64,133,247,361,630,1237,2646,3102,3939,4876,5256,4054,2028,600,100,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,6,5,19,64,125,150,182,138,134,69,29,9,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,1,0,1,4,7,19,32,46,70,145,333,420,573,667,730,554,334,98,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,6,7,14,28,39,99,225,237,319,422,478,396,250,99,18,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,5,16,14,37,73,141,143,185,205,175,140,59,24,1,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,1,0,1,3,7,13,14,34,95,224,267,352,486,413,313,121,20,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,2,3,16,39,98,101,166,243,297,294,149,42,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,12,30,59,108,238,311,372,421,403,294,141,44,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,8,27,48,66,216,531,645,850,1027,1144,836,340,96,9,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,20,36,46,72,105,135,129,95,81,92,87,59,20,10,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,15,20,27,43,42,68,51,53,51,55,48,25,5,1,0
Se13 白血病,0,3,4,3,4,4,9,9,12,15,23,22,69,78,100,111,130,73,33,8,3,0
Se14 糖尿病,0,0,0,0,0,1,1,10,11,9,14,33,66,57,110,130,195,190,105,32,5,1
Se15 高血圧性疾患,0,0,0,0,0,0,1,2,4,1,7,9,14,14,26,41,66,98,115,71,21,1
Se16 心疾患（高血圧性を除く）,13,3,2,4,6,13,23,46,74,118,153,277,527,635,799,1440,2084,2681,2303,1135,266,8
Se17 急性心筋梗塞,1,0,0,0,1,3,4,10,22,37,53,105,169,187,209,352,455,488,310,123,14,2
Se18 その他の虚血性心疾患,0,0,0,1,0,3,4,13,17,23,38,59,133,143,172,287,338,369,262,116,27,6
Se19 不整脈及び伝導障害,0,0,1,1,3,1,5,8,14,21,21,46,82,107,133,212,312,362,313,139,28,0
Se20 心不全,0,1,1,0,2,1,2,7,9,21,23,44,97,113,189,420,745,1144,1171,655,176,0
Se21 脳血管疾患,0,1,1,2,2,5,11,29,49,100,126,163,350,390,663,1104,1616,1831,1380,623,137,1
Se22 くも膜下出血,0,0,0,2,1,1,5,15,22,47,39,69,82,73,93,122,134,122,60,12,3,0
Se23 脳内出血,0,0,0,0,1,3,5,11,21,40,73,72,153,169,243,351,462,384,231,94,12,1
Se24 脳梗塞,0,0,0,0,0,1,1,2,6,12,10,19,94,138,300,601,983,1289,1064,503,114,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,2,4,10,8,17,27,44,65,94,144,204,240,133,32,4,0
Se26 肺炎,8,0,0,1,4,2,5,8,6,15,26,53,148,236,498,958,1680,2269,1673,879,204,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,2,2,1,0,5,17,40,97,198,289,300,178,53,12,0
Se28 喘息,0,0,0,0,0,1,0,0,1,0,2,3,2,5,10,16,21,24,21,12,1,0
Se29 肝疾患,1,1,0,0,0,0,4,8,39,61,83,90,149,123,148,169,157,95,50,21,5,0
Se30 腎不全,0,0,0,0,0,1,2,1,2,6,11,25,59,59,124,211,381,434,307,144,31,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,102,422,954,1423,1187,522,0
Se32 不慮の事故,15,10,8,40,37,38,38,44,49,59,68,78,134,178,224,321,400,388,259,103,30,4
Se33 交通事故,4,5,3,33,23,19,18,25,25,26,24,36,42,46,51,73,58,34,10,3,0,0
Se34 自殺,0,0,4,45,105,134,123,150,168,168,179,168,226,171,178,172,95,69,43,8,1,9
