,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,261,37,46,94,225,247,363,617,961,1297,1954,2963,6221,7754,10551,16328,22677,24389,17833,8653,2209,17
Se01 結核,0,0,0,0,0,0,0,0,2,1,0,2,2,6,13,22,44,51,22,10,1,0
Se02 悪性新生物＜腫瘍＞,7,9,8,14,13,26,43,120,268,386,721,1217,2728,3399,4037,5263,5722,4441,2076,695,86,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,5,9,28,48,127,145,172,159,129,87,32,16,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,17,37,34,85,155,365,455,526,708,795,632,319,96,12,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,4,1,7,20,33,53,104,215,268,346,455,459,470,260,106,13,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,5,6,13,16,37,77,157,168,205,203,171,142,61,33,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,1,1,0,0,0,4,6,10,18,48,81,237,299,368,554,575,340,130,45,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,3,6,20,36,97,124,173,252,328,294,158,57,7,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,8,15,33,53,123,256,333,367,455,434,324,139,41,7,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,8,30,45,114,195,496,711,868,1127,1253,908,345,106,9,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,16,40,61,75,109,162,154,115,110,94,93,58,23,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,9,20,28,34,52,62,55,59,76,59,54,31,5,1,0
Se13 白血病,3,3,3,3,3,3,3,11,13,11,17,32,64,85,86,123,128,77,22,8,3,0
Se14 糖尿病,0,0,0,0,2,0,2,5,7,22,27,46,109,131,139,233,262,231,144,52,8,1
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,4,7,11,17,26,47,63,136,167,184,105,37,2
Se16 心疾患（高血圧性を除く）,8,2,1,1,17,20,42,72,135,203,274,440,974,1176,1698,2717,4141,4788,3701,1817,399,3
Se17 急性心筋梗塞,0,0,0,0,2,4,9,20,39,57,72,141,294,342,437,662,940,920,551,217,27,0
Se18 その他の虚血性心疾患,0,0,0,0,2,4,11,15,36,69,60,106,250,320,417,653,859,818,526,188,35,2
Se19 不整脈及び伝導障害,3,0,0,1,5,4,10,15,20,27,53,84,137,175,304,402,611,700,487,217,44,0
Se20 心不全,1,1,0,0,4,5,8,16,25,29,58,65,192,233,370,748,1306,1868,1732,1027,259,1
Se21 脳血管疾患,0,1,3,2,4,5,18,36,80,133,176,254,439,635,905,1538,2305,2718,1927,840,165,1
Se22 くも膜下出血,0,1,2,0,3,5,10,18,29,56,70,68,97,113,122,176,165,183,97,24,6,0
Se23 脳内出血,0,0,0,2,1,0,5,15,49,62,84,139,226,287,358,492,663,608,321,127,15,1
Se24 脳梗塞,0,0,1,0,0,0,1,3,1,13,20,35,102,216,398,828,1414,1866,1463,668,139,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,7,5,13,20,35,84,102,162,241,362,337,201,57,7,0
Se26 肺炎,14,1,2,2,3,2,7,10,14,26,42,81,240,343,697,1434,2623,3375,2717,1331,333,0
Se27 慢性閉塞性肺疾患,1,0,0,0,0,0,0,1,0,1,2,5,29,63,122,258,450,446,205,70,17,0
Se28 喘息,0,0,0,0,0,2,1,0,1,4,4,2,5,8,10,26,33,39,38,18,5,0
Se29 肝疾患,0,0,0,0,0,1,4,15,47,66,95,128,194,178,185,224,197,157,54,18,3,0
Se30 腎不全,0,1,0,0,0,1,1,2,2,5,11,26,65,83,194,305,469,640,479,224,39,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,1,1,7,37,146,587,1353,2092,1661,712,0
Se32 不慮の事故,14,3,9,16,37,26,35,64,61,55,101,129,271,324,442,779,927,813,478,195,41,0
Se33 交通事故,2,1,3,12,20,11,8,19,20,17,22,27,53,41,45,69,70,34,12,2,0,0
Se34 自殺,0,0,7,43,104,133,135,184,203,206,205,193,209,187,154,125,85,49,29,9,1,5
