,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,142,26,33,100,184,178,215,380,603,1189,1864,2348,3530,6215,12731,14988,22539,29284,26519,13683,3520,19
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,12,27,41,46,21,3,0
Se02 悪性新生物＜腫瘍＞,6,11,6,10,12,20,39,86,167,358,651,893,1474,2653,5072,5052,5888,5597,3423,1066,143,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,6,4,17,31,62,125,179,180,174,133,51,14,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,5,12,11,28,41,70,132,285,573,510,656,578,383,128,17,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,1,1,3,12,14,36,56,84,126,225,433,401,511,571,432,171,22,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,3,7,18,32,56,96,153,248,202,201,193,112,35,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,1,2,0,2,8,12,29,47,81,156,325,316,381,422,227,45,6,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,0,4,10,6,19,30,102,192,218,312,325,202,74,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,6,27,73,108,192,287,550,561,647,537,250,79,17,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,4,17,35,85,135,252,560,1112,1223,1207,1034,628,172,15,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,11,27,62,97,80,118,133,205,151,150,129,99,47,13,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,1,4,11,20,37,53,49,36,46,99,66,71,67,30,14,1,0
Se13 白血病,3,1,5,5,2,2,4,1,6,16,14,24,38,63,144,129,142,135,71,15,0,0
Se14 糖尿病,0,0,0,1,1,1,1,6,2,16,24,39,58,103,170,183,267,309,209,86,11,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,3,4,10,18,28,47,82,116,175,224,259,180,52,1
Se16 心疾患（高血圧性を除く）,7,1,1,4,7,15,13,31,62,148,266,339,538,908,1949,2320,3828,5488,5072,2635,586,2
Se17 急性心筋梗塞,0,0,0,0,0,1,0,8,10,38,72,83,116,238,407,456,593,716,527,222,32,0
Se18 その他の虚血性心疾患,0,0,0,0,0,1,4,5,15,47,69,96,147,253,551,624,894,990,654,222,37,1
Se19 不整脈及び伝導障害,2,0,1,2,4,7,3,7,19,30,52,72,110,147,352,367,645,895,781,372,60,0
Se20 心不全,1,0,0,0,2,2,5,7,12,19,49,56,113,184,483,684,1310,2290,2536,1538,410,0
Se21 脳血管疾患,1,0,1,1,3,1,8,33,49,110,187,193,266,417,898,1123,1656,2219,1889,874,167,0
Se22 くも膜下出血,1,0,0,1,0,0,2,11,22,46,60,49,75,84,122,135,173,191,100,36,6,0
Se23 脳内出血,0,0,1,0,3,1,3,17,26,53,99,113,124,198,383,418,548,614,440,155,22,0
Se24 脳梗塞,0,0,0,0,0,0,1,4,1,8,21,23,61,122,361,528,883,1342,1292,657,135,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,5,5,34,39,52,73,146,254,252,361,445,318,112,15,1
Se26 肺炎,3,0,1,0,1,1,2,3,6,12,15,37,65,140,402,659,1243,1965,1819,858,184,2
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,1,1,5,16,41,137,242,312,388,277,95,13,0
Se28 喘息,0,0,0,0,0,1,1,1,0,4,1,1,1,2,7,6,21,26,18,14,3,0
Se29 肝疾患,0,0,0,0,0,2,3,11,29,90,116,121,134,180,226,205,252,195,111,39,3,0
Se30 腎不全,1,0,0,0,0,1,0,2,2,8,14,21,41,87,196,273,498,713,711,301,51,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,9,24,125,338,1262,3153,5146,4065,1614,1
Se32 不慮の事故,7,0,3,20,17,13,20,23,40,58,72,86,116,230,451,559,874,996,788,294,69,3
Se33 交通事故,1,0,1,6,7,7,4,8,13,11,15,9,14,30,33,35,28,24,8,2,0,0
Se34 自殺,0,0,8,51,114,88,76,103,123,149,158,123,115,81,107,88,83,43,21,9,0,0
