,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,220,26,40,90,149,191,254,361,710,1135,1552,2362,3754,8024,9276,13362,19859,23679,19648,9186,2520,37
Se01 結核,0,0,0,0,0,0,0,0,2,1,1,1,6,7,11,15,31,59,37,11,0,0
Se02 悪性新生物＜腫瘍＞,7,4,6,9,11,30,47,89,200,383,591,1013,1665,3578,3771,4521,5240,4566,2476,723,107,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,4,9,19,41,80,149,154,175,154,88,38,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,1,0,0,0,1,3,6,11,21,44,52,92,201,453,482,565,649,553,351,94,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,6,16,20,58,81,143,327,304,395,460,450,290,104,12,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,3,2,10,32,33,85,112,217,165,177,176,139,68,18,1,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,8,10,28,58,134,258,269,391,450,383,157,31,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,0,3,7,11,27,56,131,149,223,293,292,168,72,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,5,10,32,38,111,181,359,385,410,481,372,187,50,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,3,22,41,65,151,293,730,855,916,1086,916,434,108,17,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,21,28,69,85,117,102,157,112,117,107,98,80,26,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,6,11,36,39,45,43,65,44,61,59,43,30,15,1,0
Se13 白血病,4,0,1,3,6,4,4,3,9,12,26,28,32,92,97,108,90,75,35,8,1,0
Se14 糖尿病,0,0,0,0,1,0,2,2,10,15,27,38,62,125,138,192,241,226,156,61,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,0,4,4,8,15,22,45,53,75,141,202,196,115,36,1
Se16 心疾患（高血圧性を除く）,6,3,2,4,8,9,24,39,83,130,200,315,539,1061,1289,2037,3289,4266,3814,1812,447,4
Se17 急性心筋梗塞,0,0,0,0,1,2,3,8,27,39,56,87,153,263,316,483,636,679,463,180,25,1
Se18 その他の虚血性心疾患,0,0,0,0,1,4,5,7,20,27,51,84,134,264,364,476,646,698,476,160,41,2
Se19 不整脈及び伝導障害,1,0,1,4,2,2,6,8,18,27,32,44,92,181,185,337,511,653,579,232,45,1
Se20 心不全,2,1,0,0,1,1,5,10,7,18,29,66,105,239,286,540,1090,1722,1874,1046,301,0
Se21 脳血管疾患,1,1,2,1,1,4,8,23,72,107,129,175,290,582,715,1106,1690,2152,1785,771,151,1
Se22 くも膜下出血,0,1,1,0,1,2,5,10,32,35,41,48,67,129,118,122,182,168,98,29,2,0
Se23 脳内出血,0,0,1,1,0,1,3,10,34,58,69,97,145,273,269,401,518,516,365,111,14,1
Se24 脳梗塞,0,0,0,0,0,1,0,3,4,14,17,23,65,158,306,557,936,1422,1265,609,128,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,3,7,9,18,31,41,63,169,168,242,358,373,248,66,11,0
Se26 肺炎,4,0,1,0,1,0,4,3,7,11,24,38,113,253,432,883,1578,2516,2265,1103,264,0
Se27 慢性閉塞性肺疾患,0,1,0,0,0,0,1,0,0,2,4,7,24,85,132,204,369,431,276,74,10,0
Se28 喘息,0,0,0,1,2,0,1,0,2,1,1,1,3,3,11,12,33,31,46,16,5,0
Se29 肝疾患,1,0,0,0,0,1,7,8,26,63,80,98,130,217,165,197,233,162,81,23,4,0
Se30 腎不全,0,0,1,0,0,0,2,3,1,4,15,26,33,97,142,233,434,563,503,208,29,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,19,53,179,765,1793,2822,2096,944,1
Se32 不慮の事故,19,2,3,14,20,25,10,37,53,63,94,102,154,287,332,552,717,782,526,208,38,6
Se33 交通事故,7,0,2,8,6,9,4,8,18,22,25,26,33,38,35,49,43,27,8,1,0,1
Se34 自殺,0,0,11,35,77,92,105,86,122,148,128,141,100,141,107,92,88,45,28,7,1,5
