,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,156,24,29,106,185,193,238,352,595,1132,1653,2144,3152,5735,9429,12468,16363,20561,18336,8893,2250,52
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,10,21,45,39,12,0,0
Se02 悪性新生物＜腫瘍＞,5,8,9,11,5,22,40,89,151,375,631,943,1565,2880,4573,5303,5490,5340,3118,918,113,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,2,1,5,22,43,66,108,173,178,162,104,42,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,4,4,9,16,32,50,72,164,304,497,579,696,622,393,125,16,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,1,0,4,8,8,10,38,67,104,117,267,410,452,523,543,376,160,8,1
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,3,4,7,18,40,47,88,157,199,218,162,164,75,23,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,0,0,3,8,6,28,52,90,167,286,390,364,412,197,39,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,6,9,23,38,97,144,244,291,347,218,60,13,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,11,29,58,88,182,345,512,571,568,479,251,74,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,8,39,68,134,291,602,1067,1198,1100,1042,555,138,12,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,1,1,0,7,25,59,86,92,124,150,164,163,116,130,91,29,8,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,9,16,34,44,62,59,69,55,63,67,55,43,10,2,0
Se13 白血病,1,1,0,3,1,7,5,2,9,7,13,22,53,63,147,127,119,109,59,18,0,0
Se14 糖尿病,0,0,0,1,0,1,0,4,6,24,18,25,42,69,123,147,212,189,119,54,16,1
Se15 高血圧性疾患,0,0,0,0,0,0,1,1,1,4,8,12,11,27,59,53,89,122,159,104,31,0
Se16 心疾患（高血圧性を除く）,2,1,1,6,10,6,17,31,58,138,185,251,355,611,1022,1415,2123,3088,3121,1605,347,4
Se17 急性心筋梗塞,0,0,0,1,1,0,3,3,12,39,51,68,88,156,235,291,322,395,303,117,18,1
Se18 その他の虚血性心疾患,0,0,0,0,0,1,1,9,13,44,60,71,103,165,258,307,437,481,335,128,28,3
Se19 不整脈及び伝導障害,0,0,0,1,4,1,7,7,17,24,32,44,64,89,179,208,301,456,476,227,39,0
Se20 心不全,0,0,1,2,1,2,5,8,9,19,24,46,67,133,242,440,794,1393,1639,950,232,0
Se21 脳血管疾患,0,0,0,0,0,3,4,12,48,101,133,133,176,366,603,920,1302,1677,1444,637,118,9
Se22 くも膜下出血,0,0,0,0,0,0,3,10,25,50,43,38,47,67,88,115,120,143,82,28,1,2
Se23 脳内出血,0,0,0,0,0,3,1,2,22,49,75,68,85,172,249,327,386,441,320,117,16,5
Se24 脳梗塞,0,0,0,0,0,0,0,0,1,0,12,26,41,115,251,454,760,1054,1014,480,98,2
Se25 大動脈瘤及び解離,0,0,0,1,0,0,2,2,4,20,25,34,45,67,135,182,220,256,171,70,4,0
Se26 肺炎,1,0,0,0,2,3,4,0,5,14,14,17,53,86,302,472,861,1364,1256,606,149,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,3,4,5,16,50,98,208,268,314,195,72,10,0
Se28 喘息,0,0,0,0,0,0,0,1,0,1,3,2,3,6,4,6,13,11,12,8,6,0
Se29 肝疾患,0,1,0,0,0,3,8,12,38,73,91,107,119,156,162,166,169,148,90,28,5,1
Se30 腎不全,0,0,0,0,0,0,0,2,1,1,11,18,24,77,132,229,341,491,455,169,18,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,12,60,261,809,2022,3367,2456,980,1
Se32 不慮の事故,7,4,3,21,19,15,19,26,26,54,72,66,74,140,190,279,349,439,393,145,42,1
Se33 交通事故,0,2,0,15,12,4,6,11,2,20,19,12,13,20,25,33,20,14,6,1,1,0
Se34 自殺,0,0,8,52,116,107,97,114,154,130,151,129,115,121,155,116,96,82,39,6,1,3
