,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,189,33,42,100,196,198,262,371,693,1147,1665,2338,3628,7248,9314,12367,17430,21040,17823,8023,2096,68
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,10,39,53,38,17,3,0
Se02 悪性新生物＜腫瘍＞,6,8,4,6,11,19,51,82,210,375,640,991,1743,3513,4246,4886,5579,4940,2861,815,92,0
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,2,12,25,33,68,149,189,196,169,91,46,13,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,5,4,7,27,34,55,91,187,374,466,595,698,626,384,99,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,0,5,5,14,33,60,75,169,304,347,430,531,493,349,126,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,5,19,19,44,55,117,211,214,189,198,145,97,21,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,1,0,0,0,2,0,1,2,12,20,63,107,243,271,358,481,365,181,46,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,3,5,11,23,57,119,145,235,302,310,184,80,5,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,2,16,32,51,107,170,368,438,515,482,415,233,61,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,5,16,29,81,156,301,740,1050,1044,1125,1007,516,128,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,9,18,29,74,112,101,128,170,146,116,126,119,78,25,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,6,8,19,32,36,48,49,74,60,57,54,64,38,15,2,0
Se13 白血病,4,0,0,1,1,1,6,4,7,5,15,23,46,84,88,121,118,83,51,8,2,0
Se14 糖尿病,0,0,0,0,1,1,1,4,5,10,18,29,45,102,121,138,179,185,131,39,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,2,4,10,12,19,37,50,67,116,139,131,76,38,0
Se16 心疾患（高血圧性を除く）,9,2,2,5,4,15,22,45,74,131,222,278,419,833,1063,1580,2434,3296,3138,1494,339,3
Se17 急性心筋梗塞,0,0,0,1,0,3,0,8,11,39,69,65,130,220,236,324,389,447,315,99,11,0
Se18 その他の虚血性心疾患,0,0,0,1,0,0,5,7,24,28,49,91,114,234,317,359,568,500,361,126,22,3
Se19 不整脈及び伝導障害,0,0,0,1,2,5,8,10,18,29,38,38,57,117,142,221,366,511,403,195,32,0
Se20 心不全,1,1,0,1,0,0,5,10,14,21,40,46,74,164,245,492,838,1426,1692,887,249,0
Se21 脳血管疾患,1,0,1,3,1,4,14,21,52,78,112,163,214,443,625,877,1402,1754,1507,639,119,0
Se22 くも膜下出血,0,0,1,2,1,3,8,10,25,38,44,64,49,75,99,110,138,131,88,22,5,0
Se23 脳内出血,0,0,0,1,0,1,4,11,24,32,52,78,111,209,224,309,446,437,345,113,19,0
Se24 脳梗塞,1,0,0,0,0,0,1,0,3,6,13,17,46,146,289,433,785,1155,1040,487,93,0
Se25 大動脈瘤及び解離,0,0,1,0,0,0,1,5,6,16,20,26,38,69,122,147,220,259,211,77,8,0
Se26 肺炎,1,0,0,2,0,0,1,1,6,10,18,29,60,178,319,553,1219,1716,1657,699,160,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,0,0,1,2,8,16,57,122,211,344,401,254,66,10,0
Se28 喘息,0,0,0,0,0,0,0,0,0,0,1,0,1,7,6,9,20,25,25,9,3,0
Se29 肝疾患,2,0,0,1,0,2,2,13,27,52,82,111,102,171,154,170,157,176,65,19,4,0
Se30 腎不全,0,1,0,1,0,0,1,1,0,3,10,9,34,75,134,195,381,510,429,170,24,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,10,45,191,678,1732,2754,1966,860,0
Se32 不慮の事故,18,12,10,27,33,32,29,36,61,98,92,149,158,289,347,418,586,676,442,154,27,1
Se33 交通事故,5,2,3,13,19,9,9,9,13,25,14,29,24,30,41,40,34,19,12,1,0,0
Se34 自殺,0,0,12,39,104,85,94,95,132,154,147,111,114,154,124,104,91,40,24,4,3,8
