,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,192,34,35,93,153,189,274,382,739,1124,1552,2277,3578,7329,8565,11711,17216,20070,16658,7711,2036,41
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,1,3,6,13,21,34,50,40,14,3,0
Se02 悪性新生物＜腫瘍＞,9,5,4,13,18,31,55,102,226,389,616,1043,1802,3773,4208,4788,5641,4876,2736,774,93,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,2,6,15,23,43,76,176,164,179,153,88,34,7,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,7,24,35,66,101,195,469,535,594,709,638,356,114,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,8,19,27,55,86,155,313,344,402,513,511,351,132,15,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,2,16,18,27,66,114,201,178,170,176,136,98,25,2,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,1,0,2,2,2,12,40,65,123,279,306,374,523,367,166,38,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,4,1,11,12,36,52,123,150,252,271,294,220,58,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,4,8,29,56,102,181,376,446,478,535,366,204,60,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,1,0,0,3,5,14,48,97,158,316,817,964,1052,1164,1016,500,110,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,7,17,48,69,86,112,142,173,140,130,117,102,74,26,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,5,12,15,17,23,41,54,41,81,78,54,47,72,33,3,2,0
Se13 白血病,4,0,3,3,6,4,6,6,15,12,10,29,36,79,90,122,131,96,45,16,0,0
Se14 糖尿病,0,0,0,0,0,0,0,1,11,12,25,24,47,90,117,143,184,195,117,39,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,4,5,8,5,18,31,32,52,90,143,127,89,32,0
Se16 心疾患（高血圧性を除く）,3,1,0,4,2,13,13,38,100,159,180,269,399,806,904,1396,2399,3142,2918,1492,347,2
Se17 急性心筋梗塞,0,0,0,1,1,3,0,3,23,55,53,75,125,210,209,304,431,459,314,122,17,1
Se18 その他の虚血性心疾患,0,0,0,0,0,0,2,9,26,41,42,69,105,208,215,309,450,405,302,135,24,1
Se19 不整脈及び伝導障害,1,0,0,3,0,4,4,13,23,22,32,46,44,120,124,212,380,473,389,182,48,0
Se20 心不全,0,0,0,0,1,4,5,7,20,24,33,49,77,168,239,404,839,1385,1548,897,229,0
Se21 脳血管疾患,1,1,0,0,4,2,10,23,52,95,127,136,222,400,536,862,1449,1749,1505,643,115,0
Se22 くも膜下出血,0,0,0,0,1,1,5,9,28,50,43,52,60,85,83,97,131,128,78,16,3,0
Se23 脳内出血,1,1,0,0,3,1,4,12,21,37,65,64,112,174,204,283,429,441,298,101,14,0
Se24 脳梗塞,0,0,0,0,0,0,1,1,2,6,14,16,49,132,238,460,854,1126,1093,511,93,0
Se25 大動脈瘤及び解離,0,0,1,0,0,2,2,1,8,19,16,25,33,89,108,127,218,252,165,46,7,2
Se26 肺炎,5,0,2,2,0,1,2,4,3,11,9,26,63,184,318,612,1175,1750,1646,758,171,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,2,1,6,6,12,76,102,187,346,359,226,72,7,1
Se28 喘息,0,0,0,0,0,1,0,0,2,1,3,1,2,3,7,14,22,19,13,10,2,0
Se29 肝疾患,2,0,0,0,0,2,8,12,32,48,69,98,118,171,136,186,169,148,87,25,5,1
Se30 腎不全,0,0,0,0,0,1,1,1,3,5,11,22,31,88,116,192,344,419,400,146,35,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,9,44,165,599,1571,2451,1847,805,0
Se32 不慮の事故,14,13,3,20,28,20,27,29,43,49,69,107,120,195,216,312,454,550,364,132,33,2
Se33 交通事故,4,7,0,10,18,7,11,6,14,20,15,31,28,37,44,40,49,32,14,2,0,0
Se34 自殺,0,0,12,31,77,83,109,106,136,159,154,148,114,145,141,103,90,75,33,9,0,5
