,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,243,55,38,86,209,226,328,445,747,1056,1473,2328,4323,6341,8513,11391,16060,17956,13168,5997,1701,34
Se01 結核,0,0,0,0,0,0,0,1,0,1,1,0,9,5,8,22,46,51,33,8,1,0
Se02 悪性新生物＜腫瘍＞,6,8,9,12,13,24,50,109,222,377,612,1160,2273,3382,4137,4691,5260,4320,2000,602,92,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,0,5,4,26,52,106,167,207,162,134,82,29,5,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,3,3,9,16,29,48,70,128,323,463,502,612,651,573,292,83,8,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,1,1,9,22,29,55,112,200,273,353,375,456,432,232,93,14,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,9,9,11,35,74,135,170,195,183,186,163,67,19,1,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,6,16,42,65,186,265,368,467,533,341,111,25,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,2,4,4,9,30,64,114,187,233,315,271,167,45,6,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,4,13,34,47,92,191,331,376,395,448,310,166,43,5,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,5,18,45,89,173,405,732,912,979,1085,891,348,107,14,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,8,15,33,54,67,115,134,131,113,98,107,75,42,11,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,2,4,15,14,36,42,43,55,59,64,58,57,50,28,5,1,0
Se13 白血病,0,1,3,5,1,3,8,4,14,14,15,39,54,60,87,115,118,84,36,11,0,0
Se14 糖尿病,0,0,0,0,2,0,2,2,4,10,16,32,57,72,114,137,171,162,107,39,7,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,3,0,3,9,4,15,15,23,32,67,99,122,62,17,0
Se16 心疾患（高血圧性を除く）,5,1,1,5,14,12,24,42,83,107,164,241,449,671,901,1415,2187,2897,2363,1211,254,5
Se17 急性心筋梗塞,0,0,0,1,0,1,1,11,21,25,54,65,133,182,219,356,460,449,279,108,18,1
Se18 その他の虚血性心疾患,0,0,0,2,3,3,5,6,31,26,39,67,110,202,213,299,372,450,283,93,26,2
Se19 不整脈及び伝導障害,1,0,0,0,3,6,9,12,13,24,27,43,63,92,129,195,330,406,368,153,31,1
Se20 心不全,1,0,0,1,4,2,5,7,11,17,27,41,83,112,229,394,765,1250,1158,753,158,1
Se21 脳血管疾患,0,2,3,0,0,5,17,30,64,92,121,151,252,374,620,986,1570,1843,1445,573,132,3
Se22 くも膜下出血,0,0,2,0,0,3,8,16,23,47,53,48,67,88,90,115,159,126,74,26,2,1
Se23 脳内出血,0,2,1,0,0,1,9,11,36,38,55,84,124,159,220,345,458,418,249,84,14,1
Se24 脳梗塞,0,0,0,0,0,1,0,2,2,4,9,16,56,120,294,499,917,1261,1088,445,110,1
Se25 大動脈瘤及び解離,0,0,0,0,0,0,1,1,5,12,11,32,50,92,101,144,237,216,143,43,4,0
Se26 肺炎,4,1,1,0,1,0,2,3,8,11,27,55,135,239,454,821,1615,2165,1728,717,210,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,1,1,1,1,2,2,21,52,96,146,319,351,151,60,9,0
Se28 喘息,0,1,0,0,0,0,0,0,2,1,3,1,3,4,4,7,15,22,10,9,5,0
Se29 肝疾患,1,0,0,0,1,1,4,10,22,41,63,71,125,144,149,152,143,142,64,19,1,0
Se30 腎不全,0,1,0,0,0,0,0,1,6,4,6,11,43,70,122,197,310,432,342,147,22,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,104,459,1113,1704,1223,619,0
Se32 不慮の事故,20,12,11,23,34,29,36,35,42,69,77,81,121,161,205,307,394,410,262,113,18,1
Se33 交通事故,5,5,5,17,22,12,13,13,20,26,21,25,31,37,38,53,40,28,10,1,0,0
Se34 自殺,0,0,6,35,116,116,140,134,186,177,153,168,159,160,150,112,106,56,25,6,3,4
