,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,195,23,48,81,188,198,262,386,726,1228,1723,2293,3759,7548,9945,13922,20000,24966,20827,9750,2576,49
Se01 結核,0,0,0,0,0,0,0,0,0,2,2,4,4,3,8,12,37,52,50,9,3,0
Se02 悪性新生物＜腫瘍＞,5,5,17,7,5,20,46,91,223,412,607,951,1713,3462,4299,5111,5546,5082,2840,811,116,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,10,25,52,73,155,150,183,158,93,33,7,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,2,6,7,27,41,59,92,176,431,488,612,685,628,365,99,15,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,5,12,41,43,59,162,320,335,376,480,488,362,123,18,2
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,7,12,22,27,58,101,190,201,201,177,139,91,25,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,2,0,3,7,15,36,70,118,222,291,412,451,411,198,35,9,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,1,4,6,9,25,58,116,180,236,343,324,191,64,10,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,13,25,53,82,192,346,452,470,496,411,191,66,11,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,0,3,11,20,33,75,159,291,714,986,1105,1134,1088,482,129,13,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,8,37,77,81,105,125,156,148,151,125,101,80,34,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,10,12,30,40,38,53,73,67,69,66,61,38,14,3,0
Se13 白血病,3,1,5,2,0,4,8,7,12,15,16,31,49,81,117,134,123,113,44,14,1,0
Se14 糖尿病,0,0,0,0,0,2,0,5,9,12,26,26,58,90,133,176,248,264,188,60,6,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,3,2,11,6,12,20,38,47,52,121,197,208,116,51,0
Se16 心疾患（高血圧性を除く）,4,0,1,1,9,8,22,33,64,166,223,288,471,955,1260,1954,3103,4300,4033,1918,422,4
Se17 急性心筋梗塞,0,0,0,0,0,0,1,12,9,42,61,76,148,241,296,428,512,634,429,165,20,1
Se18 その他の虚血性心疾患,0,0,0,0,0,1,4,3,15,43,71,69,122,281,343,452,611,670,481,179,29,2
Se19 不整脈及び伝導障害,0,0,0,0,5,5,8,6,18,32,31,55,57,151,174,309,517,681,559,278,48,1
Se20 心不全,0,0,0,0,1,0,7,7,12,21,40,58,101,193,302,566,1123,1788,2071,1090,290,0
Se21 脳血管疾患,1,0,2,2,1,2,8,22,74,103,158,163,272,518,754,1090,1718,2197,1791,746,173,1
Se22 くも膜下出血,1,0,1,0,0,1,6,9,36,49,57,50,61,102,120,124,142,147,100,35,7,0
Se23 脳内出血,0,0,0,2,1,1,1,11,35,50,87,93,137,243,302,404,559,631,402,120,23,1
Se24 脳梗塞,0,0,0,0,0,0,1,0,2,3,12,15,72,157,303,527,967,1370,1239,573,140,0
Se25 大動脈瘤及び解離,0,0,0,1,0,0,2,2,9,15,24,50,67,132,168,217,332,385,223,82,6,0
Se26 肺炎,6,0,0,1,1,2,2,2,5,12,13,41,99,228,439,782,1507,2391,2147,983,216,1
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,3,4,6,24,64,132,235,362,420,254,70,11,0
Se28 喘息,0,0,0,0,0,0,0,1,2,0,2,2,5,8,9,15,18,32,43,22,3,0
Se29 肝疾患,0,0,0,0,1,3,10,17,27,56,100,131,134,203,165,209,200,183,90,19,4,0
Se30 腎不全,0,0,0,0,1,0,1,1,3,5,12,11,22,102,134,218,411,589,508,225,37,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,4,23,67,222,818,2008,3182,2408,989,0
Se32 不慮の事故,12,7,7,15,26,23,21,35,42,54,71,100,139,224,308,452,703,718,519,186,42,6
Se33 交通事故,2,5,3,8,19,12,6,11,11,14,20,15,30,32,42,45,62,29,9,0,0,0
Se34 自殺,0,0,7,38,117,93,116,102,153,175,201,148,136,153,123,134,107,68,25,5,0,2
