,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,246,36,27,102,166,222,304,452,804,1167,1667,2503,4222,7444,9349,12747,18392,21432,16657,7842,2092,47
Se01 結核,0,0,0,0,0,0,0,0,0,1,0,3,4,4,8,12,33,48,31,11,3,0
Se02 悪性新生物＜腫瘍＞,10,7,9,15,11,32,69,99,250,388,693,1224,2091,3721,4453,5081,5742,4866,2563,706,109,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,10,26,59,89,169,188,180,148,100,29,6,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,2,1,7,9,19,38,73,110,240,458,546,627,689,605,373,91,16,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,2,2,7,7,22,31,56,91,192,315,382,453,544,503,339,114,16,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,5,12,16,38,73,135,189,176,200,191,158,108,25,5,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,1,0,0,0,1,3,9,9,40,91,142,304,375,440,520,358,150,40,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,4,8,15,27,70,124,188,232,347,291,197,73,3,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,9,17,66,107,191,348,400,491,473,389,172,49,9,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,14,31,60,92,207,354,765,1013,1094,1239,987,433,105,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,3,13,12,46,67,76,115,143,169,129,112,113,81,61,19,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,3,3,10,24,28,51,41,65,70,65,53,62,52,41,11,2,0
Se13 白血病,3,3,5,3,0,5,9,6,12,13,15,38,49,82,117,113,129,99,30,8,0,0
Se14 糖尿病,0,0,0,1,1,1,1,8,4,8,19,24,36,74,125,164,190,205,123,38,10,0
Se15 高血圧性疾患,0,0,0,0,0,1,0,0,3,1,1,6,8,15,19,31,80,108,120,69,30,0
Se16 心疾患（高血圧性を除く）,12,1,1,3,8,10,20,27,73,151,186,264,479,871,999,1527,2523,3389,2881,1465,321,3
Se17 急性心筋梗塞,1,0,0,0,0,1,5,9,22,37,47,86,148,263,232,330,532,596,382,137,16,1
Se18 その他の虚血性心疾患,0,0,0,0,0,2,2,6,19,38,50,58,121,219,236,326,430,468,335,136,38,1
Se19 不整脈及び伝導障害,2,0,1,1,3,5,4,9,11,24,29,39,77,132,156,244,390,518,440,212,35,0
Se20 心不全,2,0,0,1,2,2,1,2,8,20,38,44,79,166,244,424,895,1402,1400,815,209,0
Se21 脳血管疾患,0,1,2,2,1,2,9,26,72,123,157,202,274,522,736,1084,1719,1997,1631,703,157,2
Se22 くも膜下出血,0,1,1,2,0,2,7,11,35,49,66,60,71,123,115,152,171,148,85,25,4,0
Se23 脳内出血,0,0,0,0,1,0,1,13,32,60,74,119,135,239,282,357,489,491,333,106,19,1
Se24 脳梗塞,0,0,1,0,0,0,1,2,4,11,12,18,61,149,320,540,1028,1306,1174,554,129,1
Se25 大動脈瘤及び解離,0,0,0,2,1,0,4,5,9,19,26,30,68,145,147,198,290,315,188,57,13,0
Se26 肺炎,10,3,0,1,2,1,5,7,15,13,32,56,113,281,478,972,1790,2600,2101,949,208,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,1,1,2,5,19,60,96,169,319,369,191,56,7,0
Se28 喘息,0,0,0,0,0,1,1,1,0,0,2,5,0,5,6,8,19,21,19,13,2,0
Se29 肝疾患,0,0,0,2,0,2,9,8,33,59,74,81,128,182,154,162,166,139,69,21,2,0
Se30 腎不全,0,0,0,0,0,2,0,1,4,6,9,13,49,88,111,190,375,499,413,186,31,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,1,4,15,43,193,695,1679,2559,1898,805,0
Se32 不慮の事故,17,7,5,21,27,27,13,40,41,56,84,82,152,204,251,382,531,515,314,142,26,9
Se33 交通事故,2,2,3,18,20,15,6,14,16,17,36,33,42,54,42,67,80,44,17,2,0,1
Se34 自殺,0,1,3,34,82,108,116,138,173,167,164,165,149,143,164,131,94,61,25,6,1,9
