,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,210,43,42,104,167,203,244,400,737,1285,1814,2514,3934,7583,10475,14717,20496,25592,21887,10297,2569,58
Se01 結核,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,16,34,73,44,16,3,1
Se02 悪性新生物＜腫瘍＞,7,10,6,12,18,26,33,97,212,427,652,963,1700,3412,4357,5278,5700,5358,3011,903,125,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,8,30,23,83,144,183,188,142,115,54,8,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,3,1,2,14,19,41,46,79,177,380,508,632,670,692,407,90,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,2,3,7,21,34,53,80,165,303,356,446,517,520,348,153,21,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,2,6,27,32,62,98,201,190,182,201,156,93,39,0,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,1,0,0,0,0,1,2,4,8,13,30,64,109,240,283,378,460,433,186,51,8,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,3,9,13,34,60,116,143,252,315,333,193,71,15,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,3,10,48,57,108,176,343,482,512,520,459,221,83,9,1
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,1,0,0,2,5,23,39,85,149,287,675,1034,1184,1192,1011,558,133,16,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,1,3,12,36,62,93,107,120,184,157,160,116,137,72,42,7,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,11,24,32,49,42,45,69,51,60,64,66,48,6,2,0
Se13 白血病,3,5,2,4,3,4,4,5,10,21,15,22,45,88,97,152,142,99,48,6,1,0
Se14 糖尿病,0,0,0,0,1,1,2,6,7,15,22,44,53,104,140,191,253,243,185,51,10,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,3,5,13,17,24,33,52,80,160,210,177,125,30,0
Se16 心疾患（高血圧性を除く）,5,1,3,3,7,11,18,35,83,158,247,337,499,1030,1371,2121,3246,4351,4211,2008,458,8
Se17 急性心筋梗塞,0,0,0,0,0,0,4,7,22,47,92,94,128,295,299,469,583,633,462,166,24,0
Se18 その他の虚血性心疾患,0,0,0,0,1,0,5,4,21,38,58,103,136,268,378,557,666,720,506,166,36,4
Se19 不整脈及び伝導障害,0,1,0,2,5,4,1,9,16,30,34,56,80,159,198,321,518,679,604,258,55,1
Se20 心不全,1,0,2,0,0,3,5,11,15,27,39,51,94,214,336,568,1101,1840,2146,1200,302,2
Se21 脳血管疾患,0,1,0,0,4,6,9,17,64,115,138,213,305,521,779,1142,1782,2227,1839,789,169,0
Se22 くも膜下出血,0,1,0,0,2,3,2,7,30,42,44,71,75,90,123,134,192,192,90,29,6,0
Se23 脳内出血,0,0,0,0,2,2,7,10,32,61,74,111,163,217,316,413,551,577,412,132,25,0
Se24 脳梗塞,0,0,0,0,0,1,0,0,0,9,13,24,58,188,318,561,994,1399,1284,609,133,0
Se25 大動脈瘤及び解離,0,0,0,0,0,2,2,3,11,24,22,49,85,133,205,239,384,394,247,86,11,0
Se26 肺炎,3,1,0,1,1,0,0,3,10,12,33,42,86,201,390,765,1390,2148,2055,974,208,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,1,6,10,21,57,147,256,339,430,296,83,8,1
Se28 喘息,0,0,0,0,0,0,0,0,3,2,4,1,2,3,13,14,22,24,28,19,3,0
Se29 肝疾患,0,0,0,0,0,1,3,14,34,62,94,136,134,210,204,234,213,203,134,25,2,1
Se30 腎不全,0,0,0,0,0,0,3,0,6,6,15,14,35,78,147,240,450,611,526,197,25,1
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,2,17,70,240,894,2146,3522,2602,1002,1
Se32 不慮の事故,15,11,11,13,29,27,24,41,49,61,91,121,167,281,356,564,824,799,560,229,47,3
Se33 交通事故,0,6,6,9,16,15,9,17,19,20,27,29,40,53,58,60,79,48,22,4,0,0
Se34 自殺,0,0,7,53,73,90,93,113,105,159,173,142,129,114,125,92,85,71,22,6,0,7
