,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,242,48,38,102,187,243,296,469,835,1113,1637,2356,4306,6988,9088,12070,17638,20210,15558,7259,1933,37
Se01 結核,0,0,0,0,0,1,0,0,0,1,1,3,3,10,10,18,29,47,33,11,2,0
Se02 悪性新生物＜腫瘍＞,6,10,9,12,18,25,50,103,238,346,648,1067,2163,3581,4107,4753,5510,4570,2371,656,90,4
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,6,19,38,91,155,189,165,142,89,32,9,0,1
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,3,8,8,25,39,82,131,264,456,529,621,699,609,324,81,10,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,2,1,2,0,10,32,30,54,78,190,319,341,371,459,476,288,109,16,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,3,13,22,31,66,135,182,174,180,196,144,64,26,3,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,2,1,5,4,19,48,79,161,290,315,448,529,327,134,26,3,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,1,0,3,3,5,16,36,60,126,183,225,344,279,180,61,9,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,5,20,20,42,93,200,336,362,445,482,347,180,45,10,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,1,0,0,0,0,2,4,20,46,86,162,441,744,975,1031,1141,940,414,98,14,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,2,9,14,35,56,94,100,125,150,111,108,99,90,54,31,5,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,1,5,12,11,27,39,41,45,70,54,61,56,53,32,6,0,0
Se13 白血病,2,2,3,3,5,6,5,4,8,7,16,24,41,72,104,103,138,87,34,6,2,1
Se14 糖尿病,0,0,0,1,0,0,3,2,14,13,23,39,47,89,117,147,202,208,118,49,13,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,1,1,1,6,12,26,22,41,78,118,134,87,20,1
Se16 心疾患（高血圧性を除く）,9,1,0,4,10,14,22,47,96,127,213,284,462,718,1015,1478,2521,3253,2811,1395,298,2
Se17 急性心筋梗塞,0,0,0,0,0,1,2,15,27,39,69,91,156,201,256,348,490,508,340,125,15,1
Se18 その他の虚血性心疾患,0,0,0,0,6,5,4,9,26,42,61,57,109,190,224,310,472,469,319,146,26,1
Se19 不整脈及び伝導障害,2,0,0,1,1,4,4,12,13,23,33,48,73,102,171,224,409,507,400,180,34,0
Se20 心不全,1,0,0,1,2,2,6,4,14,10,20,53,67,143,237,409,876,1393,1418,805,203,0
Se21 脳血管疾患,0,1,0,1,3,5,16,32,60,103,133,177,289,430,693,967,1678,1960,1522,656,175,2
Se22 くも膜下出血,0,1,0,1,1,3,8,17,28,42,49,59,64,83,127,105,183,142,79,20,2,0
Se23 脳内出血,0,0,0,0,1,2,7,14,29,54,72,83,133,199,237,320,496,450,288,99,18,2
Se24 脳梗塞,0,0,0,0,0,0,0,1,1,7,10,32,80,130,310,508,963,1325,1125,525,152,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,2,5,7,13,20,24,68,99,112,155,227,270,155,51,5,0
Se26 肺炎,8,1,1,1,1,7,8,4,13,23,30,56,120,296,534,976,1798,2535,2147,953,258,1
Se27 慢性閉塞性肺疾患,0,0,0,0,1,1,0,0,1,3,1,8,27,46,117,170,294,346,184,67,6,0
Se28 喘息,0,0,0,0,0,1,0,2,2,0,1,4,0,9,10,16,14,33,25,10,4,0
Se29 肝疾患,2,0,0,0,1,1,0,11,31,53,78,97,133,160,175,185,155,116,57,16,2,0
Se30 腎不全,0,0,0,0,0,0,3,1,2,6,9,15,44,90,114,223,369,563,355,175,21,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,1,9,49,152,592,1343,2099,1582,697,0
Se32 不慮の事故,20,13,6,19,29,31,33,45,49,52,68,62,133,174,264,327,486,437,297,136,20,3
Se33 交通事故,5,6,2,12,14,21,7,15,19,20,20,22,34,48,41,55,49,31,7,2,0,0
Se34 自殺,0,0,6,40,95,116,103,134,195,186,188,177,181,204,181,113,125,62,31,8,1,9
