,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,192,39,52,87,150,196,257,376,723,1233,1814,2588,3786,6847,11187,15334,21001,26115,23419,10919,2659,19
Se01 結核,0,0,0,0,0,0,0,0,0,2,0,0,1,4,5,14,31,47,39,13,5,0
Se02 悪性新生物＜腫瘍＞,6,14,4,9,13,25,38,88,191,388,672,1039,1555,3080,4620,5328,5663,5112,3161,902,104,1
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,2,2,2,10,24,33,69,128,193,202,136,119,52,8,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,1,2,5,10,19,36,42,94,165,339,523,597,700,636,389,104,11,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,6,12,38,60,101,125,277,391,447,534,509,396,152,11,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,8,8,20,37,67,105,178,197,204,206,152,105,31,3,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2,0,1,0,0,0,1,0,8,22,35,41,105,188,330,368,435,354,205,53,5,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,1,3,8,28,44,131,174,252,292,282,214,56,12,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,21,23,74,103,163,299,511,560,522,439,266,62,6,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,3,18,46,65,167,302,625,1037,1235,1173,1045,523,135,17,1
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,5,17,34,58,101,119,118,142,194,152,129,110,89,40,8,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,2,7,18,37,48,44,52,81,60,65,65,51,41,17,0,0
Se13 白血病,2,3,2,2,4,6,4,5,5,9,18,24,34,67,107,129,132,106,51,11,4,0
Se14 糖尿病,0,0,0,0,0,4,2,6,5,9,25,39,60,100,150,204,228,226,177,66,7,1
Se15 高血圧性疾患,0,0,0,0,0,0,1,2,5,4,9,14,22,30,67,85,150,197,233,117,28,0
Se16 心疾患（高血圧性を除く）,7,1,6,2,6,14,27,50,89,175,269,380,506,956,1579,2255,3373,4644,4375,2075,457,3
Se17 急性心筋梗塞,0,0,0,1,0,0,1,8,27,38,69,102,139,239,364,496,563,640,478,159,27,0
Se18 その他の虚血性心疾患,0,0,0,0,1,1,5,11,11,47,80,102,138,255,460,600,750,764,507,170,20,3
Se19 不整脈及び伝導障害,0,0,0,1,4,6,12,14,25,32,39,73,79,172,252,322,534,684,678,264,56,0
Se20 心不全,1,1,1,0,0,4,3,11,15,32,44,71,94,203,352,618,1175,1997,2209,1266,306,0
Se21 脳血管疾患,1,0,0,1,3,6,10,24,60,130,162,201,289,457,818,1181,1655,2117,1868,772,141,1
Se22 くも膜下出血,0,0,0,1,2,2,2,7,28,55,63,64,68,84,127,139,170,158,113,25,5,0
Se23 脳内出血,0,0,0,0,1,4,8,15,28,65,74,102,164,221,315,432,534,587,382,129,20,1
Se24 脳梗塞,0,0,0,0,0,0,0,2,3,7,19,29,49,133,342,583,904,1312,1335,590,113,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,2,5,9,25,37,44,69,121,212,257,339,379,292,97,9,0
Se26 肺炎,3,0,0,0,1,0,6,3,17,27,42,54,104,225,461,926,1578,2390,2263,1025,230,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,1,0,3,6,15,26,72,142,231,333,383,272,69,7,1
Se28 喘息,0,0,0,0,0,0,1,1,2,1,4,2,4,5,10,9,21,29,29,20,3,0
Se29 肝疾患,0,0,0,0,0,0,6,12,30,64,87,122,151,150,189,210,252,191,106,24,2,0
Se30 腎不全,1,1,0,0,0,1,2,2,4,3,19,31,50,91,174,293,477,655,639,243,41,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,3,19,76,248,1027,2428,3888,2924,1109,1
Se32 不慮の事故,6,2,5,15,21,17,26,23,36,48,57,91,125,217,408,595,745,851,578,245,52,1
Se33 交通事故,1,1,0,10,12,3,8,10,11,12,12,13,20,28,39,60,59,36,13,0,1,0
Se34 自殺,0,0,11,46,76,99,83,90,130,139,120,129,112,118,122,98,82,42,22,6,1,1
