,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,216,28,41,92,142,154,285,399,718,1358,1812,2520,4269,8644,11151,15677,23062,28208,23348,10462,2901,17
Se01 結核,0,0,0,0,0,0,0,0,0,2,0,2,2,7,22,31,40,61,41,21,2,0
Se02 悪性新生物＜腫瘍＞,4,9,11,10,6,11,51,88,215,409,617,1024,1768,3608,4376,5138,5889,5286,2909,814,111,3
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,5,9,19,37,75,154,172,170,154,119,51,12,1,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,0,0,1,5,12,24,38,54,101,206,408,510,626,685,708,409,97,5,0
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,2,0,2,2,5,15,33,56,94,162,324,369,439,562,523,334,138,25,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,2,9,22,45,65,116,195,220,209,187,133,82,28,3,1
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,8,22,29,71,118,255,321,371,474,355,183,36,4,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,4,6,8,29,66,120,163,243,311,328,202,53,18,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,1,11,37,51,101,182,369,451,541,552,441,243,66,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,0,0,4,6,18,46,71,146,301,766,1008,1150,1222,1066,526,134,11,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,10,17,38,62,79,97,124,186,167,131,126,106,98,43,6,0
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,1,1,3,10,24,31,42,47,51,62,65,70,70,75,25,9,3,0
Se13 白血病,0,1,4,2,1,1,3,3,13,12,17,33,39,98,76,126,126,103,52,9,0,0
Se14 糖尿病,0,0,0,0,1,1,1,5,13,18,39,39,64,146,146,208,252,296,197,60,12,0
Se15 高血圧性疾患,0,0,0,0,0,0,1,2,2,4,15,15,22,48,88,113,181,274,227,154,52,0
Se16 心疾患（高血圧性を除く）,11,0,2,3,6,12,29,36,93,182,250,339,660,1301,1666,2590,4031,5423,4748,2072,533,2
Se17 急性心筋梗塞,0,0,0,0,0,1,3,6,19,52,69,84,170,352,394,562,795,888,558,192,33,0
Se18 その他の虚血性心疾患,0,0,0,0,3,1,5,12,26,40,65,101,188,359,455,636,898,980,662,196,43,1
Se19 不整脈及び伝導障害,2,0,1,0,1,4,8,8,11,45,52,58,125,231,276,434,656,892,671,236,68,0
Se20 心不全,2,0,0,3,1,3,12,3,20,24,37,67,122,246,385,698,1294,2059,2292,1222,333,1
Se21 脳血管疾患,0,0,1,0,1,4,13,33,77,141,182,188,305,616,800,1245,1909,2412,1936,759,173,2
Se22 くも膜下出血,0,0,1,0,0,2,6,11,40,52,82,60,75,144,123,163,180,172,112,26,2,0
Se23 脳内出血,0,0,0,0,1,2,7,21,33,81,80,93,162,254,337,448,629,652,419,115,23,1
Se24 脳梗塞,0,0,0,0,0,0,0,1,3,6,19,26,59,192,313,589,1043,1521,1364,602,142,0
Se25 大動脈瘤及び解離,0,0,0,0,0,1,3,2,14,37,30,44,73,177,225,259,390,426,311,74,17,0
Se26 肺炎,4,0,0,0,2,3,3,8,10,26,31,69,132,329,499,958,1862,2776,2578,1153,272,0
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,1,3,2,9,32,83,177,271,438,474,315,82,13,0
Se28 喘息,0,0,0,0,0,0,0,0,2,2,5,5,5,6,12,15,29,44,42,25,3,0
Se29 肝疾患,1,0,0,0,0,0,2,12,31,70,100,106,155,210,199,229,258,162,93,29,5,0
Se30 腎不全,0,0,0,0,0,0,0,4,4,10,21,23,53,115,188,287,488,706,620,229,50,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,9,15,71,240,869,2125,3344,2472,1097,0
Se32 不慮の事故,10,3,4,19,29,11,24,37,38,60,82,113,163,345,439,718,963,983,673,280,49,6
Se33 交通事故,2,2,3,11,18,3,7,11,12,19,19,26,24,51,38,60,46,34,16,1,0,0
Se34 自殺,0,0,8,37,72,73,100,97,113,136,160,108,93,131,116,87,60,52,23,4,0,0
