,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,不詳
総数,195,29,45,95,202,206,271,388,715,1280,1858,2610,3839,6807,12315,15623,21198,27273,24437,12022,3204,65
Se01 結核,0,0,0,0,0,0,0,0,1,2,2,1,1,7,9,22,28,41,50,16,5,0
Se02 悪性新生物＜腫瘍＞,12,9,11,11,13,17,41,85,198,368,593,998,1580,2815,4995,5420,5754,5782,3398,1049,125,2
Se03 食道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,3,6,9,48,76,114,178,164,156,110,61,14,0,0
Se04 胃の悪性新生物＜腫瘍＞,0,0,0,1,1,2,4,8,21,22,34,104,160,329,568,586,650,717,417,129,15,1
Se05 結腸の悪性新生物＜腫瘍＞,0,0,0,0,1,1,3,8,19,43,48,80,137,243,419,476,534,608,439,153,19,0
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,2,9,20,37,48,108,162,231,195,207,164,86,41,4,0
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,0,0,0,0,0,0,1,3,4,6,25,46,99,168,347,381,424,429,217,46,1,0
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,0,0,0,0,0,0,0,1,2,7,9,21,41,95,186,238,293,318,204,67,8,0
Se09 膵の悪性新生物＜腫瘍＞,0,0,0,0,0,1,1,2,13,29,54,108,177,314,525,586,611,537,277,88,8,0
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,0,0,0,0,1,1,5,4,13,43,86,150,270,553,1162,1223,1253,1050,577,152,21,0
Se11 乳房の悪性新生物＜腫瘍＞,0,0,0,0,0,0,3,14,35,63,79,98,104,143,180,125,142,128,73,69,10,1
Se12 子宮の悪性新生物＜腫瘍＞,0,0,0,0,0,1,4,11,16,28,46,47,56,62,83,78,60,87,44,14,0,0
Se13 白血病,2,1,2,1,2,2,3,6,10,14,15,38,29,68,133,149,126,114,52,14,0,0
Se14 糖尿病,0,0,0,1,2,3,4,6,7,17,21,43,49,111,161,177,245,237,188,60,16,0
Se15 高血圧性疾患,0,0,0,0,0,0,0,1,4,8,9,11,21,52,75,99,163,207,247,152,49,0
Se16 心疾患（高血圧性を除く）,3,3,1,3,7,15,18,23,77,161,267,396,524,950,1772,2287,3386,4756,4711,2318,551,5
Se17 急性心筋梗塞,0,0,0,0,2,0,5,6,11,36,64,112,131,239,406,456,625,637,467,185,36,1
Se18 その他の虚血性心疾患,0,1,0,0,1,3,2,6,22,46,75,112,146,287,477,608,749,852,558,182,36,4
Se19 不整脈及び伝導障害,0,0,1,2,2,5,2,6,21,32,44,69,92,149,274,380,568,741,706,317,70,0
Se20 心不全,0,1,0,1,1,4,3,3,11,29,54,68,105,197,451,638,1122,1958,2440,1367,353,0
Se21 脳血管疾患,0,0,2,1,2,3,11,30,66,128,180,178,289,498,899,1144,1646,2101,1846,837,203,0
Se22 くも膜下出血,0,0,1,1,1,2,3,17,24,53,64,46,77,100,133,150,167,143,104,34,6,0
Se23 脳内出血,0,0,1,0,0,1,7,11,39,63,104,106,143,239,405,439,526,596,405,137,20,0
Se24 脳梗塞,0,0,0,0,1,0,1,2,2,11,8,24,60,145,331,524,907,1307,1294,642,167,0
Se25 大動脈瘤及び解離,0,0,0,0,0,0,2,6,4,24,42,56,87,128,255,285,325,415,297,95,9,0
Se26 肺炎,4,1,3,0,1,3,1,2,6,18,22,36,72,174,342,717,1203,1809,1719,778,175,3
Se27 慢性閉塞性肺疾患,0,0,0,0,0,0,0,0,0,0,2,4,21,43,112,250,325,365,258,83,7,0
Se28 喘息,0,0,0,0,0,0,0,1,0,6,4,1,3,2,5,11,15,20,18,10,2,0
Se29 肝疾患,1,0,0,0,2,2,6,15,35,85,124,143,159,214,240,228,218,200,95,25,5,2
Se30 腎不全,0,0,0,0,0,0,0,2,5,3,17,20,29,76,178,274,454,678,622,253,41,0
Se31 老衰,0,0,0,0,0,0,0,0,0,0,0,0,5,20,105,322,1118,2751,4372,3426,1364,1
Se32 不慮の事故,12,4,10,18,24,20,23,20,39,56,73,100,122,234,407,566,778,914,687,299,73,5
Se33 交通事故,2,0,1,11,17,6,6,5,10,13,20,15,17,33,53,59,46,49,12,2,1,0
Se34 自殺,0,0,10,41,113,115,112,121,148,171,158,148,132,104,115,92,84,53,26,6,0,10
